Thu Aug 29 10:36:00 2013||metone||None
Thu Aug 29 10:37:15 2013||metone||[1377797820.0, '29-AUG-2013  10:32:49', 60947.0, 11934.25, 4967.0, 2441.0, 708.625, 3.0, 2.0, 10.0, 0.0]||'1377797820,29-AUG-2013  10:32:49, 0.3,      69401, 0.5,      19788, 0.7,       9115, 1.0,       4662, 2.0,       1475, 5.0,         12,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:32:59, 0.3,      60118, 0.5,      10980, 0.7,       4522, 1.0,       2142, 2.0,        599, 5.0,          0,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:33:09, 0.3,      59217, 0.5,      10035, 0.7,       3963, 1.0,       1945, 2.0,        546, 5.0,          0,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:33:19, 0.3,      58984, 0.5,       9706, 0.7,       3711, 1.0,       1720, 2.0,        476, 5.0,          0,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:33:29, 0.3,      59756, 0.5,      10664, 0.7,       4457, 1.0,       2240, 2.0,        614, 5.0,          0,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:33:39, 0.3,      61604, 0.5,      12794, 0.7,       5400, 1.0,       2661, 2.0,        790, 5.0,          4,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:33:49, 0.3,      59817, 0.5,      11237, 0.7,       4552, 1.0,       2240, 2.0,        659, 5.0,          8,,,  2, 10,,,0\r\n'||'1377797820,29-AUG-2013  10:33:59, 0.3,      58679, 0.5,      10270, 0.7,       4016, 1.0,       1918, 2.0,        510, 5.0,          0,,,  2, 10,,,0\r\n'
