Wed Aug 28 14:34:00 2013||aeth||None
Wed Aug 28 14:35:00 2013||aeth||None
Wed Aug 28 14:36:00 2013||aeth||None
Wed Aug 28 14:37:00 2013||aeth||None
Wed Aug 28 14:38:00 2013||aeth||None
Wed Aug 28 14:39:00 2013||aeth||[1377725940.0, '"28-aug-13"', '"13:38"', 0.0, 3.2999999999999998, 0.021600000000000001, 1.4851000000000001, 0.021700000000000001, 0.82089999999999996, 1.0, 0.0]||'1377725940,"28-aug-13","13:38",    .0,  3.3, 0.0216, 1.4851, 0.0217,  .8209, 1.00,   0.0\r\n'
Wed Aug 28 14:40:00 2013||aeth||[1377726000.0, '"28-aug-13"', '"13:39"', 2862.0, 3.2999999999999998, 0.021600000000000001, 1.4748000000000001, 0.021700000000000001, 0.81789999999999996, 1.0, 0.32000000000000001]||'1377726000,"28-aug-13","13:39",  2862,  3.3, 0.0216, 1.4748, 0.0217,  .8179, 1.00,  .320\r\n'
Wed Aug 28 14:41:01 2013||aeth||[1377726060.0, '"28-aug-13"', '"13:40"', 2531.0, 3.2999999999999998, 0.021600000000000001, 1.4684999999999999, 0.021700000000000001, 0.81669999999999998, 1.0, 0.60299999999999998]||'1377726060,"28-aug-13","13:40",  2531,  3.3, 0.0216, 1.4685, 0.0217,  .8167, 1.00,  .603\r\n'
