Tue Aug 27 13:47:00 2013||aeth||None
Tue Aug 27 13:48:00 2013||aeth||[1377636480.0, '"27-aug-13"', '"12:47"', 1025.0, 3.6000000000000001, 0.021399999999999999, 0.80930000000000002, 0.021499999999999998, 0.79600000000000004, 1.0, 63.740000000000002]||'1377636480,"27-aug-13","12:47",  1025,  3.6, 0.0214,  .8093, 0.0215,  .7960, 1.00,63.740\r\n'
Tue Aug 27 13:49:00 2013||aeth||[1377636540.0, '"27-aug-13"', '"12:48"', 973.0, 3.6000000000000001, 0.021399999999999999, 0.80879999999999996, 0.021499999999999998, 0.79649999999999999, 1.0, 63.856999999999999]||'1377636540,"27-aug-13","12:48",   973,  3.6, 0.0214,  .8088, 0.0215,  .7965, 1.00,63.857\r\n'
Tue Aug 27 13:50:00 2013||aeth||[1377636600.0, '"27-aug-13"', '"12:49"', 1114.0, 3.6000000000000001, 0.021399999999999999, 0.80789999999999995, 0.021499999999999998, 0.79669999999999996, 1.0, 63.991]||'1377636600,"27-aug-13","12:49",  1114,  3.6, 0.0214,  .8079, 0.0215,  .7967, 1.00,63.991\r\n'
Tue Aug 27 13:51:00 2013||aeth||[1377636660.0, '"27-aug-13"', '"12:50"', 1160.0, 3.6000000000000001, 0.021399999999999999, 0.80659999999999998, 0.021499999999999998, 0.79649999999999999, 1.0, 64.131]||'1377636660,"27-aug-13","12:50",  1160,  3.6, 0.0214,  .8066, 0.0215,  .7965, 1.00,64.131\r\n'
Tue Aug 27 13:52:00 2013||aeth||[1377636720.0, '"27-aug-13"', '"12:51"', 1065.0, 3.6000000000000001, 0.021399999999999999, 0.80569999999999997, 0.021499999999999998, 0.79649999999999999, 1.0, 64.259]||'1377636720,"27-aug-13","12:51",  1065,  3.6, 0.0214,  .8057, 0.0215,  .7965, 1.00,64.259\r\n'
Tue Aug 27 13:53:00 2013||aeth||[1377636780.0, '"27-aug-13"', '"12:52"', 1386.0, 3.6000000000000001, 0.021399999999999999, 0.80469999999999997, 0.021499999999999998, 0.79679999999999995, 1.0, 64.424999999999997]||'1377636780,"27-aug-13","12:52",  1386,  3.6, 0.0214,  .8047, 0.0215,  .7968, 1.00,64.425\r\n'
Tue Aug 27 13:54:00 2013||aeth||[1377636840.0, '"27-aug-13"', '"12:53"', 1341.0, 3.6000000000000001, 0.021399999999999999, 0.80359999999999998, 0.021499999999999998, 0.79700000000000004, 1.0, 64.585999999999999]||'1377636840,"27-aug-13","12:53",  1341,  3.6, 0.0214,  .8036, 0.0215,  .7970, 1.00,64.586\r\n'
Tue Aug 27 13:55:00 2013||aeth||[1377636900.0, '"27-aug-13"', '"12:54"', 2048.0, 3.6000000000000001, 0.021399999999999999, 0.80149999999999999, 0.021499999999999998, 0.79679999999999995, 1.0, 64.832999999999998]||'1377636900,"27-aug-13","12:54",  2048,  3.6, 0.0214,  .8015, 0.0215,  .7968, 1.00,64.833\r\n'
Tue Aug 27 13:56:00 2013||aeth||[1377636960.0, '"27-aug-13"', '"12:55"', 2170.0, 3.6000000000000001, 0.021399999999999999, 0.79949999999999999, 0.021499999999999998, 0.79679999999999995, 1.0, 65.093000000000004]||'1377636960,"27-aug-13","12:55",  2170,  3.6, 0.0214,  .7995, 0.0215,  .7968, 1.00,65.093\r\n'
Tue Aug 27 13:57:00 2013||aeth||[1377637020.0, '"27-aug-13"', '"12:56"', 859.0, 3.6000000000000001, 0.021399999999999999, 0.79900000000000004, 0.021499999999999998, 0.79710000000000003, 1.0, 65.197000000000003]||'1377637020,"27-aug-13","12:56",   859,  3.6, 0.0214,  .7990, 0.0215,  .7971, 1.00,65.197\r\n'
