Wed Aug 28 14:47:00 2013||ucpc||[1377726420.0, '2013/8/28', '14:49:57', 14.0, 4730.0, 10.0, 9.9253999999999998, 94081.0, 852.20000000000005, 119.0]||'1377726420,2013/8/28,14:49:57,14,4.84e3,10,9.923,96233,852,119\r'||'1377726420,2013/8/28,14:50:7,14,4.89e3,10,9.923,97174,852,119\r'||'1377726420,2013/8/28,14:50:17,14,4.68e3,10,9.926,93114,848,119\r'||'1377726420,2013/8/28,14:50:27,14,4.65e3,10,9.927,92517,850,119\r'||'1377726420,2013/8/28,14:50:37,14,4.59e3,10,9.928,91367,859,119\r'
Wed Aug 28 14:48:01 2013||ucpc||[1377726480.0, '2013/8/28', '14:50:47', 14.0, 4896.666666666667, 10.0, 9.9213333333333349, 97314.333333333328, 852.5, 119.0]||'1377726480,2013/8/28,14:50:47,14,4.57e3,10,9.929,90985,852,119\r'||'1377726480,2013/8/28,14:50:57,14,4.62e3,10,9.925,91851,854,119\r'||'1377726480,2013/8/28,14:51:7,14,4.72e3,10,9.924,93773,853,119\r'||'1377726480,2013/8/28,14:51:17,14,4.80e3,10,9.923,95416,855,119\r'||'1377726480,2013/8/28,14:51:27,14,5.42e3,10,9.911,107552,851,119\r'||'1377726480,2013/8/28,14:51:37,14,5.25e3,10,9.916,104309,850,119\r'
Wed Aug 28 14:49:00 2013||ucpc||[1377726540.0, '2013/8/28', '14:51:47', 14.0, 5536.666666666667, 10.0, 9.9093333333333344, 109871.0, 851.5, 117.5]||'1377726540,2013/8/28,14:51:47,14,4.81e3,10,9.925,95655,867,118\r'||'1377726540,2013/8/28,14:51:57,14,4.93e3,10,9.921,98071,853,119\r'||'1377726540,2013/8/28,14:52:7,14,5.64e3,10,9.905,111797,834,117\r'||'1377726540,2013/8/28,14:52:17,14,5.73e3,10,9.904,113736,850,117\r'||'1377726540,2013/8/28,14:52:27,14,5.67e3,10,9.906,112427,853,117\r'||'1377726540,2013/8/28,14:52:37,14,6.44e3,10,9.895,127540,852,117\r'
Wed Aug 28 14:50:00 2013||ucpc||[1377726600.0, '2013/8/28', '14:52:47', 14.0, 5928.333333333333, 10.0, 9.9016666666666655, 117516.83333333333, 850.33333333333337, 117.16666666666667]||'1377726600,2013/8/28,14:52:47,14,6.47e3,10,9.891,128151,854,117\r'||'1377726600,2013/8/28,14:52:57,14,6.88e3,10,9.885,136127,852,117\r'||'1377726600,2013/8/28,14:53:7,14,5.88e3,10,9.903,116570,850,117\r'||'1377726600,2013/8/28,14:53:17,14,5.37e3,10,9.911,106603,851,117\r'||'1377726600,2013/8/28,14:53:27,14,5.64e3,10,9.907,111857,852,117\r'||'1377726600,2013/8/28,14:53:37,14,5.33e3,10,9.913,105793,843,118\r'
Wed Aug 28 14:51:00 2013||ucpc||[1377726660.0, '2013/8/28', '14:53:47', 14.0, 10786.666666666666, 10.0, 9.8291666666666675, 212680.16666666666, 851.5, 117.83333333333333]||'1377726660,2013/8/28,14:53:47,14,7.42e3,10,9.88,146586,851,118\r'||'1377726660,2013/8/28,14:53:57,14,1.13e4,10,9.821,223404,850,118\r'||'1377726660,2013/8/28,14:54:7,14,9.70e3,10,9.844,191010,854,118\r'||'1377726660,2013/8/28,14:54:17,14,1.27e4,10,9.802,250761,852,118\r'||'1377726660,2013/8/28,14:54:27,14,1.28e4,10,9.801,252012,851,118\r'||'1377726660,2013/8/28,14:54:37,14,1.08e4,10,9.827,212308,851,117\r'
Wed Aug 28 14:52:00 2013||ucpc||[1377726720.0, '2013/8/28', '14:54:47', 14.0, 9060.0, 10.0, 9.8536666666666655, 179175.16666666666, 853.16666666666663, 117.83333333333333]||'1377726720,2013/8/28,14:54:47,14,1.09e4,10,9.825,215582,854,118\r'||'1377726720,2013/8/28,14:54:57,14,1.07e4,10,9.829,210957,850,117\r'||'1377726720,2013/8/28,14:55:7,14,1.03e4,10,9.833,204475,855,118\r'||'1377726720,2013/8/28,14:55:17,14,9.04e3,10,9.855,178398,854,118\r'||'1377726720,2013/8/28,14:55:27,14,6.79e3,10,9.889,134354,854,118\r'||'1377726720,2013/8/28,14:55:37,14,6.63e3,10,9.891,131285,852,118\r'
Wed Aug 28 14:53:00 2013||ucpc||[1377726780.0, '2013/8/28', '14:55:47', 14.0, 5543.333333333333, 10.0, 9.9099999999999984, 110046.66666666667, 852.0, 118.0]||'1377726780,2013/8/28,14:55:47,14,6.21e3,10,9.899,123114,850,118\r'||'1377726780,2013/8/28,14:55:57,14,5.34e3,10,9.914,106117,850,118\r'||'1377726780,2013/8/28,14:56:7,14,5.40e3,10,9.913,107190,854,118\r'||'1377726780,2013/8/28,14:56:17,14,5.47e3,10,9.91,108602,851,118\r'||'1377726780,2013/8/28,14:56:27,14,5.39e3,10,9.912,107050,855,118\r'||'1377726780,2013/8/28,14:56:37,14,5.45e3,10,9.912,108207,852,118\r'
Wed Aug 28 14:54:00 2013||ucpc||[1377726840.0, '2013/8/28', '14:56:47', 14.0, 8428.3333333333339, 10.0, 9.8658333333333328, 166656.33333333334, 851.83333333333337, 118.0]||'1377726840,2013/8/28,14:56:47,14,5.27e3,10,9.915,104699,846,118\r'||'1377726840,2013/8/28,14:56:57,14,5.32e3,10,9.913,105708,858,118\r'||'1377726840,2013/8/28,14:57:7,14,1.04e4,10,9.837,206020,851,118\r'||'1377726840,2013/8/28,14:57:17,14,9.65e3,10,9.847,190152,851,118\r'||'1377726840,2013/8/28,14:57:27,14,9.83e3,10,9.844,193684,858,118\r'||'1377726840,2013/8/28,14:57:37,14,1.01e4,10,9.839,199675,847,118\r'
Wed Aug 28 14:55:00 2013||ucpc||[1377726900.0, '2013/8/28', '14:57:47', 14.0, 8191.666666666667, 10.0, 9.8666666666666671, 161965.83333333334, 852.0, 118.0]||'1377726900,2013/8/28,14:57:47,14,1.01e4,10,9.84,200161,852,118\r'||'1377726900,2013/8/28,14:57:57,14,8.37e3,10,9.864,165249,850,118\r'||'1377726900,2013/8/28,14:58:7,14,6.83e3,10,9.888,135124,852,118\r'||'1377726900,2013/8/28,14:58:17,14,8.13e3,10,9.867,160663,855,118\r'||'1377726900,2013/8/28,14:58:27,14,7.92e3,10,9.87,156436,852,118\r'||'1377726900,2013/8/28,14:58:37,14,7.80e3,10,9.871,154162,851,118\r'
Wed Aug 28 14:56:00 2013||ucpc||[1377726960.0, '2013/8/28', '14:58:47', 14.0, 6161.666666666667, 10.0, 9.8979999999999997, 122121.66666666667, 851.16666666666663, 118.0]||'1377726960,2013/8/28,14:58:47,14,7.16e3,10,9.882,141713,846,118\r'||'1377726960,2013/8/28,14:58:57,14,6.18e3,10,9.897,122515,849,118\r'||'1377726960,2013/8/28,14:59:7,14,5.43e3,10,9.91,107700,850,118\r'||'1377726960,2013/8/28,14:59:17,14,5.64e3,10,9.906,111972,850,118\r'||'1377726960,2013/8/28,14:59:27,14,6.25e3,10,9.896,123871,857,118\r'||'1377726960,2013/8/28,14:59:37,14,6.31e3,10,9.897,124959,855,118\r'
Wed Aug 28 14:57:00 2013||ucpc||[1377727020.0, '2013/8/28', '14:59:47', 14.0, 7096.666666666667, 10.0, 9.8843333333333323, 140417.16666666666, 851.0, 117.33333333333333]||'1377727020,2013/8/28,14:59:47,14,5.96e3,10,9.901,118122,848,118\r'||'1377727020,2013/8/28,14:59:57,14,5.86e3,10,9.904,116264,852,117\r'||'1377727020,2013/8/28,15:0:7,14,5.61e3,10,9.906,111394,850,117\r'||'1377727020,2013/8/28,15:0:17,14,7.07e3,10,9.883,139983,852,117\r'||'1377727020,2013/8/28,15:0:27,14,9.83e3,10,9.844,193703,852,117\r'||'1377727020,2013/8/28,15:0:37,14,8.25e3,10,9.868,163037,852,118\r'
Wed Aug 28 14:58:00 2013||ucpc||[1377727080.0, '2013/8/28', '15:0:47', 14.0, 8131.666666666667, 10.0, 9.8678333333333352, 160653.5, 852.0, 117.66666666666667]||'1377727080,2013/8/28,15:0:47,14,7.77e3,10,9.873,153628,853,118\r'||'1377727080,2013/8/28,15:0:57,14,8.39e3,10,9.864,165717,854,118\r'||'1377727080,2013/8/28,15:1:7,14,8.50e3,10,9.863,167719,845,117\r'||'1377727080,2013/8/28,15:1:17,14,7.43e3,10,9.877,146975,851,117\r'||'1377727080,2013/8/28,15:1:27,14,7.60e3,10,9.875,150306,854,118\r'||'1377727080,2013/8/28,15:1:37,14,9.10e3,10,9.855,179576,855,118\r'
Wed Aug 28 14:59:00 2013||ucpc||[1377727140.0, '2013/8/28', '15:1:47', 14.0, 6940.0, 10.0, 9.8861666666666661, 137339.5, 849.5, 117.66666666666667]||'1377727140,2013/8/28,15:1:47,14,9.36e3,10,9.849,184486,851,118\r'||'1377727140,2013/8/28,15:1:57,14,6.84e3,10,9.888,135466,849,118\r'||'1377727140,2013/8/28,15:2:7,14,6.47e3,10,9.894,128221,843,117\r'||'1377727140,2013/8/28,15:2:17,14,6.37e3,10,9.895,126191,848,118\r'||'1377727140,2013/8/28,15:2:27,14,6.32e3,10,9.897,125200,854,118\r'||'1377727140,2013/8/28,15:2:37,14,6.28e3,10,9.894,124473,852,117\r'
Wed Aug 28 15:00:00 2013||ucpc||[1377727200.0, '2013/8/28', '15:2:47', 14.0, 5646.666666666667, 10.0, 9.9061666666666657, 112045.83333333333, 856.16666666666663, 118.0]||'1377727200,2013/8/28,15:2:47,14,5.97e3,10,9.899,118361,853,118\r'||'1377727200,2013/8/28,15:2:57,14,6.24e3,10,9.895,123573,852,118\r'||'1377727200,2013/8/28,15:3:7,14,5.78e3,10,9.905,114687,853,118\r'||'1377727200,2013/8/28,15:3:17,14,5.64e3,10,9.904,111879,852,118\r'||'1377727200,2013/8/28,15:3:27,14,5.22e3,10,9.915,103756,875,118\r'||'1377727200,2013/8/28,15:3:37,14,5.03e3,10,9.919,100019,852,118\r'
Wed Aug 28 15:01:00 2013||ucpc||[1377727260.0, '2013/8/28', '15:3:47', 30.666666666666668, 5093.333333333333, 10.0, 9.9169999999999998, 101165.16666666667, 852.66666666666663, 118.0]||'1377727260,2013/8/28,15:3:47,14,4.88e3,10,9.921,96953,852,118\r'||'1377727260,2013/8/28,15:3:57,14,5.00e3,10,9.918,99290,850,118\r'||'1377727260,2013/8/28,15:4:7,14,4.92e3,10,9.919,97669,851,118\r'||'1377727260,2013/8/28,15:4:17,14,5.22e3,10,9.916,103683,857,118\r'||'1377727260,2013/8/28,15:4:27,14,5.25e3,10,9.915,104291,853,118\r'||'1377727260,2013/8/28,15:4:37,114,5.29e3,10,9.913,105105,853,118\r'
Wed Aug 28 15:02:00 2013||ucpc||[1377727320.0, '2013/8/28', '15:4:47', 14.0, 6121.666666666667, 10.0, 9.8986666666666654, 121353.66666666667, 850.83333333333337, 117.33333333333333]||'1377727320,2013/8/28,15:4:47,14,5.15e3,10,9.915,102284,849,118\r'||'1377727320,2013/8/28,15:4:57,14,5.33e3,10,9.912,105836,852,117\r'||'1377727320,2013/8/28,15:5:7,14,5.94e3,10,9.901,117699,855,117\r'||'1377727320,2013/8/28,15:5:17,14,6.87e3,10,9.886,136047,853,117\r'||'1377727320,2013/8/28,15:5:27,14,7.03e3,10,9.884,139187,845,118\r'||'1377727320,2013/8/28,15:5:37,14,6.41e3,10,9.894,127069,851,117\r'
Wed Aug 28 15:03:00 2013||ucpc||[1377727380.0, '2013/8/28', '15:5:47', 14.0, 7160.0, 10.0, 9.8818333333333346, 141666.5, 853.0, 117.5]||'1377727380,2013/8/28,15:5:47,14,6.18e3,10,9.899,122587,855,118\r'||'1377727380,2013/8/28,15:5:57,14,6.86e3,10,9.887,135790,853,118\r'||'1377727380,2013/8/28,15:6:7,14,7.36e3,10,9.877,145451,852,118\r'||'1377727380,2013/8/28,15:6:17,14,7.19e3,10,9.882,142287,858,117\r'||'1377727380,2013/8/28,15:6:27,14,7.60e3,10,9.874,150259,852,117\r'||'1377727380,2013/8/28,15:6:37,14,7.77e3,10,9.872,153625,848,117\r'
Wed Aug 28 15:04:00 2013||ucpc||[1377727440.0, '2013/8/28', '15:6:47', 14.0, 7700.0, 10.0, 9.8734999999999982, 152199.33333333334, 853.66666666666663, 117.16666666666667]||'1377727440,2013/8/28,15:6:47,14,7.88e3,10,9.87,155754,850,117\r'||'1377727440,2013/8/28,15:6:57,14,7.47e3,10,9.876,147755,853,118\r'||'1377727440,2013/8/28,15:7:7,14,8.50e3,10,9.864,167764,854,117\r'||'1377727440,2013/8/28,15:7:17,14,7.51e3,10,9.876,148470,854,117\r'||'1377727440,2013/8/28,15:7:27,14,7.49e3,10,9.876,148083,858,117\r'||'1377727440,2013/8/28,15:7:37,14,7.35e3,10,9.879,145370,853,117\r'
Wed Aug 28 15:05:00 2013||ucpc||[1377727500.0, '2013/8/28', '15:7:47', 14.0, 6795.0, 10.0, 9.8874999999999993, 134472.0, 852.5, 117.5]||'1377727500,2013/8/28,15:7:47,14,7.62e3,10,9.872,150644,851,118\r'||'1377727500,2013/8/28,15:7:57,14,8.42e3,10,9.859,166102,853,118\r'||'1377727500,2013/8/28,15:8:7,14,7.44e3,10,9.879,147175,854,118\r'||'1377727500,2013/8/28,15:8:17,14,6.13e3,10,9.899,121419,851,117\r'||'1377727500,2013/8/28,15:8:27,14,5.94e3,10,9.901,117828,855,117\r'||'1377727500,2013/8/28,15:8:37,14,5.22e3,10,9.915,103664,851,117\r'
Wed Aug 28 15:06:00 2013||ucpc||[1377727560.0, '2013/8/28', '15:8:47', 14.0, 5143.333333333333, 10.0, 9.9158333333333335, 102148.83333333333, 854.33333333333337, 118.0]||'1377727560,2013/8/28,15:8:47,14,5.05e3,10,9.919,100287,853,118\r'||'1377727560,2013/8/28,15:8:57,14,4.72e3,10,9.924,93765,855,118\r'||'1377727560,2013/8/28,15:9:7,14,4.79e3,10,9.922,95280,859,118\r'||'1377727560,2013/8/28,15:9:17,14,5.12e3,10,9.916,101767,851,118\r'||'1377727560,2013/8/28,15:9:27,14,5.63e3,10,9.906,111750,851,118\r'||'1377727560,2013/8/28,15:9:37,14,5.55e3,10,9.908,110044,857,118\r'
Wed Aug 28 15:07:00 2013||ucpc||[1377727620.0, '2013/8/28', '15:9:47', 14.0, 8908.3333333333339, 10.0, 9.8563333333333336, 175811.0, 849.66666666666663, 118.0]||'1377727620,2013/8/28,15:9:47,14,6.23e3,10,9.898,123484,854,118\r'||'1377727620,2013/8/28,15:9:57,14,6.43e3,10,9.893,127338,853,118\r'||'1377727620,2013/8/28,15:10:7,14,8.19e3,10,9.864,161760,853,118\r'||'1377727620,2013/8/28,15:10:17,14,1.03e4,10,9.835,203662,852,118\r'||'1377727620,2013/8/28,15:10:27,14,1.02e4,10,9.838,201172,850,118\r'||'1377727620,2013/8/28,15:10:37,14,1.21e4,10,9.81,237450,836,118\r'
Wed Aug 28 15:08:00 2013||ucpc||[1377727680.0, '2013/8/28', '15:10:47', 14.0, 7803.333333333333, 10.0, 9.8738333333333319, 154222.83333333334, 851.83333333333337, 118.33333333333333]||'1377727680,2013/8/28,15:10:47,14,1.16e4,10,9.818,228432,853,118\r'||'1377727680,2013/8/28,15:10:57,14,9.52e3,10,9.849,187732,849,118\r'||'1377727680,2013/8/28,15:11:7,14,7.11e3,10,9.884,140728,852,119\r'||'1377727680,2013/8/28,15:11:17,14,6.41e3,10,9.894,127062,852,118\r'||'1377727680,2013/8/28,15:11:27,14,6.11e3,10,9.9,121061,857,118\r'||'1377727680,2013/8/28,15:11:37,14,6.07e3,10,9.898,120322,848,119\r'
Wed Aug 28 15:09:00 2013||ucpc||[1377727740.0, '2013/8/28', '15:11:47', 14.0, 6918.333333333333, 10.0, 9.8866666666666667, 136960.16666666666, 851.66666666666663, 118.66666666666667]||'1377727740,2013/8/28,15:11:47,14,6.99e3,10,9.887,138441,851,119\r'||'1377727740,2013/8/28,15:11:57,14,7.30e3,10,9.88,144466,853,119\r'||'1377727740,2013/8/28,15:12:7,14,7.30e3,10,9.88,144395,851,119\r'||'1377727740,2013/8/28,15:12:17,14,6.49e3,10,9.894,128591,851,119\r'||'1377727740,2013/8/28,15:12:27,14,6.78e3,10,9.888,134139,852,118\r'||'1377727740,2013/8/28,15:12:37,14,6.65e3,10,9.891,131729,852,118\r'
Wed Aug 28 15:10:00 2013||ucpc||[1377727800.0, '2013/8/28', '15:12:47', 14.0, 6275.0, 10.0, 9.8961666666666659, 124305.5, 848.33333333333337, 118.0]||'1377727800,2013/8/28,15:12:47,14,6.94e3,10,9.885,137277,829,118\r'||'1377727800,2013/8/28,15:12:57,14,6.85e3,10,9.888,135584,852,118\r'||'1377727800,2013/8/28,15:13:7,14,6.71e3,10,9.889,132796,851,118\r'||'1377727800,2013/8/28,15:13:17,14,6.05e3,10,9.9,119900,858,118\r'||'1377727800,2013/8/28,15:13:27,14,5.60e3,10,9.905,111185,853,118\r'||'1377727800,2013/8/28,15:13:37,14,5.50e3,10,9.91,109091,847,118\r'
Wed Aug 28 15:11:00 2013||ucpc||[1377727860.0, '2013/8/28', '15:13:47', 14.0, 5895.0, 10.0, 9.9019999999999992, 116850.16666666667, 850.33333333333337, 117.5]||'1377727860,2013/8/28,15:13:47,14,5.48e3,10,9.908,108668,842,118\r'||'1377727860,2013/8/28,15:13:57,14,5.39e3,10,9.91,106976,853,118\r'||'1377727860,2013/8/28,15:14:7,14,5.59e3,10,9.908,110834,854,118\r'||'1377727860,2013/8/28,15:14:17,14,6.20e3,10,9.897,122807,853,117\r'||'1377727860,2013/8/28,15:14:27,14,6.42e3,10,9.893,127243,849,117\r'||'1377727860,2013/8/28,15:14:37,14,6.29e3,10,9.896,124573,851,117\r'
