Thu Aug 29 18:18:00 2013||metone||None
Thu Aug 29 18:20:03 2013||metone||[1377825540.0, '29-AUG-2013  18:14:49', 120687.16666666667, 57377.75, 29690.75, 15577.166666666666, 4402.166666666667, 8.0833333333333339, 2.0, 10.0, 0.0]||'1377825540,29-AUG-2013  18:14:49, 0.3,     114294, 0.5,      51395, 0.7,      26083, 1.0,      13396, 2.0,       3732, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:14:59, 0.3,     117274, 0.5,      53145, 0.7,      26954, 1.0,      14132, 2.0,       3895, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:15:09, 0.3,     116367, 0.5,      52200, 0.7,      26645, 1.0,      13945, 2.0,       3867, 5.0,         19,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:15:19, 0.3,     113599, 0.5,      50199, 0.7,      25532, 1.0,      13186, 2.0,       3649, 5.0,          2,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:15:29, 0.3,     115638, 0.5,      52351, 0.7,      26984, 1.0,      13941, 2.0,       4024, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:15:39, 0.3,     114256, 0.5,      51193, 0.7,      26288, 1.0,      13994, 2.0,       3969, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:15:49, 0.3,     111975, 0.5,      49229, 0.7,      25114, 1.0,      13106, 2.0,       3774, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:15:59, 0.3,     121869, 0.5,      58130, 0.7,      30211, 1.0,      15641, 2.0,       4438, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:16:09, 0.3,     121945, 0.5,      58834, 0.7,      30472, 1.0,      16228, 2.0,       4488, 5.0,          8,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:16:19, 0.3,     127714, 0.5,      65453, 0.7,      34961, 1.0,      18873, 2.0,       5711, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:16:29, 0.3,     133667, 0.5,      69509, 0.7,      36201, 1.0,      18898, 2.0,       5118, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825540,29-AUG-2013  18:16:39, 0.3,     139648, 0.5,      76895, 0.7,      40844, 1.0,      21586, 2.0,       6161, 5.0,         14,,,  2, 10,,,0\r\n'
Thu Aug 29 18:21:30 2013||metone||[1377825660.0, '29-AUG-2013  18:16:49', 150490.44444444444, 89449.0, 49448.888888888891, 26807.444444444445, 7840.1111111111113, 11.111111111111111, 2.0, 10.0, 0.0]||'1377825660,29-AUG-2013  18:16:49, 0.3,     134945, 0.5,      72637, 0.7,      38630, 1.0,      20433, 2.0,       5654, 5.0,          2,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:16:59, 0.3,     132347, 0.5,      70675, 0.7,      37992, 1.0,      20199, 2.0,       5805, 5.0,         40,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:17:09, 0.3,     139280, 0.5,      75840, 0.7,      40565, 1.0,      21691, 2.0,       6250, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:17:19, 0.3,     147217, 0.5,      85525, 0.7,      46861, 1.0,      24767, 2.0,       7210, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:17:29, 0.3,     156122, 0.5,      95253, 0.7,      52709, 1.0,      28291, 2.0,       8091, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:17:39, 0.3,     154510, 0.5,      93984, 0.7,      51783, 1.0,      28412, 2.0,       8471, 5.0,         12,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:17:49, 0.3,     164002, 0.5,     103566, 0.7,      58408, 1.0,      31909, 2.0,       9458, 5.0,          8,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:17:59, 0.3,     166283, 0.5,     106539, 0.7,      60913, 1.0,      33821, 2.0,      10117, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825660,29-AUG-2013  18:18:09, 0.3,     159708, 0.5,     101022, 0.7,      57179, 1.0,      31744, 2.0,       9505, 5.0,         14,,,  2, 10,,,0\r\n'
Thu Aug 29 18:22:00 2013||metone||[1377825720.0, '29-AUG-2013  18:18:19', 148278.66666666666, 87404.666666666672, 48290.0, 26389.0, 7821.333333333333, 13.0, 2.0, 10.0, 0.0]||'1377825720,29-AUG-2013  18:18:19, 0.3,     164952, 0.5,     103920, 0.7,      58226, 1.0,      31956, 2.0,       9395, 5.0,         25,,,  2, 10,,,0\r\n'||'1377825720,29-AUG-2013  18:18:29, 0.3,     142675, 0.5,      82126, 0.7,      44967, 1.0,      24695, 2.0,       7472, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825720,29-AUG-2013  18:18:39, 0.3,     137209, 0.5,      76168, 0.7,      41677, 1.0,      22516, 2.0,       6597, 5.0,          8,,,  2, 10,,,0\r\n'
Thu Aug 29 18:23:30 2013||metone||[1377825780.0, '29-AUG-2013  18:18:49', 118966.88888888889, 57286.111111111109, 30025.444444444445, 15849.111111111111, 4575.7777777777774, 10.111111111111111, 2.0, 10.0, 0.0]||'1377825780,29-AUG-2013  18:18:49, 0.3,     140242, 0.5,      78693, 0.7,      42538, 1.0,      22713, 2.0,       6502, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:18:59, 0.3,     128369, 0.5,      66644, 0.7,      35347, 1.0,      18756, 2.0,       5427, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:19:09, 0.3,     115519, 0.5,      54515, 0.7,      28673, 1.0,      15011, 2.0,       4259, 5.0,         14,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:19:19, 0.3,     113590, 0.5,      51963, 0.7,      27047, 1.0,      14168, 2.0,       4251, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:19:29, 0.3,     112864, 0.5,      51806, 0.7,      26712, 1.0,      13979, 2.0,       3853, 5.0,          0,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:19:39, 0.3,     112039, 0.5,      49729, 0.7,      26068, 1.0,      13892, 2.0,       4012, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:19:49, 0.3,     111215, 0.5,      50460, 0.7,      26195, 1.0,      13712, 2.0,       3952, 5.0,         19,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:19:59, 0.3,     119298, 0.5,      56952, 0.7,      29616, 1.0,      15444, 2.0,       4501, 5.0,         10,,,  2, 10,,,0\r\n'||'1377825780,29-AUG-2013  18:20:09, 0.3,     117566, 0.5,      54813, 0.7,      28033, 1.0,      14967, 2.0,       4425, 5.0,         12,,,  2, 10,,,0\r\n'
Thu Aug 29 18:24:01 2013||metone||[1377825840.0, '29-AUG-2013  18:20:19', 112256.0, 48568.333333333336, 24298.333333333332, 12712.333333333334, 3661.3333333333335, 17.0, 2.0, 10.0, 0.0]||'1377825840,29-AUG-2013  18:20:19, 0.3,     114052, 0.5,      49841, 0.7,      24919, 1.0,      12953, 2.0,       3651, 5.0,          8,,,  2, 10,,,0\r\n'||'1377825840,29-AUG-2013  18:20:29, 0.3,     111747, 0.5,      49282, 0.7,      24934, 1.0,      13297, 2.0,       3889, 5.0,         33,,,  2, 10,,,0\r\n'||'1377825840,29-AUG-2013  18:20:39, 0.3,     110969, 0.5,      46582, 0.7,      23042, 1.0,      11887, 2.0,       3444, 5.0,         10,,,  2, 10,,,0\r\n'
Thu Aug 29 18:25:30 2013||metone||[1377825900.0, '29-AUG-2013  18:20:49', 101189.88888888889, 36307.444444444445, 17230.0, 8719.3333333333339, 2449.3333333333335, 13.222222222222221, 2.0, 10.0, 0.0]||'1377825900,29-AUG-2013  18:20:49, 0.3,     104589, 0.5,      40442, 0.7,      19598, 1.0,       9855, 2.0,       2632, 5.0,          6,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:20:59, 0.3,     109167, 0.5,      43820, 0.7,      21202, 1.0,      10749, 2.0,       3037, 5.0,         12,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:21:09, 0.3,     103008, 0.5,      38697, 0.7,      18481, 1.0,       9200, 2.0,       2479, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:21:19, 0.3,      99893, 0.5,      35559, 0.7,      16870, 1.0,       8327, 2.0,       2235, 5.0,          8,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:21:29, 0.3,     101385, 0.5,      36657, 0.7,      17391, 1.0,       8799, 2.0,       2513, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:21:39, 0.3,      97229, 0.5,      31971, 0.7,      14734, 1.0,       7379, 2.0,       2096, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:21:49, 0.3,     101896, 0.5,      36746, 0.7,      17340, 1.0,       8873, 2.0,       2659, 5.0,         52,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:21:59, 0.3,     100529, 0.5,      34891, 0.7,      16107, 1.0,       8229, 2.0,       2149, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825900,29-AUG-2013  18:22:09, 0.3,      93013, 0.5,      27984, 0.7,      13347, 1.0,       7063, 2.0,       2244, 5.0,         25,,,  2, 10,,,0\r\n'
Thu Aug 29 18:26:09 2013||metone||[1377825960.0, '29-AUG-2013  18:22:19', 98744.5, 32449.0, 14898.0, 7404.5, 2028.25, 3.5, 2.0, 10.0, 0.0]||'1377825960,29-AUG-2013  18:22:19, 0.3,      95794, 0.5,      29953, 0.7,      13564, 1.0,       6673, 2.0,       1793, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825960,29-AUG-2013  18:22:29, 0.3,      98413, 0.5,      32335, 0.7,      14988, 1.0,       7659, 2.0,       2057, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825960,29-AUG-2013  18:22:39, 0.3,      99263, 0.5,      32613, 0.7,      14808, 1.0,       7396, 2.0,       2036, 5.0,          4,,,  2, 10,,,0\r\n'||'1377825960,29-AUG-2013  18:22:49, 0.3,     101508, 0.5,      34895, 0.7,      16232, 1.0,       7890, 2.0,       2227, 5.0,          2,,,  2, 10,,,0\r\n'
Thu Aug 29 18:27:30 2013||metone||[1377826020.0, '29-AUG-2013  18:22:59', 99330.75, 31874.25, 14536.875, 7213.0, 2115.25, 9.375, 2.0, 10.0, 0.0]||'1377826020,29-AUG-2013  18:22:59, 0.3,      98678, 0.5,      31973, 0.7,      14740, 1.0,       7347, 2.0,       2079, 5.0,          8,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:23:09, 0.3,      95482, 0.5,      29858, 0.7,      13146, 1.0,       6445, 2.0,       1797, 5.0,          2,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:23:19, 0.3,      96904, 0.5,      30050, 0.7,      13831, 1.0,       6843, 2.0,       2017, 5.0,          8,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:23:29, 0.3,     101194, 0.5,      34245, 0.7,      15437, 1.0,       7557, 2.0,       2066, 5.0,          8,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:23:39, 0.3,      97869, 0.5,      30023, 0.7,      13231, 1.0,       6226, 2.0,       1699, 5.0,          0,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:23:49, 0.3,     100395, 0.5,      31911, 0.7,      14907, 1.0,       7502, 2.0,       2333, 5.0,         12,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:23:59, 0.3,     100283, 0.5,      31502, 0.7,      14070, 1.0,       6843, 2.0,       1814, 5.0,          8,,,  2, 10,,,0\r\n'||'1377826020,29-AUG-2013  18:24:09, 0.3,     103841, 0.5,      35432, 0.7,      16933, 1.0,       8941, 2.0,       3117, 5.0,         29,,,  2, 10,,,0\r\n'
Thu Aug 29 18:28:11 2013||metone||[1377826080.0, '29-AUG-2013  18:24:19', 113810.75, 45758.25, 22066.75, 11142.5, 3064.75, 3.0, 2.0, 10.0, 0.0]||'1377826080,29-AUG-2013  18:24:19, 0.3,     102487, 0.5,      33954, 0.7,      15496, 1.0,       7642, 2.0,       2034, 5.0,          2,,,  2, 10,,,0\r\n'||'1377826080,29-AUG-2013  18:24:29, 0.3,     105912, 0.5,      37102, 0.7,      16883, 1.0,       8267, 2.0,       2206, 5.0,          2,,,  2, 10,,,0\r\n'||'1377826080,29-AUG-2013  18:24:39, 0.3,     122748, 0.5,      55405, 0.7,      27503, 1.0,      13949, 2.0,       3961, 5.0,          6,,,  2, 10,,,0\r\n'||'1377826080,29-AUG-2013  18:24:49, 0.3,     124096, 0.5,      56572, 0.7,      28385, 1.0,      14712, 2.0,       4058, 5.0,          2,,,  2, 10,,,0\r\n'
