2013/8/27,20:13:12,14,1.28e4,10,9.778,250369,860,118
2013/8/27,20:13:22,14,1.32e4,10,9.77,258191,864,119
2013/8/27,20:13:32,14,1.28e4,10,9.776,251570,857,119
2013/8/27,20:13:42,14,1.26e4,10,9.777,248096,860,119
2013/8/27,20:13:52,14,1.26e4,10,9.779,247732,858,118
2013/8/27,20:14:2,14,1.30e4,10,9.771,255541,862,119
2013/8/27,20:14:12,14,1.40e4,10,9.755,274925,861,119
2013/8/27,20:14:22,14,1.60e4,10,9.729,312613,845,119
2013/8/27,20:14:32,14,1.84e4,10,9.692,357758,859,119
2013/8/27,20:14:42,14,2.15e4,10,9.651,416906,861,119
2013/8/27,20:14:52,14,2.35e4,10,9.628,452548,862,119
2013/8/27,20:15:2,14,2.52e4,10,9.604,485593,866,119
2013/8/27,20:15:12,14,2.44e4,10,9.615,469885,861,119
2013/8/27,20:15:22,14,2.35e4,10,9.628,454289,861,119
2013/8/27,20:15:32,14,2.29e4,10,9.636,441619,859,119
2013/8/27,20:15:42,14,2.28e4,10,9.636,440862,870,119
2013/8/27,20:15:52,14,2.19e4,10,9.649,424158,862,119
2013/8/27,20:16:2,14,2.06e4,10,9.667,399409,863,119
2013/8/27,20:16:12,14,2.03e4,10,9.672,393491,861,119
2013/8/27,20:16:22,14,1.98e4,10,9.677,383656,861,119
2013/8/27,20:16:32,14,2.48e4,10,9.612,476840,863,119
2013/8/27,20:16:42,14,3.08e4,10,9.539,589138,864,119
2013/8/27,20:16:52,14,3.07e4,10,9.539,586538,864,119
2013/8/27,20:17:2,14,2.65e4,10,9.591,509622,859,119
2013/8/27,20:17:12,14,2.51e4,10,9.608,483702,858,119
2013/8/27,20:17:22,14,2.52e4,10,9.607,484569,860,119
2013/8/27,20:17:32,14,2.39e4,10,9.622,461485,858,119
2013/8/27,20:17:42,14,2.41e4,10,9.621,463829,864,119
2013/8/27,20:17:52,14,2.28e4,10,9.638,440276,860,119
2013/8/27,20:18:2,14,2.28e4,10,9.639,440485,863,119
2013/8/27,20:18:12,14,2.37e4,10,9.627,456833,861,119
2013/8/27,20:18:22,14,2.36e4,10,9.628,456214,863,119
2013/8/27,20:18:32,14,2.38e4,10,9.626,458376,865,119
2013/8/27,20:18:42,14,2.28e4,10,9.637,440322,862,119
2013/8/27,20:18:52,14,2.12e4,10,9.659,409815,861,119
2013/8/27,20:19:2,14,2.10e4,10,9.662,406475,854,119
2013/8/27,20:19:12,14,2.17e4,10,9.654,419150,865,119
2013/8/27,20:19:22,14,2.05e4,10,9.667,397964,853,119
2013/8/27,20:19:32,14,1.84e4,10,9.696,357091,853,119
2013/8/27,20:19:42,14,1.74e4,10,9.711,338962,861,119
2013/8/27,20:19:52,14,1.66e4,10,9.717,324520,857,119
2013/8/27,20:20:2,14,1.71e4,10,9.712,332892,861,119
2013/8/27,20:20:12,14,1.71e4,10,9.711,333769,862,119
2013/8/27,20:20:22,14,1.97e4,10,9.677,382238,860,119
2013/8/27,20:20:32,14,2.24e4,10,9.639,432900,860,119
2013/8/27,20:20:42,14,3.92e4,10,9.445,739051,860,119
2013/8/27,20:20:52,14,3.47e4,10,9.493,659009,860,119
2013/8/27,20:21:2,14,2.95e4,10,9.553,565137,858,119
2013/8/27,20:21:12,14,2.59e4,10,9.596,497461,865,119
2013/8/27,20:21:22,14,2.68e4,10,9.586,513911,860,119
2013/8/27,20:21:32,14,2.73e4,10,9.581,524628,859,119
2013/8/27,20:21:42,14,2.70e4,10,9.584,518240,865,119
2013/8/27,20:21:52,14,2.46e4,10,9.613,473482,859,119
2013/8/27,20:22:2,14,2.30e4,10,9.636,444792,860,119
2013/8/27,20:22:12,14,2.33e4,10,9.63,449035,866,119
2013/8/27,20:22:22,14,2.19e4,10,9.649,422890,851,119
2013/8/27,20:22:32,14,2.30e4,10,9.637,443338,860,119
2013/8/27,20:22:42,14,2.04e4,10,9.67,396261,861,119
2013/8/27,20:22:52,14,1.83e4,10,9.695,356814,858,119
2013/8/27,20:23:2,14,1.82e4,10,9.698,353115,860,119
2013/8/27,20:23:12,14,1.85e4,10,9.695,360037,864,119
2013/8/27,20:23:22,14,1.77e4,10,9.706,345266,858,119
2013/8/27,20:23:32,14,1.68e4,10,9.718,328403,862,119
2013/8/27,20:23:42,14,1.72e4,10,9.714,334837,857,119
2013/8/27,20:23:52,14,1.60e4,10,9.731,312992,860,119
2013/8/27,20:24:2,14,1.36e4,10,9.766,267400,859,119
2013/8/27,20:24:12,14,1.23e4,10,9.787,241340,859,119
2013/8/27,20:24:22,14,9.43e3,10,9.836,185693,862,119
2013/8/27,20:24:32,14,8.90e3,10,9.843,175375,863,119
2013/8/27,20:24:42,14,9.03e3,10,9.842,177812,861,119
2013/8/27,20:24:52,14,9.03e3,10,9.842,177962,863,119
2013/8/27,20:25:2,14,9.78e3,10,9.83,192402,862,119
2013/8/27,20:25:12,14,1.14e4,10,9.798,224133,860,119
2013/8/27,20:25:22,14,1.05e4,10,9.818,206792,859,119
2013/8/27,20:25:32,14,1.20e4,10,9.79,236647,858,119
2013/8/27,20:25:42,14,1.58e4,10,9.732,307954,860,119
2013/8/27,20:25:52,14,1.60e4,10,9.727,312117,861,119
2013/8/27,20:26:2,14,1.58e4,10,9.729,308254,861,119
2013/8/27,20:26:12,14,1.62e4,10,9.724,316182,861,119
2013/8/27,20:26:22,14,1.78e4,10,9.702,345514,866,119
2013/8/27,20:26:32,14,1.82e4,10,9.697,354913,857,119
2013/8/27,20:26:42,14,1.85e4,10,9.69,359312,862,119
2013/8/27,20:26:52,14,1.95e4,10,9.676,379153,856,119
2013/8/27,20:27:2,14,2.07e4,10,9.659,400542,859,119
2013/8/27,20:27:12,14,1.85e4,10,9.691,360304,862,120
2013/8/27,20:27:22,14,2.05e4,10,9.664,396413,866,119
2013/8/27,20:27:32,14,2.36e4,10,9.624,455422,862,119
2013/8/27,20:27:42,14,2.48e4,10,9.61,476952,862,119
2013/8/27,20:27:52,14,2.64e4,10,9.588,506477,866,119
2013/8/27,20:28:2,14,2.62e4,10,9.591,504404,860,119
2013/8/27,20:28:12,14,2.57e4,10,9.597,493934,860,119
2013/8/27,20:28:22,14,2.33e4,10,9.627,450422,858,119
2013/8/27,20:28:32,14,2.21e4,10,9.643,427414,858,119
2013/8/27,20:28:42,14,1.98e4,10,9.675,383467,866,119
2013/8/27,20:28:52,14,2.00e4,10,9.672,388806,860,119
2013/8/27,20:29:2,14,1.88e4,10,9.693,365018,862,119
2013/8/27,20:29:12,14,1.75e4,10,9.709,341573,855,119
2013/8/27,20:29:22,14,1.75e4,10,9.708,341288,857,119
2013/8/27,20:29:32,14,1.75e4,10,9.707,340843,860,119
2013/8/27,20:29:42,14,1.87e4,10,9.691,363149,861,119
2013/8/27,20:29:52,14,1.98e4,10,9.676,383885,858,120
2013/8/27,20:30:2,114,1.82e4,10,9.7,353440,861,119
2013/8/27,20:30:12,14,1.56e4,10,9.735,304007,860,120
2013/8/27,20:30:22,14,1.59e4,10,9.732,309839,862,120
2013/8/27,20:30:32,14,1.99e4,10,9.674,386598,861,119
2013/8/27,20:30:42,14,1.93e4,10,9.684,373966,862,119
2013/8/27,20:30:52,14,1.95e4,10,9.68,379282,862,120
2013/8/27,20:31:2,14,1.91e4,10,9.685,371589,861,120
2013/8/27,20:31:12,14,1.78e4,10,9.705,346720,859,119
2013/8/27,20:31:22,14,1.64e4,10,9.724,320408,858,120
2013/8/27,20:31:32,14,1.55e4,10,9.736,302945,862,120
2013/8/27,20:31:42,14,1.47e4,10,9.748,287061,861,120
2013/8/27,20:31:52,14,1.47e4,10,9.749,287214,862,120
2013/8/27,20:32:2,14,1.45e4,10,9.749,284419,859,120
2013/8/27,20:32:12,14,1.45e4,10,9.751,284478,862,120
2013/8/27,20:32:22,14,1.74e4,10,9.707,338940,861,119
2013/8/27,20:32:32,14,1.76e4,10,9.707,342872,856,120
2013/8/27,20:32:42,14,2.02e4,10,9.671,392084,862,119
2013/8/27,20:32:52,14,2.51e4,10,9.602,483036,892,120
2013/8/27,20:33:2,14,2.35e4,10,9.625,453457,861,120
2013/8/27,20:33:12,14,2.68e4,10,9.581,514950,858,120
2013/8/27,20:33:22,14,3.13e4,10,9.528,596767,864,120
2013/8/27,20:33:32,14,3.09e4,10,9.534,589569,861,120
2013/8/27,20:33:42,14,2.93e4,10,9.554,560673,863,120
2013/8/27,20:33:52,14,3.24e4,10,9.518,617349,871,119
2013/8/27,20:34:2,14,3.49e4,10,9.487,663131,860,120
2013/8/27,20:34:12,14,3.52e4,10,9.488,669214,860,120
2013/8/27,20:34:22,14,4.43e4,10,9.386,832261,860,120
2013/8/27,20:34:32,14,4.46e4,10,9.383,838099,854,120
2013/8/27,20:34:42,14,3.73e4,10,9.462,707080,860,119
2013/8/27,20:34:52,14,2.92e4,10,9.557,558828,861,120
2013/8/27,20:35:2,14,2.38e4,10,9.626,458848,861,120
2013/8/27,20:35:12,14,2.09e4,10,9.665,405891,860,119
2013/8/27,20:35:22,14,2.04e4,10,9.67,394859,886,119
2013/8/27,20:35:32,14,1.85e4,10,9.694,359411,858,119
2013/8/27,20:35:42,14,1.58e4,10,9.73,309454,866,119
2013/8/27,20:35:52,14,1.54e4,10,9.738,301366,861,119
2013/8/27,20:36:2,14,1.47e4,10,9.747,288198,862,119
2013/8/27,20:36:12,14,1.45e4,10,9.751,283966,860,120
2013/8/27,20:36:22,14,1.30e4,10,9.772,255927,862,119
2013/8/27,20:36:32,14,1.25e4,10,9.782,245841,861,119
2013/8/27,20:36:42,14,1.24e4,10,9.784,243094,861,120
2013/8/27,20:36:52,14,1.21e4,10,9.789,237472,861,119
2013/8/27,20:37:2,14,1.19e4,10,9.792,234686,861,120
2013/8/27,20:37:12,14,9.96e3,10,9.826,195908,859,120
2013/8/27,20:37:22,14,1.02e4,10,9.821,201124,866,119
2013/8/27,20:37:32,14,1.08e4,10,9.81,212850,859,120
2013/8/27,20:37:42,14,1.13e4,10,9.803,222460,862,120
2013/8/27,20:37:52,14,1.16e4,10,9.797,227991,863,120
2013/8/27,20:38:2,14,1.18e4,10,9.793,231755,856,119
2013/8/27,20:38:12,14,1.19e4,10,9.793,234890,860,119
2013/8/27,20:38:22,14,1.15e4,10,9.799,225607,861,119
2013/8/27,20:38:32,14,1.23e4,10,9.786,241143,859,120
2013/8/27,20:38:42,14,1.14e4,10,9.799,224152,863,119
2013/8/27,20:38:52,14,1.13e4,10,9.802,222212,863,119
2013/8/27,20:39:2,114,1.12e4,10,9.803,221057,858,119
2013/8/27,20:39:12,14,1.11e4,10,9.808,217860,860,120
2013/8/27,20:39:22,14,1.09e4,10,9.809,215166,866,119
2013/8/27,20:39:32,14,1.07e4,10,9.814,210668,859,119
2013/8/27,20:39:42,14,1.05e4,10,9.817,206617,859,119
2013/8/27,20:39:52,14,1.04e4,10,9.817,205806,861,119
2013/8/27,20:40:2,14,1.06e4,10,9.816,208378,862,119
2013/8/27,20:40:12,14,1.05e4,10,9.817,207388,858,119
2013/8/27,20:40:22,14,1.02e4,10,9.822,200885,860,119
2013/8/27,20:40:32,14,1.05e4,10,9.817,206462,854,119
2013/8/27,20:40:42,14,1.08e4,10,9.815,212578,862,119
2013/8/27,20:40:52,14,1.20e4,10,9.791,236530,850,119
2013/8/27,20:41:2,14,1.19e4,10,9.793,233408,859,119
2013/8/27,20:41:12,14,1.10e4,10,9.806,216530,860,119
2013/8/27,20:41:22,14,1.01e4,10,9.824,198980,864,119
2013/8/27,20:41:32,14,1.09e4,10,9.812,214058,860,119
2013/8/27,20:41:42,14,1.18e4,10,9.793,232982,869,119
2013/8/27,20:41:52,14,1.89e4,10,9.689,367988,860,119
2013/8/27,20:42:2,14,1.85e4,10,9.693,359575,862,119
2013/8/27,20:42:12,14,1.54e4,10,9.74,300293,860,119
2013/8/27,20:42:22,14,1.33e4,10,9.77,260904,859,119
2013/8/27,20:42:32,14,1.37e4,10,9.763,268851,864,119
2013/8/27,20:42:42,14,1.29e4,10,9.776,252906,858,119
2013/8/27,20:42:52,14,1.22e4,10,9.786,240614,865,119
2013/8/27,20:43:2,14,1.12e4,10,9.804,221594,860,119
2013/8/27,20:43:12,14,1.17e4,10,9.794,229729,861,119
2013/8/27,20:43:22,14,1.22e4,10,9.784,240175,862,119
2013/8/27,20:43:32,14,1.39e4,10,9.763,273356,864,119
2013/8/27,20:43:42,14,1.62e4,10,9.726,317050,858,119
2013/8/27,20:43:52,14,1.78e4,10,9.702,347114,858,119
2013/8/27,20:44:2,14,1.90e4,10,9.685,368349,862,119
2013/8/27,20:44:12,14,1.82e4,10,9.697,353806,860,119
2013/8/27,20:44:22,14,1.81e4,10,9.697,352284,860,119
2013/8/27,20:44:32,14,1.76e4,10,9.705,342040,861,119
2013/8/27,20:44:42,14,1.64e4,10,9.723,320801,861,119
2013/8/27,20:44:52,14,1.72e4,10,9.71,335277,854,119
2013/8/27,20:45:2,14,1.83e4,10,9.693,356619,861,119
2013/8/27,20:45:12,14,1.92e4,10,9.681,372254,861,119
2013/8/27,20:45:22,14,2.11e4,10,9.654,407921,863,119
2013/8/27,20:45:32,14,2.23e4,10,9.637,431791,859,119
2013/8/27,20:45:42,14,2.03e4,10,9.663,393292,862,119
2013/8/27,20:45:52,14,2.01e4,10,9.671,390727,866,119
2013/8/27,20:46:2,14,2.02e4,10,9.669,390712,863,119
2013/8/27,20:46:12,14,1.65e4,10,9.721,322043,866,119
2013/8/27,20:46:22,14,1.64e4,10,9.722,320744,859,119
2013/8/27,20:46:32,14,1.68e4,10,9.716,326990,863,119
2013/8/27,20:46:42,14,1.81e4,10,9.698,352691,860,119
2013/8/27,20:46:52,14,1.83e4,10,9.696,355259,862,119
2013/8/27,20:47:2,14,1.80e4,10,9.698,350029,863,119
2013/8/27,20:47:12,14,1.74e4,10,9.706,339325,857,119
2013/8/27,20:47:22,14,1.85e4,10,9.693,359802,861,119
