Instr,Time,BC
'Aeth,2013-07-11 22:54:20,"11-jul-13","21:54",1146,4.9,0.0219,2.0352,0.0220,.8890,1.00,3.476'
'Aeth,2013-07-11 22:55:20,"11-jul-13","21:55",846,4.9,0.0219,2.0327,0.0220,.8891,1.00,3.616'
MetOne, 2013-07-11 22:55:30, 91568, 16803, 7658, 4528, 1800, 92
