MetOneTime,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
04/06/2013 15:48:26,409,95,46,33,19,2
04/06/2013 15:48:36,432,86,42,29,14,6
04/06/2013 15:48:46,500,99,46,36,19,4
04/06/2013 15:48:56,661,141,86,59,42,2
04/06/2013 15:49:06,786,161,110,80,52,14
04/06/2013 15:49:16,396,91,50,27,16,4
04/06/2013 15:49:26,548,99,57,42,25,8
04/06/2013 15:49:36,428,86,42,29,14,2
04/06/2013 15:49:46,512,125,59,40,16,6
04/06/2013 15:49:56,500,148,82,63,46,10
04/06/2013 15:50:06,572,139,84,69,42,4
04/06/2013 15:50:16,411,84,55,48,25,6
04/06/2013 15:50:26,722,137,69,55,33,12
04/06/2013 15:50:36,438,95,61,50,33,6
04/06/2013 15:50:46,392,91,48,36,23,2
04/06/2013 15:50:56,472,108,61,40,25,4
04/06/2013 15:51:06,453,110,67,52,33,8
04/06/2013 15:51:16,339,74,38,25,16,4
04/06/2013 15:51:26,442,91,48,31,23,2
04/06/2013 15:51:36,510,103,63,36,21,10
04/06/2013 15:51:46,351,50,27,19,8,2
04/06/2013 15:51:56,462,118,55,44,23,0
04/06/2013 15:52:06,362,80,44,33,16,0
04/06/2013 15:52:16,667,135,74,46,27,2
04/06/2013 15:52:26,591,156,101,86,44,4
04/06/2013 15:52:36,472,89,61,42,16,4
04/06/2013 15:52:46,470,93,55,44,23,4
04/06/2013 15:52:56,529,57,29,25,12,2
04/06/2013 15:53:06,561,137,63,38,27,6
04/06/2013 15:53:16,726,118,65,38,29,4
04/06/2013 15:53:26,875,163,91,61,38,4
04/06/2013 15:53:36,1195,228,108,74,55,10
04/06/2013 15:53:46,1055,214,108,65,29,10
04/06/2013 15:53:56,938,186,84,67,42,12
04/06/2013 15:54:06,847,165,65,46,23,8
04/06/2013 15:54:16,938,175,76,55,29,8
04/06/2013 15:54:26,1114,218,129,89,25,2
04/06/2013 15:54:36,1267,199,93,61,31,4
04/06/2013 15:54:46,1587,283,125,82,33,0
04/06/2013 15:54:56,1581,211,93,63,31,4
04/06/2013 15:55:06,1390,245,144,103,59,10
04/06/2013 15:55:16,1218,199,91,59,23,0
04/06/2013 15:55:26,1449,258,125,97,42,6
04/06/2013 15:55:36,1750,315,163,116,50,6
04/06/2013 15:55:46,1956,368,197,131,72,12
04/06/2013 15:55:56,1604,271,118,76,42,6
04/06/2013 15:56:06,1636,279,114,80,25,4
04/06/2013 15:56:16,2013,358,171,114,40,2
04/06/2013 15:56:26,2933,557,250,141,61,8
04/06/2013 15:56:36,3098,546,209,118,52,0
04/06/2013 15:56:46,3821,542,175,101,44,4
04/06/2013 15:56:56,8015,1057,226,91,25,0
04/06/2013 15:57:06,12036,1587,320,175,65,6
04/06/2013 15:57:16,13458,1729,303,146,55,2
04/06/2013 15:57:26,20214,2352,364,152,46,4
04/06/2013 15:57:36,26068,2789,434,165,48,4
04/06/2013 15:57:46,30877,3043,385,122,21,0
04/06/2013 15:57:56,53629,5319,661,190,46,4
04/06/2013 15:58:06,48979,4982,608,192,40,2
04/06/2013 15:58:16,41525,3865,555,180,50,2
04/06/2013 15:58:26,62087,5569,686,237,69,4
04/06/2013 15:58:36,67903,10408,3427,2017,811,65
04/06/2013 15:58:46,92155,16512,5739,3259,1286,57
04/06/2013 15:58:56,113985,22567,8475,4980,1985,146
04/06/2013 15:59:06,105539,27162,11872,7352,3200,220
04/06/2013 15:59:16,126373,35220,15759,9518,4067,243
04/06/2013 15:59:26,123054,36979,16936,10584,4586,283
04/06/2013 15:59:36,130654,41188,19231,12110,5383,362
04/06/2013 15:59:46,113345,35357,16664,10531,4425,267
04/06/2013 15:59:56,108347,32524,15253,9270,4062,218
04/06/2013 16:00:06,111602,35622,17118,10666,4520,233
04/06/2013 16:00:16,120078,40183,19547,12118,5145,366
04/06/2013 16:00:26,113525,36845,17747,11114,4738,262
04/06/2013 16:00:36,95610,30309,14257,8878,3757,211
04/06/2013 16:00:46,87333,27338,12998,7928,3253,180
04/06/2013 16:00:56,82533,24818,11940,7386,3217,146
04/06/2013 16:01:06,85201,26229,12544,7824,3304,211
04/06/2013 16:01:16,73155,21596,10317,6415,2863,156
04/06/2013 16:01:26,76808,22982,10965,6877,3043,188
04/06/2013 16:01:36,76679,23061,10789,6705,2835,152
04/06/2013 16:01:46,70308,20695,9808,6067,2522,116
04/06/2013 16:01:56,73648,22357,10560,6425,2740,158
04/06/2013 16:02:06,77239,23101,10931,6875,2960,188
04/06/2013 16:02:16,64249,19140,8912,5408,2310,103
04/06/2013 16:02:26,68473,19644,9304,5743,2416,156
04/06/2013 16:02:36,58838,16654,7786,4883,1996,112
04/06/2013 16:02:46,51096,14129,6502,4031,1674,80
04/06/2013 16:02:56,57333,16120,7409,4418,1884,97
04/06/2013 16:03:06,52878,14672,6864,4181,1729,72
04/06/2013 16:03:16,54368,14818,6934,4298,1748,86
04/06/2013 16:03:26,55496,15878,7362,4421,1845,78
04/06/2013 16:03:36,49489,13761,6366,3980,1553,74
04/06/2013 16:03:46,49623,13568,6320,3840,1640,74
04/06/2013 16:03:56,46539,12324,5614,3397,1390,48
04/06/2013 16:04:06,46596,12686,6061,3668,1487,48
04/06/2013 16:04:16,44678,12108,5593,3361,1413,48
04/06/2013 16:04:26,39501,10618,4995,3022,1314,72
04/06/2013 16:04:36,34334,9143,4213,2661,1080,57
04/06/2013 16:04:46,35135,9456,4416,2659,1059,61
04/06/2013 16:04:56,35894,9738,4514,2738,1083,46
04/06/2013 16:05:06,31784,8212,3804,2310,949,27
04/06/2013 16:05:16,34815,9162,4378,2687,1023,38
04/06/2013 16:05:26,28175,7316,3357,2000,758,16
04/06/2013 16:05:36,25987,6548,3060,1894,860,46
04/06/2013 16:05:46,28524,7417,3380,2100,866,38
04/06/2013 16:05:56,32873,8471,3948,2369,1051,44
04/06/2013 16:06:06,29440,7595,3526,2132,873,33
04/06/2013 16:06:16,24267,6339,3045,1848,771,40
04/06/2013 16:06:26,25076,6267,2998,1922,767,36
04/06/2013 16:06:36,20638,5260,2592,1604,680,21
04/06/2013 16:06:46,21295,5593,2647,1653,680,25
04/06/2013 16:06:56,22605,5898,2759,1748,752,36
04/06/2013 16:07:06,21149,5599,2611,1600,720,36
04/06/2013 16:07:16,20488,5264,2598,1665,718,33
04/06/2013 16:07:26,17732,4868,2246,1445,620,33
04/06/2013 16:07:36,18320,4864,2210,1422,608,31
04/06/2013 16:07:46,19335,5118,2450,1574,697,40
04/06/2013 16:07:56,17525,4635,2265,1358,565,31
04/06/2013 16:08:06,17143,4554,2197,1347,599,27
04/06/2013 16:08:16,15452,4054,1964,1225,557,21
04/06/2013 16:08:26,15649,3984,1947,1252,561,27
04/06/2013 16:08:36,15863,4113,1994,1286,546,27
04/06/2013 16:08:46,13261,3473,1655,1008,436,14
04/06/2013 16:08:56,16639,4270,2043,1265,565,21
04/06/2013 16:09:06,15229,3903,1856,1125,483,14
04/06/2013 16:09:16,13294,3395,1623,1042,440,27
04/06/2013 16:09:26,13920,3586,1748,1085,493,16
04/06/2013 16:09:36,13477,3265,1612,991,402,29
04/06/2013 16:09:46,11660,2899,1413,894,366,12
04/06/2013 16:09:56,11747,2852,1333,890,351,10
04/06/2013 16:10:06,10378,2625,1254,805,349,21
04/06/2013 16:10:16,11677,2931,1390,845,334,10
04/06/2013 16:10:26,10162,2327,1095,646,260,8
04/06/2013 16:10:36,9592,2225,1021,599,247,6
04/06/2013 16:10:46,11008,2619,1199,767,300,10
04/06/2013 16:10:56,9842,2344,1119,705,298,8
04/06/2013 16:11:06,9560,2274,1070,686,264,0
04/06/2013 16:11:16,11383,2647,1265,824,324,4
04/06/2013 16:11:26,11222,2613,1176,680,298,10
04/06/2013 16:11:36,9395,2163,1053,616,260,6
04/06/2013 16:11:46,8488,1773,915,563,218,6
04/06/2013 16:11:56,9906,2083,977,629,267,8
04/06/2013 16:12:06,8702,1958,888,525,205,4
04/06/2013 16:12:16,8939,2083,974,563,245,10
04/06/2013 16:12:26,9664,2142,1017,620,228,6
04/06/2013 16:12:36,8138,1733,782,527,228,10
04/06/2013 16:12:46,6854,1523,669,402,167,14
04/06/2013 16:12:56,7430,1759,818,485,211,6
04/06/2013 16:13:06,10539,2388,1061,665,283,4
04/06/2013 16:13:16,8839,2032,966,601,239,6
04/06/2013 16:13:26,8337,1818,871,529,197,16
04/06/2013 16:13:36,7712,1625,786,455,175,14
04/06/2013 16:13:46,8108,1623,739,440,184,6
04/06/2013 16:13:56,7492,1564,726,445,216,4
04/06/2013 16:14:06,7356,1436,678,423,158,8
04/06/2013 16:14:16,7521,1532,722,445,182,6
04/06/2013 16:14:26,6286,1314,610,406,171,2
04/06/2013 16:14:36,5968,1254,597,375,139,2
04/06/2013 16:14:46,6500,1311,589,373,146,2
04/06/2013 16:14:56,6758,1303,578,347,146,0
04/06/2013 16:15:06,7280,1464,650,411,131,6
04/06/2013 16:15:16,6362,1239,555,320,112,2
04/06/2013 16:15:26,6451,1386,608,343,148,2
04/06/2013 16:15:36,6703,1330,612,330,125,2
04/06/2013 16:15:46,6801,1386,661,432,186,12
04/06/2013 16:15:56,5841,1095,489,292,108,2
04/06/2013 16:16:06,6046,1119,527,332,118,2
04/06/2013 16:16:16,5927,1246,570,345,110,4
04/06/2013 16:16:26,5260,996,478,298,105,4
04/06/2013 16:16:36,5673,1127,493,290,95,2
04/06/2013 16:16:46,6392,1269,567,347,122,6
04/06/2013 16:16:56,4571,851,398,226,74,2
04/06/2013 16:17:06,5550,964,455,305,120,0
04/06/2013 16:17:16,5296,1044,476,290,116,0
04/06/2013 16:17:26,5306,981,445,269,95,0
04/06/2013 16:17:36,6203,1157,512,305,103,2
04/06/2013 16:17:46,6826,1184,510,313,122,2
04/06/2013 16:17:56,5711,1051,500,279,89,4
04/06/2013 16:18:06,4728,883,383,216,93,2
04/06/2013 16:18:16,5105,858,398,214,67,0
04/06/2013 16:18:26,4431,773,330,228,91,0
04/06/2013 16:18:36,4717,815,373,203,67,0
04/06/2013 16:18:46,4206,746,362,209,89,0
04/06/2013 16:18:56,4438,811,394,228,91,2
04/06/2013 16:19:06,4683,883,413,233,72,0
04/06/2013 16:19:16,4596,826,383,201,84,0
04/06/2013 16:19:26,3965,673,317,188,55,0
04/06/2013 16:19:36,4535,733,317,205,69,0
04/06/2013 16:19:46,4045,686,307,169,59,0
04/06/2013 16:19:56,3778,644,326,197,50,0
04/06/2013 16:20:06,3787,690,298,173,52,2
04/06/2013 16:20:16,3361,555,239,135,52,0
04/06/2013 16:20:26,3878,640,256,163,59,0
04/06/2013 16:20:36,3486,580,267,152,52,2
04/06/2013 16:20:46,4452,762,317,216,80,2
04/06/2013 16:20:56,3823,712,273,156,52,2
04/06/2013 16:21:06,3833,739,324,190,48,0
04/06/2013 16:21:16,3819,722,317,203,63,0
04/06/2013 16:21:26,4592,830,375,220,72,0
04/06/2013 16:21:36,5599,1036,457,258,95,2
04/06/2013 16:21:46,5639,1044,517,311,137,6
04/06/2013 16:21:56,4622,902,470,305,127,6
04/06/2013 16:22:06,5326,1023,478,283,99,4
04/06/2013 16:22:16,4698,885,421,239,95,6
04/06/2013 16:22:26,4507,818,356,188,74,0
04/06/2013 16:22:36,4005,739,330,197,74,4
04/06/2013 16:22:46,3725,714,343,214,99,6
04/06/2013 16:22:56,3713,650,309,220,101,8
04/06/2013 16:23:06,4524,839,389,256,118,0
04/06/2013 16:23:16,3755,746,349,226,105,6
04/06/2013 16:23:26,4353,767,334,192,78,2
04/06/2013 16:23:36,3605,729,356,211,97,10
04/06/2013 16:23:46,2992,512,271,175,67,2
04/06/2013 16:23:56,4764,936,459,279,103,4
04/06/2013 16:24:06,4857,875,425,254,91,4
04/06/2013 16:24:16,3511,635,305,199,76,0
04/06/2013 16:24:26,3628,699,332,194,69,4
04/06/2013 16:24:36,3780,739,305,182,74,0
04/06/2013 16:24:46,3694,690,303,190,76,4
04/06/2013 16:24:56,4075,858,398,235,84,2
04/06/2013 16:25:06,4109,786,351,214,65,4
04/06/2013 16:25:16,3814,686,309,197,101,6
04/06/2013 16:25:26,3717,712,341,220,91,4
04/06/2013 16:25:36,3800,688,360,197,74,2
04/06/2013 16:25:46,3287,606,245,137,50,2
04/06/2013 16:25:56,3420,724,362,233,89,4
04/06/2013 16:26:06,4016,752,404,273,103,10
04/06/2013 16:26:16,4948,966,493,320,139,4
04/06/2013 16:26:26,5768,1167,589,404,184,16
04/06/2013 16:26:36,4690,934,419,260,120,8
04/06/2013 16:26:46,4713,871,377,233,103,0
04/06/2013 16:26:56,5830,1123,523,326,135,0
04/06/2013 16:27:06,4056,813,402,233,99,12
04/06/2013 16:27:16,4143,828,440,258,103,8
04/06/2013 16:27:26,4596,839,394,235,99,4
04/06/2013 16:27:36,3895,786,392,235,99,2
04/06/2013 16:27:46,4056,782,411,233,89,8
04/06/2013 16:27:56,3870,773,381,237,127,10
04/06/2013 16:28:06,3638,682,343,205,74,0
04/06/2013 16:28:16,3577,680,347,194,78,8
04/06/2013 16:28:26,4611,904,455,271,99,4
04/06/2013 16:28:36,3456,642,288,175,82,2
04/06/2013 16:28:46,3471,661,311,169,78,4
04/06/2013 16:28:56,3626,709,328,199,63,2
04/06/2013 16:29:06,4145,697,326,182,50,4
04/06/2013 16:29:16,4031,739,341,182,78,8
04/06/2013 16:29:26,2967,578,277,167,65,0
04/06/2013 16:29:36,3761,726,343,192,65,0
04/06/2013 16:29:46,3562,709,345,192,72,2
04/06/2013 16:29:56,3342,652,300,197,103,2
04/06/2013 16:30:06,3104,623,279,154,48,2
04/06/2013 16:30:16,2583,478,178,99,27,0
04/06/2013 16:30:26,3450,682,341,214,86,2
04/06/2013 16:30:36,3607,665,311,175,59,4
04/06/2013 16:30:46,3174,599,286,152,69,0
04/06/2013 16:30:56,3586,714,328,156,67,0
04/06/2013 16:31:06,3121,633,315,197,69,0
04/06/2013 16:31:16,3605,620,273,154,57,2
04/06/2013 16:31:26,3066,540,237,158,57,0
04/06/2013 16:31:36,3636,690,300,175,65,0
04/06/2013 16:31:46,3689,693,341,199,80,0
04/06/2013 16:31:56,3533,765,377,224,67,6
04/06/2013 16:32:06,4215,820,402,254,103,0
04/06/2013 16:32:16,3897,750,381,218,69,4
04/06/2013 16:32:26,3560,739,353,216,80,2
04/06/2013 16:32:36,3850,754,362,203,78,2
04/06/2013 16:32:46,4270,839,442,273,127,6
04/06/2013 16:32:56,4601,845,409,243,131,25
04/06/2013 16:33:06,3863,741,334,169,52,2
04/06/2013 16:33:16,3806,703,351,214,80,2
04/06/2013 16:33:26,3552,659,317,184,72,6
04/06/2013 16:33:36,3577,733,394,254,97,6
04/06/2013 16:33:46,3289,610,311,186,65,4
04/06/2013 16:33:56,2954,572,256,158,67,6
04/06/2013 16:34:06,3484,646,336,216,74,0
04/06/2013 16:34:16,3037,574,254,131,44,2
04/06/2013 16:34:26,3537,676,341,205,82,2
04/06/2013 16:34:36,3166,648,311,175,57,0
04/06/2013 16:34:46,3842,735,360,231,110,2
04/06/2013 16:34:56,4067,712,370,222,84,0
04/06/2013 16:35:06,2878,565,267,182,65,2
04/06/2013 16:35:16,3526,699,341,190,65,2
04/06/2013 16:35:26,3242,508,218,125,63,2
04/06/2013 16:35:36,3357,644,326,165,55,0
04/06/2013 16:35:46,3335,606,324,201,76,0
04/06/2013 16:35:56,3126,597,294,165,61,0
04/06/2013 16:36:06,3560,635,273,180,59,2
04/06/2013 16:36:16,3393,625,305,165,52,0
04/06/2013 16:36:26,3634,724,336,205,63,0
04/06/2013 16:36:36,3306,646,311,192,55,0
04/06/2013 16:36:46,4342,777,370,218,86,0
04/06/2013 16:36:56,3598,633,315,184,69,4
04/06/2013 16:37:06,2939,538,245,152,46,2
04/06/2013 16:37:16,3588,642,322,201,67,0
04/06/2013 16:37:26,3509,644,294,175,50,2
04/06/2013 16:37:36,3437,574,286,165,46,0
04/06/2013 16:37:46,3997,682,303,169,59,0
04/06/2013 16:37:56,3528,591,269,146,52,0
04/06/2013 16:38:06,3503,574,269,156,72,0
04/06/2013 16:38:16,3221,580,281,154,46,0
04/06/2013 16:38:26,3810,726,364,218,93,0
04/06/2013 16:38:36,3681,726,362,222,86,0
04/06/2013 16:38:46,3736,623,258,148,55,0
04/06/2013 16:38:56,3884,648,307,169,65,0
04/06/2013 16:39:06,3647,608,279,161,57,0
04/06/2013 16:39:16,4399,784,387,231,99,2
04/06/2013 16:39:26,3285,606,305,171,63,0
04/06/2013 16:39:36,4154,709,330,205,74,0
04/06/2013 16:39:46,4115,667,317,171,55,2
04/06/2013 16:39:56,3634,690,326,216,82,0
04/06/2013 16:40:06,3554,601,300,175,55,4
04/06/2013 16:40:16,3518,623,275,178,55,0
04/06/2013 16:40:26,4543,860,370,199,67,0
04/06/2013 16:40:36,4758,758,366,233,82,0
04/06/2013 16:40:46,4516,722,336,186,84,0
04/06/2013 16:40:56,4075,701,324,201,59,0
04/06/2013 16:41:06,4541,756,358,197,72,0
04/06/2013 16:41:16,4259,722,330,199,52,2
04/06/2013 16:41:26,3749,650,281,180,80,0
04/06/2013 16:41:36,3876,697,330,184,76,2
04/06/2013 16:41:46,3397,591,271,186,52,0
04/06/2013 16:41:56,4247,733,364,239,65,2
04/06/2013 16:42:06,4613,709,317,205,76,0
04/06/2013 16:42:16,4465,712,326,209,63,0
04/06/2013 16:42:26,4637,743,320,173,69,0
04/06/2013 16:42:36,4656,799,360,209,84,0
04/06/2013 16:42:46,4338,735,330,165,65,2
04/06/2013 16:42:56,4755,801,364,167,46,0
04/06/2013 16:43:06,4126,678,303,188,76,0
04/06/2013 16:43:16,4393,705,309,190,63,2
04/06/2013 16:43:26,4567,737,356,224,74,0
04/06/2013 16:43:36,3490,544,247,163,50,0
04/06/2013 16:43:46,4565,758,328,192,82,2
04/06/2013 16:43:56,4471,758,379,231,89,2
04/06/2013 16:44:06,4223,690,294,182,76,0
04/06/2013 16:44:16,4726,767,360,211,86,2
04/06/2013 16:44:26,4151,750,385,241,97,4
04/06/2013 16:44:36,4940,801,364,201,82,6
04/06/2013 16:44:46,4957,856,385,235,103,6
04/06/2013 16:44:56,4418,731,336,222,76,4
04/06/2013 16:45:06,5578,862,413,252,99,2
04/06/2013 16:45:16,4730,741,379,220,97,2
04/06/2013 16:45:26,4584,688,334,194,78,2
04/06/2013 16:45:36,4389,722,370,231,99,2
04/06/2013 16:45:46,4974,851,394,237,76,4
04/06/2013 16:45:56,4016,640,303,161,67,0
04/06/2013 16:46:06,4885,881,451,273,110,2
04/06/2013 16:46:16,5417,856,370,218,80,2
04/06/2013 16:46:26,5711,960,466,286,103,2
04/06/2013 16:46:36,4332,707,343,207,80,10
04/06/2013 16:46:46,4404,699,305,186,74,4
04/06/2013 16:46:56,4864,799,368,216,76,2
04/06/2013 16:47:06,5145,892,413,243,86,0
04/06/2013 16:47:16,4359,726,332,203,76,4
04/06/2013 16:47:26,3569,593,260,146,44,0
04/06/2013 16:47:36,4344,748,313,180,86,4
04/06/2013 16:47:46,4440,752,328,199,84,8
04/06/2013 16:47:56,4685,707,326,171,57,2
04/06/2013 16:48:06,4454,729,328,192,67,6
04/06/2013 16:48:16,4747,775,370,214,80,2
04/06/2013 16:48:26,5035,784,353,228,89,2
04/06/2013 16:48:36,4802,824,404,254,108,4
04/06/2013 16:48:46,4274,705,328,186,80,2
04/06/2013 16:48:56,3526,551,258,154,61,0
04/06/2013 16:49:06,3948,591,260,148,61,2
04/06/2013 16:49:16,3113,536,222,148,50,2
04/06/2013 16:49:26,3119,423,209,125,46,2
04/06/2013 16:49:36,2981,489,245,144,63,0
04/06/2013 16:49:46,2462,389,178,114,55,2
04/06/2013 16:49:56,2676,400,169,103,44,2
04/06/2013 16:50:06,2433,377,186,110,50,6
04/06/2013 16:50:16,2416,394,167,91,36,4
04/06/2013 16:50:26,2288,368,167,108,33,0
04/06/2013 16:50:36,1822,317,139,97,33,2
04/06/2013 16:50:46,1689,247,103,61,14,2
04/06/2013 16:50:56,1723,275,129,74,29,0
04/06/2013 16:51:06,1809,277,141,78,25,2
04/06/2013 16:51:16,1600,239,112,74,33,6
04/06/2013 16:51:26,1428,209,101,61,14,0
04/06/2013 16:51:36,1375,233,103,59,8,0
04/06/2013 16:51:46,1350,188,89,52,14,0
04/06/2013 16:51:56,1328,199,91,57,12,0
04/06/2013 16:52:06,1201,207,122,76,31,0
04/06/2013 16:52:16,1131,146,67,42,19,0
04/06/2013 16:52:26,1095,163,74,52,25,2
04/06/2013 16:52:36,1072,167,82,50,12,0
04/06/2013 16:52:46,1104,169,67,48,12,2
04/06/2013 16:52:56,883,156,69,44,10,0
04/06/2013 16:53:06,835,135,67,38,23,0
04/06/2013 16:53:16,913,146,78,29,10,0
04/06/2013 16:53:26,951,182,74,40,14,0
04/06/2013 16:53:36,888,150,78,44,16,0
04/06/2013 17:12:26,3276,489,216,129,48,0
04/06/2013 17:12:36,3369,500,214,129,50,0
04/06/2013 17:12:46,3730,534,243,144,46,2
04/06/2013 17:12:56,3806,529,243,154,61,0
04/06/2013 17:13:06,4137,648,300,178,61,0
04/06/2013 17:13:16,3664,555,258,158,63,0
04/06/2013 17:13:26,4380,604,275,167,57,0
04/06/2013 17:13:36,3997,567,224,118,36,0
04/06/2013 17:13:46,3889,582,275,173,59,0
04/06/2013 17:13:56,3793,618,290,178,69,0
04/06/2013 17:14:06,3755,421,182,120,31,0
04/06/2013 17:14:16,4060,667,277,158,55,0
04/06/2013 17:14:26,3270,459,211,122,52,2
04/06/2013 17:14:36,4465,597,277,165,61,0
04/06/2013 17:14:46,5334,754,345,211,69,0
04/06/2013 17:14:56,3617,548,264,175,74,4
04/06/2013 17:15:06,4262,637,336,222,93,8
04/06/2013 17:15:16,4262,673,343,228,91,2
04/06/2013 17:15:26,3829,559,288,165,82,4
04/06/2013 17:15:36,3774,582,258,175,76,2
04/06/2013 17:15:46,3198,440,201,127,48,2
04/06/2013 17:15:56,3420,474,205,135,38,0
04/06/2013 17:16:06,4026,635,279,194,80,4
04/06/2013 17:16:16,3496,476,220,144,40,0
04/06/2013 17:16:26,4332,650,290,184,76,2
04/06/2013 17:16:36,3922,589,286,150,59,0
04/06/2013 17:16:46,4647,625,305,209,69,0
04/06/2013 17:16:56,3622,510,205,125,50,2
04/06/2013 17:17:06,4245,637,296,190,59,2
04/06/2013 17:17:16,3747,595,328,211,78,4
04/06/2013 17:17:26,3965,572,243,148,42,2
04/06/2013 17:17:36,4406,584,264,161,65,2
04/06/2013 17:17:46,4764,718,334,211,93,2
04/06/2013 17:17:56,4270,614,303,184,63,2
04/06/2013 17:18:06,4045,659,300,169,55,0
04/06/2013 17:18:16,4067,521,228,120,36,2
04/06/2013 17:18:26,4185,678,309,199,61,2
04/06/2013 17:18:36,4336,616,279,180,74,4
04/06/2013 17:18:46,3995,572,254,135,48,0
04/06/2013 17:18:56,4738,671,303,194,67,0
04/06/2013 17:19:06,4624,671,328,192,93,2
04/06/2013 17:19:16,5334,752,322,188,67,0
04/06/2013 17:19:26,5389,862,383,214,80,2
04/06/2013 17:19:36,5514,756,358,188,72,0
04/06/2013 17:19:46,6072,813,311,161,55,0
04/06/2013 17:19:56,7593,970,383,209,82,0
04/06/2013 17:20:06,8223,977,322,180,55,2
04/06/2013 17:20:16,9469,998,330,188,61,6
04/06/2013 17:20:26,10813,1229,368,207,65,2
04/06/2013 17:20:36,12726,1670,574,315,99,0
04/06/2013 17:20:46,15456,2901,1225,748,271,19
04/06/2013 17:20:56,20358,4429,1922,1074,400,4
04/06/2013 17:21:06,25350,5894,2611,1642,654,42
04/06/2013 17:21:16,26329,6809,3073,1816,741,36
04/06/2013 17:21:26,32810,8469,3914,2365,1015,63
04/06/2013 17:21:36,33649,9530,4440,2697,1102,59
04/06/2013 17:21:46,36595,10762,5215,3145,1229,65
04/06/2013 17:21:56,44030,13231,6173,3780,1487,99
04/06/2013 17:22:06,39594,12224,5930,3708,1494,69
04/06/2013 17:22:16,40531,12604,6186,3785,1583,84
04/06/2013 17:22:26,37799,12207,5838,3679,1542,61
04/06/2013 17:22:36,41775,13805,6495,3939,1667,80
04/06/2013 17:22:46,42557,13716,6637,4086,1718,72
04/06/2013 17:22:56,31564,10190,4853,2941,1218,59
04/06/2013 17:23:06,35092,11048,5270,3246,1284,82
04/06/2013 17:23:16,33202,10107,4777,2956,1214,38
04/06/2013 17:23:26,37172,11478,5601,3340,1373,57
04/06/2013 17:23:36,31210,9622,4673,2797,1097,50
04/06/2013 17:23:46,30148,8867,4175,2562,1046,42
04/06/2013 17:23:56,32503,10050,4715,2886,1203,57
04/06/2013 17:24:06,35162,10864,5234,3215,1383,65
04/06/2013 17:24:16,28404,8882,4200,2462,1023,55
04/06/2013 17:24:26,21876,6336,3107,1939,841,38
04/06/2013 17:24:36,23529,7032,3365,2045,841,27
04/06/2013 17:24:46,25129,7472,3560,2132,858,38
04/06/2013 17:24:56,24722,7172,3391,2026,854,36
04/06/2013 17:25:06,18652,5287,2539,1557,616,27
04/06/2013 17:25:16,21066,6144,2929,1778,703,29
04/06/2013 17:25:26,18849,5362,2645,1648,695,40
04/06/2013 17:25:36,16423,4522,2127,1292,559,29
04/06/2013 17:25:46,18591,5266,2575,1646,705,25
04/06/2013 17:25:56,18993,5383,2653,1746,733,52
04/06/2013 17:26:06,14549,4071,1947,1159,485,27
04/06/2013 17:26:16,15083,4327,2151,1409,629,21
04/06/2013 17:26:26,16933,4817,2390,1479,695,55
04/06/2013 17:26:36,13845,3901,1949,1205,517,25
04/06/2013 17:26:46,15842,4510,2195,1432,604,16
04/06/2013 17:26:56,14282,3950,2019,1233,515,29
04/06/2013 17:27:06,12044,3384,1727,1091,459,19
04/06/2013 17:27:16,13670,3774,1788,1157,542,38
04/06/2013 17:27:26,11788,3350,1648,1057,504,19
04/06/2013 17:27:36,13614,3821,1930,1280,531,31
04/06/2013 17:27:46,12116,3350,1756,1112,468,29
04/06/2013 17:27:56,13824,3927,1973,1263,555,33
04/06/2013 17:28:06,13235,3672,1839,1182,523,21
04/06/2013 17:28:16,13199,3780,1971,1263,508,25
04/06/2013 17:28:26,11607,3352,1608,998,453,21
04/06/2013 17:28:36,12231,3564,1795,1146,540,21
04/06/2013 17:28:46,12220,3431,1818,1123,445,19
04/06/2013 17:28:56,11027,3104,1631,1040,464,38
04/06/2013 17:29:06,11724,3335,1748,1148,510,27
04/06/2013 17:29:16,11713,3429,1769,1125,457,31
04/06/2013 17:29:26,12362,3653,1956,1269,561,38
04/06/2013 17:29:36,13608,3931,2004,1297,519,23
04/06/2013 17:29:46,15863,4577,2356,1578,667,44
04/06/2013 17:29:56,14486,4234,2257,1485,652,38
04/06/2013 17:30:06,12593,3675,1996,1347,580,38
04/06/2013 17:30:16,14068,4052,2138,1460,657,33
04/06/2013 17:30:26,14403,4064,2185,1439,714,38
04/06/2013 17:30:36,13394,3808,1958,1248,555,42
04/06/2013 17:30:46,14621,4173,2121,1424,625,33
04/06/2013 17:30:56,11516,3183,1617,1042,495,46
04/06/2013 17:31:06,13424,3736,1958,1163,531,31
04/06/2013 17:31:16,12548,3628,1845,1199,521,29
04/06/2013 17:31:26,12409,3566,1822,1161,548,27
04/06/2013 17:31:36,12298,3518,1833,1180,546,31
04/06/2013 17:31:46,11228,2975,1559,1032,434,21
04/06/2013 17:31:56,11531,3111,1557,987,430,23
04/06/2013 17:32:06,11370,3100,1606,1008,468,14
04/06/2013 17:32:16,10883,2914,1419,936,387,16
04/06/2013 17:32:26,10673,2914,1451,936,411,21
04/06/2013 17:32:36,9617,2397,1159,760,334,10
04/06/2013 17:32:46,8848,2263,1150,737,300,25
04/06/2013 17:32:56,9119,2407,1165,760,324,10
04/06/2013 17:33:06,9064,2248,1159,718,296,14
