MetOneTime,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
04/12/2013 09:35:24,369287,255329,151138,97492,35849,40
04/12/2013 09:35:34,358787,242017,139513,88113,31530,33
04/12/2013 09:35:44,321229,204050,112946,69352,24260,40
04/12/2013 09:35:54,368219,249558,144991,92040,32909,46
04/12/2013 09:36:04,287290,172582,90873,53983,18218,29
04/12/2013 09:36:14,338833,218284,120404,73598,25023,31
04/12/2013 09:36:24,315588,197915,107446,64919,22105,27
04/12/2013 09:36:34,344329,223901,124660,77245,26922,27
04/12/2013 09:36:44,341029,221584,123736,76478,26664,42
04/12/2013 09:36:54,323264,203234,109379,65957,22329,19
04/12/2013 09:37:04,316022,197756,106895,64880,21804,25
04/12/2013 09:37:14,286007,167790,86943,51049,16535,16
04/12/2013 09:37:24,310883,191027,102286,61462,20479,27
04/12/2013 09:37:34,278901,160662,81649,47152,15240,10
04/12/2013 09:37:44,291850,172418,89463,52385,17010,16
04/12/2013 09:37:54,265212,151886,76749,44363,14138,8
04/12/2013 09:38:04,279367,161995,82677,47885,15516,12
04/12/2013 09:38:14,275766,157949,79555,46088,14632,12
04/12/2013 09:38:24,242191,129975,63206,35709,11228,16
04/12/2013 09:38:34,253988,139930,68992,39155,12324,6
04/12/2013 09:38:44,279289,161251,81456,46995,14820,25
04/12/2013 09:38:54,230513,121127,58804,32939,10105,14
04/12/2013 09:39:04,274020,155574,77921,44695,14159,8
04/12/2013 09:39:14,252758,139782,69333,39458,12381,16
04/12/2013 09:39:24,209495,105997,50024,27537,8549,14
04/12/2013 09:39:34,221457,113883,53959,29694,9115,12
04/12/2013 09:39:44,208931,104740,48947,27020,8348,12
04/12/2013 09:39:54,179516,85648,39227,21340,6326,8
04/12/2013 09:40:04,140028,61392,27068,14416,4365,2
04/12/2013 09:40:14,148787,66010,29220,15742,4524,6
04/12/2013 09:40:24,126538,53949,23777,12654,3660,4
04/12/2013 09:40:34,122617,51607,22622,11966,3556,4
04/12/2013 09:40:44,133174,57537,25403,13375,3889,12
04/12/2013 09:40:54,130039,55627,24281,12875,3723,10
04/12/2013 09:41:04,98710,39916,17313,9153,2685,2
04/12/2013 09:41:14,111015,45764,19771,10412,3058,2
04/12/2013 09:41:24,137035,58936,25892,13826,4018,4
04/12/2013 09:41:34,102317,42237,18207,9626,2880,4
04/12/2013 09:41:44,87795,34758,14837,7807,2265,0
04/12/2013 09:41:54,94603,37010,15939,8358,2375,4
04/12/2013 09:42:04,87647,34825,14888,7873,2350,0
04/12/2013 09:42:14,121494,51691,22429,12002,3668,4
04/12/2013 09:42:24,90508,36366,15518,8295,2320,0
04/12/2013 09:42:34,94158,37663,16149,8577,2488,2
04/12/2013 09:42:44,63359,24362,10198,5209,1525,0
04/12/2013 09:42:54,71868,28179,11957,6313,1803,0
04/12/2013 09:43:04,59133,22317,9246,4736,1379,0
04/12/2013 09:43:14,59160,22028,9181,4774,1413,2
04/12/2013 09:43:24,54998,20541,8598,4594,1335,6
04/12/2013 09:43:34,73000,28259,11777,6027,1731,0
04/12/2013 09:43:44,54697,20288,8409,4421,1256,0
04/12/2013 09:43:54,54154,19990,8445,4427,1263,2
04/12/2013 09:44:04,47671,17635,7494,3959,1099,2
04/12/2013 09:44:14,48818,18008,7415,3819,1127,6
04/12/2013 09:44:24,49114,18025,7504,3933,1116,0
04/12/2013 09:44:34,35359,12735,5387,2812,748,0
04/12/2013 09:44:44,31780,11506,4861,2519,729,2
04/12/2013 09:44:54,31229,10942,4533,2333,667,2
04/12/2013 09:45:04,34304,12347,5133,2759,769,0
04/12/2013 09:45:14,30786,10906,4480,2380,703,0
04/12/2013 09:45:24,29601,10596,4395,2305,625,0
04/12/2013 09:45:34,25905,9325,3999,2104,604,0
04/12/2013 09:45:44,22908,8299,3367,1786,538,0
04/12/2013 09:45:54,31987,11499,4745,2420,657,0
04/12/2013 09:46:04,25935,9236,3817,2009,559,2
04/12/2013 09:46:14,20592,7299,3151,1585,466,0
04/12/2013 09:46:24,17523,6080,2513,1316,406,0
04/12/2013 09:46:34,18320,6356,2606,1343,368,0
04/12/2013 09:46:44,17665,6218,2464,1225,320,0
04/12/2013 09:46:54,18627,6368,2683,1388,406,0
04/12/2013 09:47:04,15893,5442,2214,1140,330,0
04/12/2013 09:47:14,14189,4965,2062,1046,330,0
04/12/2013 09:47:24,11963,4289,1826,955,256,0
04/12/2013 09:47:34,11101,3882,1621,805,220,0
04/12/2013 09:47:44,12415,4317,1703,839,252,0
04/12/2013 09:47:54,10794,3753,1585,779,226,2
04/12/2013 09:48:04,8464,2886,1197,661,226,0
04/12/2013 09:48:14,8416,2918,1163,601,150,0
04/12/2013 09:48:24,11334,3937,1583,828,228,0
04/12/2013 09:48:34,8725,3111,1305,659,190,0
04/12/2013 09:48:44,7163,2375,970,519,131,0
04/12/2013 09:48:54,6356,2208,875,512,139,0
04/12/2013 09:49:04,6974,2413,983,525,154,0
04/12/2013 09:49:14,7063,2462,964,472,129,0
04/12/2013 09:49:24,5135,1746,731,411,125,0
04/12/2013 09:49:34,7805,2738,1152,618,194,0
04/12/2013 09:49:44,5243,1799,765,398,108,0
04/12/2013 09:49:54,5671,1852,792,400,97,2
04/12/2013 09:50:04,6294,2189,921,459,101,0
04/12/2013 09:50:14,4969,1826,748,343,80,0
04/12/2013 09:50:24,4353,1456,623,345,89,0
04/12/2013 09:50:34,3969,1328,604,294,99,0
04/12/2013 09:50:44,5370,1799,788,423,101,2
04/12/2013 09:50:54,4442,1496,625,324,110,0
04/12/2013 09:51:04,3838,1341,553,313,78,0
04/12/2013 09:51:14,4098,1534,684,375,129,0
04/12/2013 09:51:24,3384,1104,470,239,78,0
04/12/2013 09:51:34,4230,1390,631,345,93,0
04/12/2013 09:51:44,3083,1083,432,209,61,0
04/12/2013 09:51:54,3238,1133,440,233,67,0
04/12/2013 09:52:04,3577,1208,483,245,61,0
04/12/2013 09:52:14,2613,966,419,214,59,0
04/12/2013 09:52:24,2700,907,362,175,46,0
04/12/2013 09:52:34,2744,1051,457,258,80,0
04/12/2013 09:52:44,2252,773,336,175,38,0
04/12/2013 09:52:54,2134,726,322,173,55,0
04/12/2013 09:53:04,2695,985,442,231,59,0
04/12/2013 09:53:14,2539,851,360,178,57,0
04/12/2013 09:53:24,3143,1112,485,247,52,0
04/12/2013 09:53:34,2375,782,339,184,67,0
04/12/2013 09:53:44,1971,680,290,180,67,0
04/12/2013 09:53:54,1996,709,292,150,33,0
04/12/2013 09:54:04,1608,570,271,146,52,0
04/12/2013 09:54:14,1464,510,243,129,36,0
04/12/2013 09:54:24,1606,557,239,120,46,0
04/12/2013 09:54:34,2176,741,317,186,52,0
04/12/2013 09:54:44,1756,608,260,137,52,0
04/12/2013 09:54:54,1576,561,247,129,46,2
04/12/2013 09:55:04,1324,438,199,110,42,0
04/12/2013 09:55:14,1773,631,264,163,55,0
04/12/2013 09:55:24,1530,540,211,125,38,0
04/12/2013 09:55:34,1494,512,207,127,48,0
04/12/2013 09:55:44,1500,546,258,141,46,0
04/12/2013 09:55:54,1386,529,241,139,50,0
04/12/2013 09:56:04,1674,561,258,154,50,0
04/12/2013 09:56:14,1244,442,220,125,36,0
04/12/2013 09:56:24,1606,519,207,110,42,0
04/12/2013 09:56:34,1553,570,233,146,61,2
04/12/2013 09:56:44,1201,425,209,108,29,0
04/12/2013 09:56:54,1023,389,192,112,50,0
04/12/2013 09:57:04,1129,389,203,127,52,6
04/12/2013 09:57:14,1492,489,228,125,50,0
04/12/2013 09:57:24,1330,481,256,158,48,2
04/12/2013 09:57:34,1146,434,205,118,52,0
04/12/2013 09:57:44,1267,455,252,135,59,4
04/12/2013 09:57:54,1070,383,220,158,80,2
04/12/2013 09:58:04,1004,362,184,116,52,2
04/12/2013 09:58:14,1116,487,245,144,57,4
04/12/2013 09:58:24,1110,457,243,161,78,8
04/12/2013 09:58:34,1078,364,201,131,46,6
04/12/2013 09:58:44,896,360,194,112,38,4
04/12/2013 09:58:54,1006,404,197,116,65,2
04/12/2013 09:59:04,934,379,222,141,42,2
04/12/2013 09:59:14,1178,415,224,133,55,4
04/12/2013 09:59:24,796,320,163,99,44,2
04/12/2013 09:59:34,898,341,197,133,55,2
04/12/2013 09:59:44,1046,406,222,141,61,2
04/12/2013 09:59:54,960,336,186,122,57,2
04/12/2013 10:00:04,707,286,169,78,27,2
04/12/2013 10:00:14,932,347,154,91,50,0
04/12/2013 10:00:24,707,273,137,78,21,2
04/12/2013 10:00:34,726,307,163,80,23,2
04/12/2013 10:00:44,873,351,188,108,55,2
04/12/2013 10:00:54,777,317,133,93,31,0
04/12/2013 10:01:04,762,290,131,67,31,2
04/12/2013 10:01:14,695,258,108,80,29,2
04/12/2013 10:01:24,777,315,180,97,38,2
04/12/2013 10:01:34,758,298,156,86,50,6
04/12/2013 10:01:44,860,294,165,101,50,2
04/12/2013 10:01:54,752,290,152,118,52,2
04/12/2013 10:02:04,716,307,146,89,31,2
04/12/2013 10:02:14,860,307,178,120,38,2
04/12/2013 10:02:24,648,250,120,74,38,0
04/12/2013 10:02:34,928,383,228,158,80,8
04/12/2013 10:02:44,1155,489,317,237,156,23
04/12/2013 10:02:54,877,360,216,129,61,10
04/12/2013 10:03:04,860,275,152,112,61,8
04/12/2013 10:03:14,650,247,144,91,55,2
04/12/2013 10:03:24,654,243,139,95,33,2
04/12/2013 10:03:34,822,349,222,163,80,8
04/12/2013 10:03:44,941,385,226,148,78,2
04/12/2013 10:03:54,784,313,161,114,50,4
04/12/2013 10:04:04,542,216,116,69,25,0
04/12/2013 10:04:14,716,317,186,103,40,2
04/12/2013 10:04:24,773,294,131,86,42,2
04/12/2013 10:04:34,548,207,116,82,19,2
04/12/2013 10:04:44,642,226,131,84,27,0
04/12/2013 10:04:54,657,252,137,74,36,4
04/12/2013 10:05:04,773,324,182,95,36,2
04/12/2013 10:05:14,773,360,190,135,61,0
04/12/2013 10:05:24,741,315,186,120,46,4
04/12/2013 10:05:34,788,300,154,112,59,2
04/12/2013 10:05:44,567,220,129,80,29,0
04/12/2013 10:05:54,559,216,116,57,31,4
04/12/2013 10:06:04,648,250,141,82,33,0
04/12/2013 10:06:14,597,296,165,101,38,2
04/12/2013 10:06:24,637,243,137,91,33,0
04/12/2013 10:06:34,495,220,108,67,27,2
04/12/2013 10:06:44,561,262,156,110,61,6
04/12/2013 10:06:54,726,324,190,118,52,0
04/12/2013 10:07:04,612,254,141,101,44,2
04/12/2013 10:07:14,682,279,165,108,40,0
04/12/2013 10:07:24,729,294,180,120,31,0
04/12/2013 10:07:34,688,277,154,114,59,8
04/12/2013 10:07:44,601,239,122,86,27,2
04/12/2013 10:07:54,618,241,125,84,44,8
04/12/2013 10:08:04,534,216,118,69,40,0
04/12/2013 10:08:14,487,178,120,84,33,0
04/12/2013 10:08:24,640,235,114,80,29,4
04/12/2013 10:08:34,538,211,114,59,12,0
04/12/2013 10:08:44,580,275,148,84,40,4
04/12/2013 10:08:54,606,228,131,89,29,0
04/12/2013 10:09:04,489,194,120,69,21,0
04/12/2013 10:09:14,595,231,127,76,31,0
04/12/2013 10:09:24,525,247,122,82,16,0
04/12/2013 10:09:34,534,243,114,69,29,2
04/12/2013 10:09:44,540,197,97,74,25,4
04/12/2013 10:09:54,627,239,122,67,19,2
04/12/2013 10:10:04,565,224,116,52,19,0
04/12/2013 10:10:14,661,252,135,95,38,0
04/12/2013 10:10:24,512,171,91,59,21,2
04/12/2013 10:10:34,633,243,150,82,29,2
04/12/2013 10:10:44,527,203,116,86,38,4
04/12/2013 10:10:54,555,222,156,93,31,2
04/12/2013 10:11:04,688,305,186,125,59,2
04/12/2013 10:11:14,697,296,175,129,48,4
04/12/2013 10:11:24,555,220,133,93,33,0
04/12/2013 10:11:34,646,286,148,95,38,4
04/12/2013 10:11:44,729,262,144,91,40,0
04/12/2013 10:11:54,570,254,133,93,29,4
04/12/2013 10:12:04,595,252,133,74,36,2
04/12/2013 10:12:14,752,298,175,103,46,6
04/12/2013 10:12:24,835,334,197,137,61,0
04/12/2013 10:12:34,743,309,190,137,65,6
04/12/2013 10:12:44,712,267,146,101,48,2
04/12/2013 10:12:54,773,294,152,95,46,2
04/12/2013 10:13:04,703,322,184,129,57,2
04/12/2013 10:13:14,680,281,175,112,48,8
04/12/2013 10:13:24,735,290,173,101,50,8
04/12/2013 10:13:34,943,392,228,125,52,0
04/12/2013 10:13:44,799,324,171,116,55,2
04/12/2013 10:13:54,924,368,199,114,48,8
04/12/2013 10:14:04,646,235,122,61,27,4
04/12/2013 10:14:14,1040,360,194,112,38,0
04/12/2013 10:14:24,953,322,161,99,36,0
04/12/2013 10:14:34,960,345,184,116,44,2
04/12/2013 10:14:44,1121,445,231,163,59,6
04/12/2013 10:14:54,921,377,211,144,42,0
04/12/2013 10:15:04,996,358,203,125,50,2
04/12/2013 10:15:14,1093,415,203,122,52,2
04/12/2013 10:15:24,955,392,188,112,36,0
04/12/2013 10:15:34,877,341,182,118,44,0
04/12/2013 10:15:44,947,356,173,101,38,0
04/12/2013 10:15:54,1174,442,260,154,57,2
04/12/2013 10:16:04,983,366,171,108,52,2
04/12/2013 10:16:14,1178,472,226,156,69,2
04/12/2013 10:16:24,904,275,129,74,19,4
04/12/2013 10:16:34,1015,324,180,99,33,2
04/12/2013 10:16:44,1106,368,203,118,38,0
04/12/2013 10:16:54,1205,392,201,120,57,2
04/12/2013 10:17:04,1453,468,254,154,78,2
04/12/2013 10:17:14,1089,334,161,93,44,4
04/12/2013 10:17:24,1229,387,182,127,40,4
04/12/2013 10:17:34,1180,375,186,97,36,0
04/12/2013 10:17:44,1152,381,180,103,38,0
04/12/2013 10:17:54,1460,421,192,133,55,4
04/12/2013 10:18:04,1362,466,245,146,52,4
04/12/2013 10:18:14,1405,398,194,105,50,2
04/12/2013 10:18:24,1337,438,235,135,50,0
04/12/2013 10:18:34,1015,324,118,86,36,0
04/12/2013 10:18:44,996,387,231,144,40,4
04/12/2013 10:18:54,1038,332,190,108,33,0
04/12/2013 10:19:04,1210,438,220,120,40,0
04/12/2013 10:19:14,1131,413,184,105,31,2
04/12/2013 10:19:24,1263,434,216,135,48,2
04/12/2013 10:19:34,985,343,178,97,27,0
04/12/2013 10:19:44,1294,481,271,146,52,2
04/12/2013 10:19:54,1210,438,247,127,42,0
04/12/2013 10:20:04,1133,406,207,110,40,0
04/12/2013 10:20:14,1070,385,209,131,52,6
04/12/2013 10:20:24,1176,432,216,114,36,0
04/12/2013 10:20:34,1023,409,163,86,23,0
04/12/2013 10:20:44,1053,311,150,78,16,0
04/12/2013 10:20:54,1150,392,188,108,27,2
04/12/2013 10:21:04,1091,362,197,112,25,0
04/12/2013 10:21:14,1055,379,188,108,36,2
04/12/2013 10:21:24,1010,339,156,91,31,2
04/12/2013 10:21:34,1375,540,286,165,67,2
04/12/2013 10:21:44,1466,512,226,110,50,2
04/12/2013 10:21:54,1244,506,279,150,59,0
04/12/2013 10:22:04,1123,400,205,127,42,0
04/12/2013 10:22:14,1225,417,197,110,38,0
04/12/2013 10:22:24,1235,398,175,108,23,0
04/12/2013 10:22:34,1222,449,250,129,36,2
04/12/2013 10:22:44,1894,718,402,224,97,4
04/12/2013 10:22:54,1367,383,218,131,50,0
04/12/2013 10:23:04,1070,351,152,99,31,0
04/12/2013 10:23:14,1188,417,237,114,36,0
04/12/2013 10:23:24,1180,428,211,118,36,2
04/12/2013 10:23:34,1282,413,207,129,36,4
04/12/2013 10:23:44,1032,358,171,89,25,0
04/12/2013 10:23:54,1172,398,197,110,36,2
04/12/2013 10:24:04,1212,387,182,97,14,2
04/12/2013 10:24:14,1208,440,207,114,38,0
04/12/2013 10:24:24,1210,442,201,129,33,0
04/12/2013 10:24:34,1288,449,216,120,52,4
04/12/2013 10:24:44,1231,411,199,118,25,0
04/12/2013 10:24:54,1080,324,169,105,38,2
04/12/2013 10:25:04,1119,375,190,110,33,0
04/12/2013 10:25:14,1246,398,192,110,38,0
04/12/2013 10:25:24,1116,400,203,112,31,2
04/12/2013 10:25:34,1430,466,250,133,40,2
04/12/2013 10:25:44,794,288,129,86,33,2
04/12/2013 10:25:54,1110,364,205,101,42,0
04/12/2013 10:26:04,1066,381,186,105,29,0
04/12/2013 10:26:14,1127,406,184,108,40,0
04/12/2013 10:26:24,1417,506,254,148,57,0
04/12/2013 10:26:34,1492,536,286,150,42,0
04/12/2013 10:26:44,1256,453,243,144,52,0
04/12/2013 10:26:54,1256,440,203,122,40,4
04/12/2013 10:27:04,1135,383,178,99,33,0
04/12/2013 10:27:14,1182,421,190,118,33,0
04/12/2013 10:27:24,1030,375,199,122,27,0
04/12/2013 10:27:34,1000,375,180,99,21,0
04/12/2013 10:27:44,1110,353,144,91,23,0
04/12/2013 10:27:54,1023,370,211,97,23,0
04/12/2013 10:28:04,1237,474,220,80,19,0
04/12/2013 10:28:14,1314,504,228,118,42,2
04/12/2013 10:28:24,1475,483,237,144,50,0
04/12/2013 10:28:34,1110,379,192,108,44,0
04/12/2013 10:28:44,1085,406,192,99,33,0
04/12/2013 10:28:54,1356,453,228,125,36,0
04/12/2013 10:29:04,1390,506,264,167,69,6
04/12/2013 10:29:14,1140,478,267,150,69,4
04/12/2013 10:29:24,1220,481,258,152,55,0
04/12/2013 10:29:34,1788,654,356,216,65,2
04/12/2013 10:29:44,1362,523,271,144,46,2
04/12/2013 10:29:54,1424,485,262,144,48,2
04/12/2013 10:30:04,1362,548,290,158,59,2
04/12/2013 10:30:14,1299,470,237,148,46,0
04/12/2013 10:30:24,1121,421,192,114,27,2
04/12/2013 10:30:34,1051,402,178,108,38,4
04/12/2013 10:30:44,1347,468,245,131,27,2
04/12/2013 10:30:54,1324,481,252,127,50,2
04/12/2013 10:31:04,913,377,209,110,27,0
04/12/2013 10:31:14,1089,392,207,120,29,0
04/12/2013 10:31:24,1059,396,201,108,50,0
04/12/2013 10:31:34,1015,366,188,101,40,0
04/12/2013 10:31:44,1188,430,197,118,36,2
04/12/2013 10:31:54,970,402,211,112,36,0
04/12/2013 10:32:04,1119,442,214,131,38,0
04/12/2013 10:32:14,1432,498,277,158,67,2
04/12/2013 10:32:24,1195,423,199,116,48,4
04/12/2013 10:32:35,1108,387,211,137,48,10
04/12/2013 10:32:44,1330,476,269,163,59,2
04/12/2013 10:32:54,1063,377,197,91,23,0
04/12/2013 10:33:04,1015,402,197,101,25,0
04/12/2013 10:33:15,1002,368,163,93,19,0
04/12/2013 10:33:25,775,298,146,78,33,2
04/12/2013 10:33:35,947,330,178,103,40,0
04/12/2013 10:33:45,1057,368,197,120,48,4
04/12/2013 10:33:55,1246,417,237,139,42,6
04/12/2013 10:34:05,1241,476,269,146,36,0
04/12/2013 10:34:15,835,267,161,114,38,0
04/12/2013 10:34:25,947,421,214,99,36,0
04/12/2013 10:34:35,1097,396,211,112,42,0
04/12/2013 10:34:45,868,298,141,82,23,2
04/12/2013 10:34:55,813,317,146,80,27,0
04/12/2013 10:35:05,1021,356,190,99,25,0
04/12/2013 10:35:15,1191,478,245,133,46,0
04/12/2013 10:35:25,1116,400,186,108,21,0
04/12/2013 10:35:35,1008,396,194,95,25,0
04/12/2013 10:35:45,1280,519,288,158,42,0
04/12/2013 10:35:55,1169,415,224,116,36,0
04/12/2013 10:36:05,845,307,150,95,33,2
04/12/2013 10:36:15,835,339,173,118,46,0
04/12/2013 10:36:25,1347,540,288,144,63,6
04/12/2013 10:36:35,1180,442,237,137,52,2
04/12/2013 10:36:45,2091,756,413,264,95,6
04/12/2013 10:36:55,1015,394,199,116,27,2
04/12/2013 10:37:05,1358,515,256,139,59,0
04/12/2013 10:37:15,1074,436,220,129,46,4
04/12/2013 10:37:25,1434,576,294,141,57,0
04/12/2013 10:37:35,1191,466,252,144,57,6
04/12/2013 10:37:45,1135,455,209,137,52,2
04/12/2013 10:37:55,998,396,207,125,44,2
04/12/2013 10:38:05,868,336,184,91,23,0
04/12/2013 10:38:15,1008,373,199,118,40,2
04/12/2013 10:38:25,1123,430,235,152,61,2
04/12/2013 10:38:35,962,373,186,116,46,2
04/12/2013 10:38:45,947,347,163,97,38,2
04/12/2013 10:38:55,1006,349,184,112,48,2
04/12/2013 10:39:05,1002,324,167,112,44,2
04/12/2013 10:39:15,1049,347,192,103,36,2
04/12/2013 10:39:25,1277,478,216,122,36,2
04/12/2013 10:39:35,960,400,194,86,21,0
04/12/2013 10:39:45,1112,373,190,112,33,0
04/12/2013 10:39:55,1212,445,237,141,40,0
04/12/2013 10:40:05,1320,457,250,141,50,4
04/12/2013 10:40:15,951,339,167,93,25,0
04/12/2013 10:40:25,1231,495,243,129,38,2
04/12/2013 10:40:35,1110,421,214,137,42,0
04/12/2013 10:40:45,1167,394,203,120,36,0
04/12/2013 10:40:55,1125,415,194,105,31,0
04/12/2013 10:41:05,1195,478,256,137,44,2
04/12/2013 10:41:15,1339,515,303,192,74,0
04/12/2013 10:41:25,1148,489,292,180,95,8
04/12/2013 10:41:35,1165,449,275,182,99,6
04/12/2013 10:41:45,1237,457,258,173,72,12
04/12/2013 10:41:55,1286,447,271,141,46,4
04/12/2013 10:42:05,1318,517,283,152,69,8
04/12/2013 10:42:15,996,370,184,105,36,0
04/12/2013 10:42:25,1049,347,186,114,38,4
04/12/2013 10:42:35,1142,413,226,118,48,6
04/12/2013 10:42:45,1311,442,231,110,29,0
04/12/2013 10:42:55,1515,553,258,152,65,8
04/12/2013 10:43:05,1551,559,292,146,59,0
04/12/2013 10:43:15,1396,457,245,154,63,4
04/12/2013 10:43:25,1587,519,283,161,72,2
04/12/2013 10:43:35,1258,506,260,152,63,6
04/12/2013 10:43:45,1472,515,286,158,40,6
04/12/2013 10:43:55,1460,587,387,275,158,8
04/12/2013 10:44:05,1184,478,277,180,86,4
04/12/2013 10:44:15,1163,373,205,135,46,4
04/12/2013 10:44:25,1364,495,247,141,50,6
04/12/2013 10:44:35,1381,500,273,169,69,0
04/12/2013 10:44:45,955,322,167,108,59,4
04/12/2013 10:44:55,1133,409,211,137,48,4
04/12/2013 10:45:05,957,356,188,95,38,2
04/12/2013 10:45:15,1063,394,211,116,46,2
04/12/2013 10:45:25,1044,328,194,110,29,0
04/12/2013 10:45:35,1114,402,209,118,42,2
04/12/2013 10:45:45,1453,425,224,129,50,4
04/12/2013 10:45:55,1205,438,205,112,31,0
04/12/2013 10:46:05,1294,434,203,133,46,2
04/12/2013 10:46:15,1191,400,199,118,40,0
04/12/2013 10:46:25,1394,502,252,146,59,2
04/12/2013 10:46:35,1424,470,262,139,48,2
04/12/2013 10:46:45,1377,498,226,125,42,2
04/12/2013 10:46:55,1407,582,396,300,175,23
04/12/2013 10:47:05,1498,498,290,190,91,12
04/12/2013 10:47:15,1102,392,201,125,42,0
04/12/2013 10:47:25,1057,381,199,108,46,2
04/12/2013 10:47:35,1123,419,209,116,40,2
04/12/2013 10:47:45,1180,353,211,135,48,2
04/12/2013 10:47:55,1046,464,235,133,46,2
04/12/2013 10:48:05,1157,455,237,133,46,0
04/12/2013 10:48:15,985,364,197,114,31,2
04/12/2013 10:48:25,875,351,178,93,29,0
04/12/2013 10:48:35,873,317,148,95,29,2
04/12/2013 10:48:45,824,330,158,84,31,0
04/12/2013 10:48:55,928,326,152,86,25,0
04/12/2013 10:49:05,949,300,150,89,33,2
04/12/2013 10:49:15,752,294,139,86,29,4
04/12/2013 10:49:25,758,283,146,97,36,0
04/12/2013 10:49:35,686,241,139,84,40,0
04/12/2013 10:49:45,646,241,131,72,27,0
04/12/2013 10:49:55,695,271,144,78,25,0
04/12/2013 10:50:05,606,216,89,55,29,2
04/12/2013 10:50:15,606,207,110,61,16,0
04/12/2013 10:50:25,714,252,122,72,31,0
04/12/2013 10:50:35,430,152,78,40,10,0
04/12/2013 10:50:45,582,201,112,76,16,0
04/12/2013 10:50:55,663,226,125,67,23,0
04/12/2013 10:51:05,576,201,101,63,19,0
04/12/2013 10:51:15,481,207,93,48,10,0
04/12/2013 10:51:25,459,146,69,42,6,0
04/12/2013 10:51:35,565,201,135,63,14,0
04/12/2013 10:51:45,618,211,110,46,21,0
04/12/2013 10:51:55,487,175,86,50,14,0
04/12/2013 10:52:05,470,169,80,48,10,0
04/12/2013 10:52:15,506,192,101,57,23,0
04/12/2013 10:52:25,474,169,84,40,4,0
04/12/2013 10:52:35,442,169,80,44,23,0
04/12/2013 10:52:45,447,152,86,59,16,0
04/12/2013 10:52:55,481,188,86,55,16,0
04/12/2013 10:53:05,474,190,82,48,2,0
04/12/2013 10:53:15,487,154,78,48,12,0
04/12/2013 10:53:25,459,180,112,63,21,0
04/12/2013 10:53:35,542,190,99,57,21,2
04/12/2013 10:53:45,409,175,91,33,8,0
04/12/2013 10:53:55,436,188,78,33,4,0
04/12/2013 10:54:05,389,152,86,55,27,0
04/12/2013 10:54:15,336,133,61,29,4,0
04/12/2013 10:54:25,379,173,84,46,21,0
04/12/2013 10:54:35,430,163,97,38,14,0
04/12/2013 10:54:45,635,201,110,48,10,0
04/12/2013 10:54:55,385,173,101,67,29,0
04/12/2013 10:55:05,417,158,86,44,8,0
04/12/2013 10:55:15,366,169,89,61,25,0
04/12/2013 10:55:25,402,190,110,84,31,2
04/12/2013 10:55:35,457,207,112,76,38,0
04/12/2013 10:55:45,453,190,97,59,23,4
04/12/2013 10:55:55,610,228,139,95,40,2
04/12/2013 10:56:05,375,186,108,80,25,2
04/12/2013 10:56:15,425,228,144,91,36,0
04/12/2013 10:56:25,459,228,135,76,40,4
04/12/2013 10:56:35,650,356,271,203,131,21
04/12/2013 10:56:45,504,269,199,148,82,4
04/12/2013 10:56:55,389,178,108,57,40,4
04/12/2013 10:57:05,500,235,133,78,29,2
04/12/2013 10:57:15,476,216,112,74,33,0
04/12/2013 10:57:25,428,199,125,82,31,4
04/12/2013 10:57:35,597,286,161,93,46,2
04/12/2013 10:57:45,661,258,141,86,29,0
04/12/2013 10:57:55,612,241,110,63,19,0
04/12/2013 10:58:05,527,279,156,105,48,0
04/12/2013 10:58:15,555,222,108,59,25,0
04/12/2013 10:58:25,430,218,129,76,27,2
04/12/2013 10:58:35,637,231,139,91,33,2
04/12/2013 10:58:45,640,275,154,101,44,2
04/12/2013 10:58:55,733,332,199,116,46,0
04/12/2013 10:59:05,724,294,152,95,42,4
04/12/2013 10:59:15,542,241,137,84,33,2
04/12/2013 10:59:25,695,317,171,108,38,0
04/12/2013 10:59:35,536,243,122,74,27,2
04/12/2013 10:59:45,557,226,125,74,33,6
04/12/2013 10:59:55,676,273,152,86,29,0
04/12/2013 11:00:05,826,334,205,137,57,4
04/12/2013 11:00:15,718,315,182,97,36,0
04/12/2013 11:00:25,949,447,231,135,44,2
04/12/2013 11:00:35,739,366,199,133,61,10
04/12/2013 11:00:45,557,260,158,95,31,4
04/12/2013 11:00:55,726,313,175,101,52,8
04/12/2013 11:01:05,873,375,220,127,44,8
04/12/2013 11:01:15,790,343,203,101,36,2
04/12/2013 11:01:25,777,330,169,91,36,4
04/12/2013 11:01:35,671,305,158,108,33,0
04/12/2013 11:01:45,786,264,146,80,31,0
04/12/2013 11:01:55,659,288,167,99,38,0
04/12/2013 11:02:05,771,334,188,105,31,0
04/12/2013 11:02:15,866,387,205,137,52,8
04/12/2013 11:02:25,631,277,141,86,27,4
04/12/2013 11:02:35,657,294,150,103,25,0
04/12/2013 11:02:45,769,362,194,95,38,2
04/12/2013 11:02:55,902,417,241,131,59,0
04/12/2013 11:03:05,1169,519,267,173,61,2
04/12/2013 11:03:15,807,339,190,110,52,2
04/12/2013 11:03:25,699,356,184,108,46,0
04/12/2013 11:03:35,729,387,218,127,55,4
04/12/2013 11:03:45,926,385,207,131,55,6
04/12/2013 11:03:55,718,345,178,108,42,0
04/12/2013 11:04:05,890,466,275,182,89,8
