"18-aug-13","22:15",   809,  7.0, 0.0272, 1.9438, 0.0273,  .9348, 1.00,  .188
"18-aug-13","22:16",   503,  7.0, 0.0272, 1.9396, 0.0273,  .9339, 1.00,  .305
"18-aug-13","22:17",   615,  7.0, 0.0272, 1.9357, 0.0273,  .9333, 1.00,  .449
"18-aug-13","22:18",    40,  2.9, 0.0272, 1.9342, 0.0273,  .9326, 1.00,  .453
"18-aug-13","22:19",   904,  6.6, 0.0272, 1.9293, 0.0273,  .9321, 1.00,  .653
"18-aug-13","22:20",  1245,  6.7, 0.0272, 1.9239, 0.0273,  .9321, 1.00,  .934
"18-aug-13","22:21",  7679,  7.9, 0.0272, 1.8845, 0.0273,  .9314, 1.00, 2.956
"18-aug-13","22:22",  3729,  7.9, 0.0272, 1.8653, 0.0273,  .9309, 1.00, 3.938
"18-aug-13","22:23",  4582,  7.9, 0.0272, 1.8429, 0.0273,  .9307, 1.00, 5.144
"18-aug-13","22:24",   -77,  7.9, 0.0272, 1.8440, 0.0273,  .9310, 1.00, 5.124
"18-aug-13","22:25",   736,  4.0, 0.0272, 1.8423, 0.0273,  .9311, 1.00, 5.224
"18-aug-13","22:26",   609,  4.1, 0.0272, 1.8398, 0.0273,  .9306, 1.00, 5.307
"18-aug-13","22:27",   625,  4.1, 0.0272, 1.8387, 0.0273,  .9308, 1.00, 5.392
"18-aug-13","22:28",   680,  4.1, 0.0272, 1.8369, 0.0273,  .9308, 1.00, 5.485
"18-aug-13","22:29",   714,  4.1, 0.0272, 1.8350, 0.0273,  .9307, 1.00, 5.583
"18-aug-13","22:30",   881,  4.0, 0.0272, 1.8319, 0.0273,  .9302, 1.00, 5.703
"18-aug-13","22:31",   890,  4.0, 0.0272, 1.8295, 0.0273,  .9301, 1.00, 5.824
"18-aug-13","22:32",   898,  4.0, 0.0272, 1.8278, 0.0273,  .9304, 1.00, 5.946
"18-aug-13","22:33",   878,  4.0, 0.0272, 1.8257, 0.0273,  .9304, 1.00, 6.065
"18-aug-13","22:34",  1037,  4.0, 0.0272, 1.8226, 0.0273,  .9301, 1.00, 6.205
"18-aug-13","22:35",   811,  4.0, 0.0272, 1.8210, 0.0273,  .9303, 1.00, 6.315
"18-aug-13","22:36",   835,  4.0, 0.0272, 1.8190, 0.0273,  .9303, 1.00, 6.428
"18-aug-13","22:37",   925,  4.0, 0.0272, 1.8170, 0.0273,  .9304, 1.00, 6.553
"18-aug-13","22:38",   899,  4.0, 0.0272, 1.8140, 0.0273,  .9300, 1.00, 6.674
"18-aug-13","22:39",   890,  4.0, 0.0272, 1.8118, 0.0273,  .9300, 1.00, 6.795
"18-aug-13","22:40",   827,  4.0, 0.0272, 1.8103, 0.0273,  .9302, 1.00, 6.906
"18-aug-13","22:41",   873,  4.0, 0.0272, 1.8085, 0.0273,  .9304, 1.00, 7.024
"18-aug-13","22:42",   895,  4.0, 0.0272, 1.8055, 0.0273,  .9300, 1.00, 7.145
"18-aug-13","22:43",   905,  4.0, 0.0272, 1.8032, 0.0273,  .9299, 1.00, 7.267
"18-aug-13","22:44",   829,  4.0, 0.0272, 1.8019, 0.0273,  .9302, 1.00, 7.379
"18-aug-13","22:45",   861,  4.0, 0.0272, 1.8000, 0.0273,  .9303, 1.00, 7.495
"18-aug-13","22:46",   895,  4.0, 0.0272, 1.7972, 0.0273,  .9300, 1.00, 7.616
"18-aug-13","22:47",   840,  4.0, 0.0272, 1.7957, 0.0273,  .9302, 1.00, 7.729
"18-aug-13","22:48",   803,  4.0, 0.0272, 1.7939, 0.0273,  .9303, 1.00, 7.837
"18-aug-13","22:49",   888,  4.0, 0.0272, 1.7919, 0.0273,  .9304, 1.00, 7.957
"18-aug-13","22:50",   884,  4.0, 0.0272, 1.7891, 0.0273,  .9300, 1.00, 8.076
