"30-aug-13","00:00",  4043,  3.3, 0.0215, 1.4381, 0.0216,  .9064, 1.00, 8.048
"30-aug-13","00:01",  6534,  3.3, 0.0215, 1.4269, 0.0216,  .9059, 1.00, 8.778
"30-aug-13","00:02", 11347,  3.3, 0.0215, 1.4092, 0.0216,  .9059, 1.00,10.047
"30-aug-13","00:03", 13215,  3.3, 0.0215, 1.3887, 0.0216,  .9058, 1.00,11.523
"30-aug-13","00:04", 13359,  3.3, 0.0215, 1.3675, 0.0216,  .9052, 1.00,13.016
"30-aug-13","00:05",  8224,  3.3, 0.0215, 1.3554, 0.0216,  .9053, 1.00,13.934
"30-aug-13","00:06", 10583,  3.3, 0.0215, 1.3397, 0.0216,  .9053, 1.00,15.115
"30-aug-13","00:07", 11828,  3.3, 0.0215, 1.3222, 0.0216,  .9051, 1.00,16.436
"30-aug-13","00:08",  8261,  3.3, 0.0215, 1.3096, 0.0216,  .9047, 1.00,17.358
"30-aug-13","00:09",  6499,  3.3, 0.0215, 1.3007, 0.0216,  .9049, 1.00,18.083
"30-aug-13","00:10",  4625,  3.3, 0.0215, 1.2942, 0.0216,  .9050, 1.00,18.599
"30-aug-13","00:11",  2089,  3.3, 0.0215, 1.2914, 0.0216,  .9051, 1.00,18.832
"30-aug-13","00:12",  1535,  3.3, 0.0215, 1.2888, 0.0216,  .9049, 1.00,19.003
"30-aug-13","00:13",  2962,  3.3, 0.0215, 1.2845, 0.0216,  .9048, 1.00,19.334
"30-aug-13","00:14",  3941,  3.3, 0.0215, 1.2795, 0.0216,  .9051, 1.00,19.773
"30-aug-13","00:15",  4461,  3.3, 0.0215, 1.2735, 0.0216,  .9053, 1.00,20.271
"30-aug-13","00:16",  4802,  3.3, 0.0215, 1.2663, 0.0216,  .9049, 1.00,20.806
"30-aug-13","00:17",  4730,  3.3, 0.0215, 1.2601, 0.0216,  .9052, 1.00,21.333
"30-aug-13","00:18",  4950,  3.3, 0.0215, 1.2535, 0.0216,  .9053, 1.00,21.884
"30-aug-13","00:19",  4934,  3.3, 0.0215, 1.2469, 0.0216,  .9054, 1.00,22.434
"30-aug-13","00:20",  4224,  3.3, 0.0215, 1.2407, 0.0216,  .9051, 1.00,22.904
"30-aug-13","00:21",  4125,  3.3, 0.0215, 1.2350, 0.0216,  .9051, 1.00,23.364
"30-aug-13","00:22",  4904,  3.3, 0.0215, 1.2289, 0.0216,  .9054, 1.00,23.910
"30-aug-13","00:23",  5164,  3.3, 0.0215, 1.2222, 0.0216,  .9055, 1.00,24.484
"30-aug-13","00:24",  4294,  3.3, 0.0215, 1.2160, 0.0216,  .9052, 1.00,24.962
"30-aug-13","00:25",  3968,  3.3, 0.0215, 1.2112, 0.0216,  .9055, 1.00,25.404
"30-aug-13","00:26",  4510,  3.3, 0.0215, 1.2054, 0.0216,  .9057, 1.00,25.906
"30-aug-13","00:27",  4370,  3.3, 0.0215, 1.1998, 0.0216,  .9058, 1.00,26.392
"30-aug-13","00:28",  4318,  3.3, 0.0215, 1.1937, 0.0216,  .9054, 1.00,26.872
"30-aug-13","00:29",  3859,  3.3, 0.0215, 1.1891, 0.0216,  .9058, 1.00,27.301
"30-aug-13","00:30",  3189,  3.3, 0.0215, 1.1851, 0.0216,  .9059, 1.00,27.656
"30-aug-13","00:31",  3259,  3.3, 0.0215, 1.1805, 0.0216,  .9056, 1.00,28.018
"30-aug-13","00:32",  3336,  3.3, 0.0215, 1.1762, 0.0216,  .9056, 1.00,28.389
"30-aug-13","00:33",  3642,  3.3, 0.0215, 1.1720, 0.0216,  .9059, 1.00,28.794
"30-aug-13","00:34",  3733,  3.3, 0.0215, 1.1674, 0.0216,  .9060, 1.00,29.208
"30-aug-13","00:35",  3689,  3.3, 0.0215, 1.1628, 0.0216,  .9061, 1.00,29.618
"30-aug-13","00:36",  4257,  3.3, 0.0215, 1.1570, 0.0216,  .9058, 1.00,30.091
"30-aug-13","00:37",  3928,  3.3, 0.0215, 1.1525, 0.0216,  .9061, 1.00,30.528
"30-aug-13","00:38",  4467,  3.3, 0.0215, 1.1470, 0.0216,  .9062, 1.00,31.024
"30-aug-13","00:39",  6102,  3.3, 0.0215, 1.1395, 0.0216,  .9062, 1.00,31.701
"30-aug-13","00:40",  5227,  3.3, 0.0215, 1.1325, 0.0216,  .9059, 1.00,32.282
"30-aug-13","00:41",  5977,  3.3, 0.0215, 1.1254, 0.0216,  .9061, 1.00,32.945
"30-aug-13","00:42", 18442,  3.3, 0.0215, 1.1030, 0.0216,  .9060, 1.00,34.991
"30-aug-13","00:43",  7776,  3.3, 0.0215, 1.0938, 0.0216,  .9061, 1.00,35.854
"30-aug-13","00:44",  5396,  3.3, 0.0215, 1.0870, 0.0216,  .9057, 1.00,36.453
"30-aug-13","00:45",  4141,  3.3, 0.0215, 1.0824, 0.0216,  .9060, 1.00,36.912
"30-aug-13","00:46",  4002,  3.3, 0.0215, 1.0778, 0.0216,  .9061, 1.00,37.356
"30-aug-13","00:47",  3665,  3.3, 0.0215, 1.0736, 0.0216,  .9062, 1.00,37.763
"30-aug-13","00:48",  4264,  3.3, 0.0215, 1.0683, 0.0216,  .9059, 1.00,38.236
"30-aug-13","00:49",  3303,  3.3, 0.0215, 1.0648, 0.0216,  .9061, 1.00,38.602
"30-aug-13","00:50",  2923,  3.3, 0.0215, 1.0616, 0.0216,  .9063, 1.00,38.926
"30-aug-13","00:51",  3271,  3.3, 0.0215, 1.0574, 0.0216,  .9059, 1.00,39.289
"30-aug-13","00:52",  3602,  3.3, 0.0215, 1.0533, 0.0216,  .9059, 1.00,39.688
