2013-07-10 19:34:08,-3.377e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:09,-3.390e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:10,-3.403e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:11,-3.418e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:12,-3.431e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:13,-3.445e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:14,-3.458e-06,7.062e-04,1003,296,99,00
2013-07-10 19:34:15,-3.471e-06,7.062e-04,1003,296,99,00
 -3.751e-06  7.065e-04 1003 296 99 00

 -3.760e-06  7.065e-04 1003 296 99 00

 -3.769e-06  7.065e-04 1003 296 99 00

 -3.779e-06  7.065e-04 1003 296 99 00

 -3.918e-06  7.065e-04 1003 296 99 00

 -3.918e-06  7.066e-04 1003 296 99 00

 -3.918e-06  7.066e-04 1003 296 99 00

 -3.918e-06  7.066e-04 1003 296 99 00

 -3.918e-06  7.066e-04 1003 296 99 00

 -3.918e-06  7.067e-04 1003 296 99 00

 -3.918e-06  7.067e-04 1003 296 99 00

 -3.918e-06  7.067e-04 1003 296 99 00

 -3.918e-06  7.067e-04 1003 296 99 00

 -3.954e-06  7.067e-04 1003 296 99 00

 -3.957e-06  7.067e-04 1003 296 99 00

 -3.960e-06  7.067e-04 1003 296 99 00

 -3.963e-06  7.067e-04 1003 296 99 00

 -3.966e-06  7.067e-04 1003 296 99 00

 -3.966e-06  7.067e-04 1003 296 99 00

 -3.966e-06  7.067e-04 1003 296 99 00

 -3.966e-06  7.067e-04 1003 296 99 00

 -3.966e-06  7.067e-04 1003 296 99 00

 -3.967e-06  7.067e-04 1003 296 99 00

 -3.969e-06  7.067e-04 1003 296 99 00

 -3.970e-06  7.067e-04 1003 296 99 00

 -3.971e-06  7.067e-04 1003 296 99 00

 -3.972e-06  7.067e-04 1003 296 99 00

 -3.973e-06  7.067e-04 1003 296 99 00

 -3.974e-06  7.067e-04 1003 296 99 00

