 -3.562e-06  7.081e-04 1003 296 99 00

 -3.568e-06  7.081e-04 1003 296 99 00

 -3.573e-06  7.081e-04 1003 296 99 00

 -3.580e-06  7.081e-04 1003 296 99 00

 -3.587e-06  7.081e-04 1003 296 99 00

 -3.592e-06  7.081e-04 1003 296 99 00

 -3.598e-06  7.081e-04 1003 296 99 00

 -3.603e-06  7.081e-04 1003 296 99 00

 -3.609e-06  7.081e-04 1003 296 99 00

 -3.614e-06  7.081e-04 1003 296 99 00

 -3.619e-06  7.081e-04 1003 296 99 00

 -3.623e-06  7.081e-04 1003 296 99 00

 -3.628e-06  7.081e-04 1003 296 99 00

 -3.632e-06  7.081e-04 1003 296 99 00

 -3.635e-06  7.081e-04 1003 296 99 00

 -3.635e-06  7.082e-04 1003 296 99 00

 -3.635e-06  7.082e-04 1003 296 99 00

 -3.635e-06  7.082e-04 1003 296 99 00

 -3.635e-06  7.082e-04 1003 296 99 00

 -3.635e-06  7.083e-04 1003 296 99 00

 -3.635e-06  7.083e-04 1003 296 99 00

 -3.635e-06  7.083e-04 1003 296 99 00

 -3.635e-06  7.084e-04 1003 296 99 00

 -3.635e-06  7.084e-04 1003 296 99 00

 -3.635e-06  7.084e-04 1003 296 99 00

 -3.640e-06  7.084e-04 1003 296 99 00

 -3.645e-06  7.084e-04 1003 296 99 00

 -3.649e-06  7.084e-04 1003 296 99 00

 -3.653e-06  7.084e-04 1003 296 99 00

 -3.657e-06  7.084e-04 1003 296 99 00

 -3.661e-06  7.084e-04 1003 296 99 00

 -3.664e-06  7.084e-04 1003 296 99 00

 -3.669e-06  7.084e-04 1003 296 99 00

 -3.674e-06  7.084e-04 1003 296 99 00

 -3.678e-06  7.084e-04 1003 296 99 00

 -3.682e-06  7.084e-04 1003 296 99 00

 -3.685e-06  7.084e-04 1003 296 99 00

 -3.689e-06  7.084e-04 1003 296 99 00

 -3.692e-06  7.084e-04 1003 296 99 00

 -3.696e-06  7.084e-04 1003 296 99 00

 -3.701e-06  7.084e-04 1003 296 99 00

 -3.705e-06  7.084e-04 1003 296 99 00

 -3.709e-06  7.084e-04 1003 296 99 00

 -3.712e-06  7.084e-04 1003 296 99 00

 -3.717e-06  7.084e-04 1003 296 99 00

 -3.721e-06  7.084e-04 1003 296 99 00

 -3.725e-06  7.084e-04 1003 296 99 00

 -3.727e-06  7.084e-04 1003 296 99 00

 -3.729e-06  7.084e-04 1003 296 99 00

 -3.731e-06  7.084e-04 1003 296 99 00

 -3.734e-06  7.084e-04 1003 296 99 00

 -3.738e-06  7.084e-04 1003 296 99 00

 -3.741e-06  7.084e-04 1003 296 99 00

 -3.745e-06  7.084e-04 1003 296 99 00

 -3.749e-06  7.084e-04 1003 296 99 00

 -3.753e-06  7.084e-04 1003 296 99 00

 -3.758e-06  7.084e-04 1003 296 99 00

 -3.763e-06  7.084e-04 1003 296 99 00

 -3.768e-06  7.084e-04 1003 296 99 00

 -3.772e-06  7.084e-04 1003 296 99 00

 -3.772e-06  7.084e-04 1003 296 99 00

 -3.772e-06  7.084e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.085e-04 1003 296 99 00

 -3.772e-06  7.086e-04 1003 296 99 00

 -3.774e-06  7.086e-04 1003 296 99 00

 -3.776e-06  7.086e-04 1003 296 99 00

 -3.778e-06  7.086e-04 1003 296 99 00

 -3.780e-06  7.086e-04 1003 296 99 00

 -3.781e-06  7.086e-04 1003 296 99 00

 -3.782e-06  7.086e-04 1003 296 99 00

 -3.783e-06  7.086e-04 1003 296 99 00

 -3.784e-06  7.086e-04 1003 296 99 00

 -3.784e-06  7.086e-04 1003 296 99 00

 -3.785e-06  7.086e-04 1003 296 99 00

 -3.787e-06  7.086e-04 1003 296 99 00

 -3.788e-06  7.086e-04 1003 296 99 00

 -3.789e-06  7.086e-04 1003 296 99 00

 -3.791e-06  7.086e-04 1003 296 99 00

 -3.792e-06  7.086e-04 1003 296 99 00

 -3.793e-06  7.086e-04 1003 296 99 00

 -3.794e-06  7.086e-04 1003 296 99 00

 -3.796e-06  7.086e-04 1003 296 99 00

 -3.799e-06  7.086e-04 1003 296 99 00

 -3.802e-06  7.086e-04 1003 296 99 00

 -3.805e-06  7.086e-04 1003 296 99 00

 -3.808e-06  7.086e-04 1003 296 99 00

 -3.812e-06  7.086e-04 1003 296 99 00

 -3.816e-06  7.086e-04 1003 296 99 00

 -3.818e-06  7.086e-04 1003 296 99 00

 -3.820e-06  7.086e-04 1003 296 99 00

 -3.823e-06  7.086e-04 1003 296 99 00

 -3.826e-06  7.086e-04 1003 296 99 00

 -3.828e-06  7.086e-04 1003 296 99 00

 -3.831e-06  7.086e-04 1003 296 99 00

 -3.833e-06  7.086e-04 1003 296 99 00

 -3.835e-06  7.086e-04 1003 296 99 00

 -3.836e-06  7.086e-04 1003 296 99 00

 -3.837e-06  7.086e-04 1003 296 99 00

 -3.836e-06  7.086e-04 1003 296 99 00

 -3.836e-06  7.086e-04 1003 296 99 00

 -3.836e-06  7.086e-04 1003 296 99 00

 -3.836e-06  7.086e-04 1003 296 99 00

