2013-07-10 19:25:11,
2013-07-10 19:25:12,
2013-07-10 19:25:13,
2013-07-10 19:25:14,
2013-07-10 19:25:15,
2013-07-10 19:25:16,
2013-07-10 19:25:17,
2013-07-10 19:25:18,
2013-07-10 19:25:19,
2013-07-10 19:25:20,
2013-07-10 19:25:21,-1.067e-05,5.060e-05,1003,3
2013-07-10 19:25:22,00,90,00,-1.067e-05,1.252e-04,1003,296,97,00,-1.067e-05,1.967e-04,1003,296,99,00
2013-07-10 19:25:23,-1.067e-05,2.617e-04,1003,296,99,00,-1.067e-05,3.152e-04,1003,295,99,00,-1.067e-05,3.588e-04,1003,295,99,00
2013-07-10 19:25:24,-1.067e-05,3.952e-04,1003,295,99,00,-1.067e-05,4.262e-04,1003,295,99,00
2013-07-10 19:25:25,-1.067e-05,4.520e-04,1003,295,99,00,-1.067e-05,4.738e-04,1003,295,99,00,-3.251e-06,4.738e-04,1003,295,99,00
2013-07-10 19:25:26,-1.542e-06,4.738e-04,1003,295,99,00,-7.551e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:27,2.343e-07,4.738e-04,1003,295,99,00,5.595e-07,4.738e-04,1003,295,99,00,8.078e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:28,9.523e-07,4.738e-04,1003,295,99,00,9.194e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:30,8.684e-07,4.738e-04,1003,295,99,00,7.936e-07,4.738e-04,1003,295,99,00,7.184e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:31,5.608e-07,4.738e-04,1003,295,99,00,4.461e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:32,3.665e-07,4.738e-04,1003,295,99,00,2.857e-07,4.738e-04,1003,295,99,00,2.077e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:33,1.164e-07,4.738e-04,1003,295,99,00,4.117e-08,4.738e-04,1003,295,99,00,-2.639e-08,4.738e-04,100
2013-07-10 19:25:34,3,295,99,00,-8.760e-08,4.738e-04,1003,295,99,00,-8.045e-08,4.738e-04,1003,295,99,00
2013-07-10 19:25:35,-7.390e-08,4.738e-04,1003,295,99,00,-8.391e-08,4.738e-04,1003,295,99,00,-8.800e-08,4.738e-04,1003,295,99,00
2013-07-10 19:25:36,-9.456e-08,4.738e-04,1003,295,99,00,-1.003e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:37,-1.048e-07,4.738e-04,1003,295,99,00,-1.153e-07,4.738e-04,1003,295,99,00,-1.201e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:38,-1.027e-07,4.738e-04,1003,295,99,00,-9.552e-08,4.738e-04,1003,295,99,00
2013-07-10 19:25:39,-9.811e-08,4.738e-04,1003,295,99,00,-1.064e-07,4.738e-04,1003,295,99,00,-1.091e-07,4.738e-04,1003,295,99,00
2013-07-10 19:25:40,-1.185e-07,4.738e-04,1003,295,99,00,-1.185e-07,4.925e-04,1003,295,99,00
2013-07-10 19:25:41,-1.185e-07,5.087e-04,1003,295,99,00,-1.185e-07,5.230e-04,1003,295,99,00,-1.185e-07,5.356e-04,1003,295,99,00
2013-07-10 19:25:42,-1.185e-07,5.467e-04,1003,295,99,00,-1.185e-07,5.566e-04,1003,295,99,00
2013-07-10 19:25:43,-1.185e-07,5.654e-04,1003,295,99,00,-1.185e-07,5.734e-04,1003,295,99,00,-1.185e-07,5.806e-04,1003,295,99,00
2013-07-10 19:25:44,-1.185e-07,5.871e-04,1003,295,99,00,-1.321e-07,5.871e-04,1003,295,99,00,-1.522e-07,5.871e-04,1003,29
2013-07-10 19:25:45,5,99,00,-1.690e-07,5.871e-04,1003,295,99,00,-1.913e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:46,-2.006e-07,5.871e-04,1003,295,99,00,-2.187e-07,5.871e-04,1003,295,99,00,-2.318e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:47,-2.472e-07,5.871e-04,1003,295,99,00,-2.660e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:48,-2.817e-07,5.871e-04,1003,295,99,00,-2.926e-07,5.871e-04,1003,295,99,00,-3.131e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:49,-3.325e-07,5.871e-04,1003,295,99,00,-3.539e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:50,-3.662e-07,5.871e-04,1003,295,99,00,-3.793e-07,5.871e-04,1003,295,99,00,-3.933e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:51,-4.121e-07,5.871e-04,1003,295,99,00,-4.331e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:52,-4.632e-07,5.871e-04,1003,295,99,00,-4.929e-07,5.871e-04,1003,295,99,00,-5.237e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:54,-5.529e-07,5.871e-04,1003,295,99,00,-5.792e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:55,-6.024e-07,5.871e-04,1003,295,99,00,-6.318e-07,5.871e-04,1003,295,99,00,-6.633e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:56,-6.956e-07,5.871e-04,1003,295,99,00,-7.255e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:57,-7.567e-07,5.871e-04,1003,295,99,00,-7.885e-07,5.871e-04,1003,295,99,00,-8.197e-07,5.871e-04,1003,295,99,00
2013-07-10 19:25:58,-8.482e-07,5.871e-04,1003,295,99,00,-8.690e-07,5.871e-04,1003,295,99,00,-8
2013-07-10 19:26:00,-8.899e-07,6.117e-04,1003,295,99,00,-8.899e-07,6.156e-04,1003,295,99,00
2013-07-10 19:26:01,-8.899e-07,6.192e-04,1003,295,99,00,-8.899e-07,6.226e-04,1003,295,99,00,-8.899e-07,6.258e-04,1003,295,99,00
2013-07-10 19:26:02,-8.899e-07,6.289e-04,1003,295,99,00,-9.108e-07,6.289e-04,1003,295,99,00
2013-07-10 19:26:03,-9.313e-07,6.289e-04,1003,295,99,00,-9.534e-07,6.289e-04,1003,295,99,00,-9.775e-07,6.289e-04,1003,295,99,00
2013-07-10 19:26:04,-1.001e-06,6.289e-04,1003,295,99,00,-1.024e-06,6.289e-04,1003,295,99,00
2013-07-10 19:26:05,-1.051e-06,6.289e-04,1003,295,99,00,-1.081e-06,6.289e-04,1003,295,99,00,-1.110e-06,6.289e-04,1003,295,99,00
2013-07-10 19:26:07,-1.138e-06,6.289e-04,1003,295,99,00,-1.162e-06,6.289e-04,1003,295,99,00
2013-07-10 19:26:08,-1.185e-06,6.289e-04,1003,295,99,00,-1.204e-06,6.289e-04,1003,295,99,00,-1.224e-06,6.289e-
2013-07-10 19:26:09,04,1003,295,99,00,-1.249e-06,6.289e-04,1003,295,99,00,-1.274e-06,6.289e-04,1003,295,99,00
2013-07-10 19:26:10,-1.298e-06,6.289e-04,1003,295,99,00,-1.321e-06,6.289e-04,1003,295,99,00,-1.341e-
2013-07-10 19:26:11,06,6.289e-04,1003,295,99,00,-1.362e-06,6.289e-04,1003,295,99,00,-1.378e-06,6.289e-04,1003,295,99,00
2013-07-10 19:26:12,-1.396e-06,6.289e-04,1003,295,99,00,-1.413e-06,6.289e-04,1003,295,99,00
2013-07-10 19:26:13,-1.428e-06,6.289e-04,1003,295,99,00,-1.443e-06,6.289e-04,1003,295,99,00,-1.456e-06,6.289e-04,1003,295,99,00
