 -3.366e-06  7.081e-04 1003 296 99 00

 -3.374e-06  7.081e-04 1003 296 99 00

 -3.382e-06  7.081e-04 1003 296 99 00

 -3.390e-06  7.081e-04 1003 296 99 00

 -3.397e-06  7.081e-04 1003 296 99 00

 -3.405e-06  7.081e-04 1003 296 99 00

 -3.412e-06  7.081e-04 1003 296 99 00

 -3.418e-06  7.081e-04 1003 296 99 00

 -3.424e-06  7.081e-04 1003 296 99 00

 -3.431e-06  7.081e-04 1003 296 99 00

 -3.437e-06  7.081e-04 1003 296 99 00

 -3.437e-06  7.081e-04 1003 296 99 00

