Instr,Time,BC
'Aeth,2013-07-11 19:49:21,"11-jul-13","18:49",241,3.7,0.0343,2.2132,0.0345,.9300,1.00,.227'
'Aeth,2013-07-11 19:50:21,"11-jul-13","18:50",131,3.7,0.0343,2.2123,0.0345,.9297,1.00,.243'
