Instr,Time,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
MetOne, 2013-07-14 05:00:01, 11907, 1270, 536, 325, 151, 19
MetOne, 2013-07-14 05:01:01, 11582, 1221, 515, 310, 134, 15
MetOne, 2013-07-14 05:02:01, 11290, 1169, 516, 316, 136, 14
MetOne, 2013-07-14 05:03:01, 11250, 1211, 525, 309, 139, 13
MetOne, 2013-07-14 05:04:01, 10987, 1173, 501, 291, 132, 12
MetOne, 2013-07-14 05:05:01, 11050, 1163, 503, 288, 131, 12
MetOne, 2013-07-14 05:06:01, 10851, 1197, 506, 298, 139, 13
MetOne, 2013-07-14 05:07:01, 10944, 1139, 486, 283, 119, 13
MetOne, 2013-07-14 05:08:01, 10724, 1153, 472, 273, 118, 11
MetOne, 2013-07-14 05:09:01, 10838, 1174, 490, 294, 128, 14
MetOne, 2013-07-14 05:10:01, 11145, 1214, 530, 320, 144, 15
MetOne, 2013-07-14 05:11:01, 11093, 1188, 496, 287, 128, 12
MetOne, 2013-07-14 05:12:01, 11107, 1184, 497, 302, 138, 14
MetOne, 2013-07-14 05:13:01, 11057, 1193, 499, 293, 121, 13
MetOne, 2013-07-14 05:14:01, 11169, 1168, 494, 294, 126, 13
MetOne, 2013-07-14 05:15:01, 10949, 1162, 477, 292, 129, 9
MetOne, 2013-07-14 05:16:01, 11217, 1233, 537, 322, 139, 14
MetOne, 2013-07-14 05:17:01, 11432, 1232, 519, 314, 149, 16
MetOne, 2013-07-14 05:18:01, 11079, 1177, 523, 310, 152, 15
MetOne, 2013-07-14 05:19:01, 11100, 1193, 503, 296, 138, 15
MetOne, 2013-07-14 05:20:01, 11239, 1195, 515, 300, 133, 14
MetOne, 2013-07-14 05:21:01, 11239, 1198, 513, 316, 144, 15
MetOne, 2013-07-14 05:22:01, 11191, 1188, 512, 316, 137, 13
MetOne, 2013-07-14 05:23:01, 11241, 1195, 494, 293, 135, 10
MetOne, 2013-07-14 05:24:01, 11323, 1161, 501, 297, 138, 13
MetOne, 2013-07-14 05:25:01, 11334, 1190, 503, 304, 135, 13
MetOne, 2013-07-14 05:26:01, 11234, 1203, 513, 327, 147, 15
MetOne, 2013-07-14 05:27:01, 11301, 1272, 555, 326, 148, 15
MetOne, 2013-07-14 05:28:01, 11375, 1274, 551, 346, 159, 15
MetOne, 2013-07-14 05:29:01, 11258, 1258, 547, 335, 153, 18
MetOne, 2013-07-14 05:30:01, 11227, 1259, 539, 331, 155, 17
MetOne, 2013-07-14 05:31:01, 11375, 1283, 588, 363, 166, 17
MetOne, 2013-07-14 05:32:01, 11287, 1335, 613, 382, 185, 16
MetOne, 2013-07-14 05:33:01, 11246, 1305, 595, 364, 171, 20
MetOne, 2013-07-14 05:34:01, 11379, 1304, 603, 374, 186, 20
MetOne, 2013-07-14 05:35:01, 11431, 1328, 600, 373, 183, 21
MetOne, 2013-07-14 05:36:01, 11440, 1361, 607, 388, 188, 19
MetOne, 2013-07-14 05:37:01, 12399, 1540, 803, 536, 305, 69
MetOne, 2013-07-14 05:38:01, 11499, 1358, 632, 398, 196, 22
MetOne, 2013-07-14 05:39:01, 11461, 1365, 637, 398, 191, 15
MetOne, 2013-07-14 05:40:01, 11373, 1377, 631, 399, 187, 15
MetOne, 2013-07-14 05:41:01, 11445, 1398, 654, 424, 200, 20
MetOne, 2013-07-14 05:42:01, 11374, 1367, 637, 401, 185, 19
MetOne, 2013-07-14 05:43:01, 11457, 1410, 663, 417, 219, 21
MetOne, 2013-07-14 05:44:01, 11364, 1329, 620, 392, 186, 20
MetOne, 2013-07-14 05:45:01, 11368, 1350, 637, 396, 197, 15
MetOne, 2013-07-14 05:46:01, 14345, 2542, 1670, 1323, 897, 196
MetOne, 2013-07-14 05:47:01, 13918, 2367, 1475, 1113, 701, 134
MetOne, 2013-07-14 05:48:01, 12164, 1780, 990, 708, 384, 58
MetOne, 2013-07-14 05:49:01, 11385, 1379, 652, 416, 219, 24
MetOne, 2013-07-14 05:50:01, 11194, 1269, 573, 367, 179, 20
MetOne, 2013-07-14 05:51:01, 11233, 1300, 589, 371, 188, 19
MetOne, 2013-07-14 05:52:01, 11251, 1300, 573, 356, 171, 16
MetOne, 2013-07-14 05:53:01, 11064, 1254, 557, 341, 156, 12
MetOne, 2013-07-14 05:54:01, 11138, 1275, 574, 350, 165, 18
MetOne, 2013-07-14 05:55:01, 11147, 1325, 599, 377, 180, 21
MetOne, 2013-07-14 05:56:01, 11342, 1372, 635, 401, 209, 22
MetOne, 2013-07-14 05:57:01, 11414, 1427, 703, 457, 238, 28
MetOne, 2013-07-14 05:58:01, 11282, 1443, 700, 453, 221, 26
MetOne, 2013-07-14 05:59:01, 11382, 1421, 693, 450, 226, 25
MetOne, 2013-07-14 06:00:01, 11402, 1448, 718, 464, 227, 25
MetOne, 2013-07-14 06:01:01, 11309, 1486, 751, 483, 239, 27
MetOne, 2013-07-14 06:02:01, 11409, 1462, 716, 460, 229, 23
MetOne, 2013-07-14 06:03:01, 11504, 1571, 803, 553, 297, 41
MetOne, 2013-07-14 06:04:01, 11622, 1605, 828, 569, 302, 35
MetOne, 2013-07-14 06:05:01, 12084, 1880, 1041, 726, 393, 58
MetOne, 2013-07-14 06:06:01, 11483, 1540, 784, 520, 264, 34
MetOne, 2013-07-14 06:07:01, 11455, 1573, 804, 528, 267, 28
MetOne, 2013-07-14 06:08:01, 11379, 1495, 733, 477, 240, 23
MetOne, 2013-07-14 06:09:01, 11469, 1606, 809, 551, 286, 34
MetOne, 2013-07-14 06:10:01, 11648, 1693, 896, 609, 319, 39
MetOne, 2013-07-14 06:11:01, 11348, 1582, 797, 523, 273, 29
MetOne, 2013-07-14 06:12:01, 11412, 1542, 778, 521, 267, 25
MetOne, 2013-07-14 06:13:01, 11257, 1560, 787, 523, 259, 33
MetOne, 2013-07-14 06:14:01, 11288, 1508, 724, 469, 227, 28
MetOne, 2013-07-14 06:15:01, 10951, 1429, 699, 464, 233, 25
MetOne, 2013-07-14 06:16:01, 11136, 1396, 658, 427, 218, 24
MetOne, 2013-07-14 06:17:01, 11222, 1398, 655, 421, 211, 21
MetOne, 2013-07-14 06:18:01, 11352, 1411, 663, 422, 209, 23
MetOne, 2013-07-14 06:19:01, 11184, 1405, 683, 432, 204, 21
MetOne, 2013-07-14 06:20:01, 11303, 1395, 678, 448, 237, 25
MetOne, 2013-07-14 06:21:01, 11287, 1347, 648, 405, 210, 27
MetOne, 2013-07-14 06:22:01, 11254, 1323, 617, 392, 191, 13
MetOne, 2013-07-14 06:23:01, 11296, 1342, 607, 382, 183, 21
MetOne, 2013-07-14 06:24:01, 11259, 1315, 585, 375, 182, 19
MetOne, 2013-07-14 06:25:01, 11436, 1303, 598, 370, 174, 21
MetOne, 2013-07-14 06:26:01, 11203, 1335, 627, 388, 190, 22
MetOne, 2013-07-14 06:27:01, 11272, 1330, 617, 388, 198, 20
MetOne, 2013-07-14 06:28:01, 11304, 1348, 638, 398, 199, 25
MetOne, 2013-07-14 06:29:01, 11179, 1318, 608, 388, 184, 15
MetOne, 2013-07-14 06:30:01, 11329, 1340, 626, 396, 194, 25
MetOne, 2013-07-14 06:31:02, 11294, 1354, 629, 385, 187, 17
MetOne, 2013-07-14 06:32:01, 11211, 1300, 577, 364, 165, 17
MetOne, 2013-07-14 06:33:02, 11185, 1328, 599, 373, 185, 19
MetOne, 2013-07-14 06:34:02, 11262, 1364, 647, 418, 206, 23
MetOne, 2013-07-14 06:35:02, 11358, 1330, 618, 388, 194, 26
MetOne, 2013-07-14 06:36:02, 11091, 1278, 607, 385, 188, 23
MetOne, 2013-07-14 06:37:02, 11277, 1308, 602, 379, 183, 24
MetOne, 2013-07-14 06:38:02, 10962, 1267, 581, 359, 183, 22
MetOne, 2013-07-14 06:39:02, 11275, 1326, 602, 374, 182, 23
MetOne, 2013-07-14 06:40:02, 11745, 1439, 711, 482, 254, 52
MetOne, 2013-07-14 06:41:02, 13265, 1880, 1121, 821, 524, 125
MetOne, 2013-07-14 06:42:02, 11003, 1328, 639, 412, 212, 27
MetOne, 2013-07-14 06:43:02, 10974, 1270, 602, 370, 177, 21
MetOne, 2013-07-14 06:44:02, 10907, 1236, 566, 364, 185, 18
MetOne, 2013-07-14 06:45:02, 10712, 1243, 584, 372, 177, 20
MetOne, 2013-07-14 06:46:02, 10853, 1239, 532, 332, 171, 18
MetOne, 2013-07-14 06:47:02, 11038, 1239, 577, 358, 167, 15
MetOne, 2013-07-14 06:48:02, 10809, 1209, 548, 342, 170, 22
MetOne, 2013-07-14 06:49:02, 10955, 1191, 529, 325, 145, 13
MetOne, 2013-07-14 06:50:02, 10868, 1219, 548, 343, 167, 21
MetOne, 2013-07-14 06:51:02, 10792, 1218, 553, 335, 163, 19
MetOne, 2013-07-14 06:52:02, 10697, 1238, 561, 346, 169, 15
MetOne, 2013-07-14 06:53:02, 10779, 1210, 573, 359, 188, 22
MetOne, 2013-07-14 06:54:02, 10898, 1231, 558, 350, 167, 22
MetOne, 2013-07-14 06:55:02, 10847, 1256, 556, 348, 157, 14
MetOne, 2013-07-14 06:56:02, 11172, 1217, 551, 342, 165, 22
MetOne, 2013-07-14 06:57:02, 10925, 1193, 550, 339, 156, 16
MetOne, 2013-07-14 06:58:02, 11069, 1199, 538, 343, 148, 17
MetOne, 2013-07-14 06:59:02, 11345, 1213, 532, 326, 163, 17
MetOne, 2013-07-14 07:00:02, 11411, 1220, 553, 336, 166, 18
MetOne, 2013-07-14 07:01:02, 11086, 1233, 570, 356, 165, 15
MetOne, 2013-07-14 07:02:02, 11080, 1260, 584, 369, 175, 16
MetOne, 2013-07-14 07:03:02, 11030, 1285, 610, 386, 188, 24
MetOne, 2013-07-14 07:04:02, 10899, 1219, 572, 362, 169, 19
MetOne, 2013-07-14 07:05:02, 10773, 1233, 549, 335, 161, 21
MetOne, 2013-07-14 07:06:02, 10635, 1222, 548, 340, 171, 20
MetOne, 2013-07-14 07:07:02, 10801, 1240, 560, 362, 180, 25
MetOne, 2013-07-14 07:08:02, 10761, 1209, 533, 318, 151, 19
MetOne, 2013-07-14 07:09:02, 10819, 1261, 592, 362, 174, 20
MetOne, 2013-07-14 07:10:02, 10912, 1312, 630, 397, 192, 27
MetOne, 2013-07-14 07:11:02, 11113, 1271, 584, 359, 171, 22
MetOne, 2013-07-14 07:12:02, 11448, 1376, 683, 440, 220, 32
MetOne, 2013-07-14 07:13:02, 12054, 1790, 972, 668, 340, 48
MetOne, 2013-07-14 07:14:02, 11849, 1587, 834, 563, 290, 53
MetOne, 2013-07-14 07:15:02, 11499, 1454, 741, 482, 253, 31
MetOne, 2013-07-14 07:16:02, 11205, 1382, 681, 423, 215, 31
MetOne, 2013-07-14 07:17:02, 10895, 1277, 574, 361, 170, 19
MetOne, 2013-07-14 07:18:02, 10777, 1215, 556, 346, 164, 17
MetOne, 2013-07-14 07:19:02, 10868, 1295, 586, 348, 172, 19
MetOne, 2013-07-14 07:20:02, 10937, 1250, 567, 350, 172, 17
MetOne, 2013-07-14 07:21:02, 10742, 1249, 554, 351, 171, 18
MetOne, 2013-07-14 07:22:02, 10630, 1205, 539, 337, 158, 15
MetOne, 2013-07-14 07:23:02, 10755, 1219, 543, 328, 158, 17
MetOne, 2013-07-14 07:24:02, 10407, 1204, 539, 326, 148, 14
MetOne, 2013-07-14 07:25:02, 10486, 1208, 554, 338, 155, 15
MetOne, 2013-07-14 07:26:02, 12363, 1640, 973, 728, 481, 113
MetOne, 2013-07-14 07:27:02, 10955, 1348, 661, 447, 241, 43
MetOne, 2013-07-14 07:28:02, 10634, 1210, 557, 351, 171, 22
MetOne, 2013-07-14 07:29:02, 11037, 1245, 585, 382, 181, 20
MetOne, 2013-07-14 07:30:02, 11273, 1290, 599, 365, 170, 22
MetOne, 2013-07-14 07:31:02, 10896, 1258, 581, 353, 172, 20
MetOne, 2013-07-14 07:32:02, 11443, 1489, 772, 531, 273, 44
MetOne, 2013-07-14 07:33:02, 11043, 1399, 713, 467, 243, 31
MetOne, 2013-07-14 07:34:02, 10869, 1228, 569, 341, 169, 22
MetOne, 2013-07-14 07:35:02, 10696, 1166, 523, 323, 154, 18
MetOne, 2013-07-14 07:36:02, 10638, 1188, 533, 321, 148, 18
MetOne, 2013-07-14 07:37:02, 10552, 1180, 511, 301, 140, 20
MetOne, 2013-07-14 07:38:02, 10558, 1178, 528, 316, 166, 21
MetOne, 2013-07-14 07:39:02, 10595, 1149, 514, 303, 142, 19
MetOne, 2013-07-14 07:40:02, 21314, 6509, 4916, 3977, 2625, 596
MetOne, 2013-07-14 07:41:02, 21657, 6380, 4546, 3540, 2227, 458
MetOne, 2013-07-14 07:42:02, 18087, 4335, 3031, 2365, 1559, 383
MetOne, 2013-07-14 07:43:02, 26706, 7792, 5987, 4944, 3422, 872
MetOne, 2013-07-14 07:44:02, 24487, 6752, 5200, 4318, 3052, 794
MetOne, 2013-07-14 07:45:02, 21197, 5588, 4222, 3498, 2454, 625
MetOne, 2013-07-14 07:46:02, 22445, 5849, 4502, 3735, 2641, 712
MetOne, 2013-07-14 07:47:02, 21664, 5150, 3974, 3299, 2345, 701
MetOne, 2013-07-14 07:48:02, 19765, 4625, 3498, 2893, 2083, 594
MetOne, 2013-07-14 07:49:02, 12101, 1734, 956, 688, 395, 67
MetOne, 2013-07-14 07:50:02, 12029, 1866, 1079, 770, 428, 68
MetOne, 2013-07-14 07:51:02, 22722, 6933, 5173, 4177, 2782, 631
MetOne, 2013-07-14 07:52:02, 14244, 2829, 1844, 1403, 882, 187
MetOne, 2013-07-14 07:53:02, 26106, 7465, 5940, 5026, 3649, 1089
MetOne, 2013-07-14 07:54:02, 19093, 4937, 3606, 2882, 1929, 427
MetOne, 2013-07-14 07:55:02, 32410, 12705, 9001, 6989, 4307, 802
MetOne, 2013-07-14 07:56:02, 28678, 9767, 7146, 5703, 3702, 803
MetOne, 2013-07-14 07:57:02, 20649, 5555, 3764, 2906, 1786, 382
MetOne, 2013-07-14 07:58:02, 27144, 8595, 6193, 4844, 3106, 701
MetOne, 2013-07-14 07:59:02, 27556, 8066, 5960, 4801, 3230, 845
MetOne, 2013-07-14 08:00:02, 19565, 5736, 3787, 2826, 1645, 286
MetOne, 2013-07-14 08:01:02, 19595, 5653, 3670, 2692, 1547, 247
MetOne, 2013-07-14 08:02:02, 17098, 4805, 2950, 2072, 1100, 104
MetOne, 2013-07-14 08:03:02, 16064, 4343, 2588, 1792, 897, 79
MetOne, 2013-07-14 08:04:02, 15206, 3744, 2240, 1569, 818, 92
MetOne, 2013-07-14 08:05:02, 13998, 3097, 1800, 1238, 644, 77
MetOne, 2013-07-14 08:06:02, 14201, 3043, 1835, 1290, 684, 94
MetOne, 2013-07-14 08:07:02, 18245, 5120, 3192, 2305, 1256, 156
MetOne, 2013-07-14 08:08:02, 21385, 7349, 4678, 3385, 1868, 228
MetOne, 2013-07-14 08:09:02, 23230, 7756, 4983, 3580, 1957, 228
MetOne, 2013-07-14 08:10:02, 28675, 9812, 6830, 5265, 3278, 685
MetOne, 2013-07-14 08:11:02, 24530, 8512, 5385, 3864, 2088, 240
MetOne, 2013-07-14 08:12:02, 24254, 9144, 5734, 4033, 2109, 184
MetOne, 2013-07-14 08:13:02, 23219, 8616, 5336, 3684, 1849, 139
MetOne, 2013-07-14 08:14:02, 22427, 7950, 4937, 3411, 1714, 158
