Instr,Time,MetOne03,MetOne05,MetOne07,MetOne1,MetOne2,MetOne5
MetOne, 2013-07-13 17:18:59, 3590, 639, 362, 257, 140, 32
MetOne, 2013-07-13 17:19:59, 33339, 20974, 18033, 15516, 11586, 3469
MetOne, 2013-07-13 17:20:59, 6645, 1794, 1381, 1113, 756, 180
MetOne, 2013-07-13 17:21:59, 3958, 705, 440, 321, 203, 41
MetOne, 2013-07-13 17:22:59, 3397, 460, 223, 131, 73, 7
MetOne, 2013-07-13 17:23:59, 3283, 437, 214, 133, 66, 6
MetOne, 2013-07-13 17:24:59, 3237, 396, 176, 108, 51, 7
MetOne, 2013-07-13 17:25:59, 3474, 513, 258, 169, 94, 16
MetOne, 2013-07-13 17:26:59, 4978, 1311, 840, 589, 331, 56
MetOne, 2013-07-13 17:27:59, 5894, 1484, 1104, 889, 605, 159
MetOne, 2013-07-13 17:28:59, 3898, 537, 300, 220, 127, 36
MetOne, 2013-07-13 17:29:59, 3237, 368, 146, 86, 39, 7
MetOne, 2013-07-13 17:30:59, 3550, 424, 212, 144, 90, 25
MetOne, 2013-07-13 17:31:59, 3384, 373, 158, 97, 53, 15
MetOne, 2013-07-13 17:32:59, 3572, 464, 220, 150, 93, 22
MetOne, 2013-07-13 17:33:59, 3472, 417, 194, 133, 68, 11
MetOne, 2013-07-13 17:34:59, 3312, 364, 156, 104, 54, 9
MetOne, 2013-07-13 17:35:59, 3344, 357, 146, 82, 38, 4
MetOne, 2013-07-13 17:36:59, 3291, 352, 150, 87, 46, 9
MetOne, 2013-07-13 17:37:59, 3150, 384, 191, 131, 75, 19
MetOne, 2013-07-13 17:38:59, 7780, 2267, 1713, 1381, 946, 281
MetOne, 2013-07-13 17:39:59, 3570, 604, 379, 288, 193, 57
MetOne, 2013-07-13 17:40:59, 5024, 991, 689, 548, 397, 147
MetOne, 2013-07-13 17:41:59, 4717, 913, 611, 467, 313, 84
MetOne, 2013-07-13 17:42:59, 4443, 764, 511, 405, 279, 80
MetOne, 2013-07-13 17:43:59, 3966, 622, 372, 278, 190, 58
MetOne, 2013-07-13 17:44:59, 3376, 434, 207, 134, 76, 16
MetOne, 2013-07-13 17:45:59, 3031, 327, 140, 77, 38, 7
MetOne, 2013-07-13 17:46:59, 3160, 371, 144, 78, 34, 5
MetOne, 2013-07-13 17:47:59, 3316, 402, 188, 118, 64, 11
MetOne, 2013-07-13 17:48:59, 3226, 414, 202, 134, 84, 20
MetOne, 2013-07-13 17:49:59, 3196, 369, 179, 115, 69, 13
MetOne, 2013-07-13 17:50:59, 3051, 316, 129, 79, 42, 7
MetOne, 2013-07-13 17:51:59, 3052, 340, 129, 73, 30, 4
MetOne, 2013-07-13 17:52:59, 3232, 425, 195, 119, 62, 11
MetOne, 2013-07-13 17:53:59, 3307, 345, 140, 81, 34, 6
MetOne, 2013-07-13 17:54:59, 3355, 413, 177, 113, 58, 9
MetOne, 2013-07-13 17:55:59, 3395, 407, 193, 128, 71, 14
MetOne, 2013-07-13 17:56:59, 3358, 365, 143, 83, 40, 6
MetOne, 2013-07-13 17:57:59, 3699, 397, 172, 104, 64, 16
MetOne, 2013-07-13 17:58:59, 5243, 925, 643, 488, 327, 105
MetOne, 2013-07-13 17:59:59, 3377, 327, 141, 83, 38, 4
MetOne, 2013-07-13 18:00:59, 3441, 369, 141, 82, 42, 7
MetOne, 2013-07-13 18:01:59, 3493, 440, 202, 129, 71, 15
MetOne, 2013-07-13 18:02:59, 3629, 441, 197, 127, 75, 14
MetOne, 2013-07-13 18:03:59, 4803, 994, 662, 496, 329, 80
MetOne, 2013-07-13 18:04:59, 3689, 443, 206, 134, 78, 15
MetOne, 2013-07-13 18:05:59, 3595, 397, 176, 114, 65, 13
MetOne, 2013-07-13 18:06:59, 3484, 367, 140, 74, 32, 2
MetOne, 2013-07-13 18:07:59, 3655, 424, 194, 121, 73, 14
MetOne, 2013-07-13 18:08:59, 3974, 596, 330, 234, 144, 27
MetOne, 2013-07-13 18:09:59, 12986, 3946, 3206, 2689, 1971, 661
MetOne, 2013-07-13 18:10:59, 9180, 2491, 1945, 1617, 1163, 351
MetOne, 2013-07-13 18:11:59, 5867, 1269, 895, 693, 475, 148
MetOne, 2013-07-13 18:12:59, 3615, 390, 169, 106, 58, 9
MetOne, 2013-07-13 18:13:59, 3755, 433, 187, 112, 56, 12
MetOne, 2013-07-13 18:14:59, 3671, 419, 192, 127, 68, 12
MetOne, 2013-07-13 18:15:59, 3779, 451, 212, 129, 66, 13
MetOne, 2013-07-13 18:16:59, 3645, 378, 146, 78, 37, 5
MetOne, 2013-07-13 18:17:59, 3689, 379, 146, 82, 38, 4
MetOne, 2013-07-13 18:18:59, 3730, 386, 151, 79, 33, 3
MetOne, 2013-07-13 18:20:00, 4613, 810, 521, 389, 256, 60
MetOne, 2013-07-13 18:21:00, 3960, 488, 234, 156, 93, 20
MetOne, 2013-07-13 18:22:00, 3937, 542, 286, 194, 117, 25
MetOne, 2013-07-13 18:23:00, 3677, 383, 162, 86, 44, 6
MetOne, 2013-07-13 18:24:00, 3772, 399, 168, 107, 57, 10
MetOne, 2013-07-13 18:25:00, 3624, 380, 150, 86, 42, 3
MetOne, 2013-07-13 18:26:00, 3619, 359, 146, 78, 34, 3
MetOne, 2013-07-13 18:27:00, 3904, 436, 205, 126, 70, 12
MetOne, 2013-07-13 18:28:00, 3915, 473, 214, 140, 81, 15
MetOne, 2013-07-13 18:29:00, 3918, 494, 235, 158, 78, 12
MetOne, 2013-07-13 18:30:00, 3754, 400, 169, 108, 57, 7
MetOne, 2013-07-13 18:31:00, 3635, 370, 155, 87, 38, 7
MetOne, 2013-07-13 18:32:00, 3716, 369, 128, 73, 37, 7
MetOne, 2013-07-13 18:33:00, 3801, 385, 149, 88, 42, 7
MetOne, 2013-07-13 18:34:00, 3654, 349, 133, 72, 29, 3
MetOne, 2013-07-13 18:35:00, 3688, 375, 157, 86, 38, 6
MetOne, 2013-07-13 18:36:00, 3740, 403, 150, 85, 39, 8
MetOne, 2013-07-13 18:37:00, 4329, 546, 288, 202, 127, 43
MetOne, 2013-07-13 18:38:00, 4451, 562, 309, 224, 141, 42
MetOne, 2013-07-13 18:39:00, 4095, 460, 228, 150, 84, 16
MetOne, 2013-07-13 18:40:00, 4058, 442, 190, 114, 64, 17
MetOne, 2013-07-13 18:41:00, 3855, 409, 173, 97, 45, 7
MetOne, 2013-07-13 18:42:00, 3872, 400, 157, 93, 51, 9
MetOne, 2013-07-13 18:43:00, 4527, 528, 276, 196, 119, 31
MetOne, 2013-07-13 18:44:00, 4280, 474, 215, 124, 63, 9
MetOne, 2013-07-13 18:45:00, 4127, 430, 170, 102, 51, 9
MetOne, 2013-07-13 18:46:00, 4215, 469, 210, 126, 72, 10
MetOne, 2013-07-13 18:47:00, 4413, 497, 227, 139, 73, 17
MetOne, 2013-07-13 18:48:00, 6244, 1156, 803, 630, 449, 141
MetOne, 2013-07-13 18:49:00, 4370, 493, 231, 142, 81, 15
MetOne, 2013-07-13 18:50:00, 5094, 719, 427, 312, 199, 63
MetOne, 2013-07-13 18:51:00, 5821, 966, 637, 491, 332, 106
MetOne, 2013-07-13 18:52:00, 32724, 22276, 17965, 14614, 9862, 1916
MetOne, 2013-07-13 18:53:00, 6982, 1826, 1316, 1040, 679, 148
MetOne, 2013-07-13 18:54:00, 5729, 1080, 700, 525, 334, 69
MetOne, 2013-07-13 18:55:00, 4654, 604, 316, 220, 135, 37
MetOne, 2013-07-13 18:56:00, 5031, 711, 412, 298, 186, 54
MetOne, 2013-07-13 18:57:00, 4151, 470, 200, 114, 55, 9
MetOne, 2013-07-13 18:58:00, 4270, 469, 203, 121, 63, 9
MetOne, 2013-07-13 18:59:00, 4503, 588, 320, 213, 125, 29
MetOne, 2013-07-13 19:00:00, 6834, 1607, 1081, 818, 530, 128
MetOne, 2013-07-13 19:01:00, 12551, 3799, 2744, 2094, 1367, 369
MetOne, 2013-07-13 19:02:00, 9130, 2351, 1683, 1314, 894, 258
MetOne, 2013-07-13 19:03:00, 6548, 1319, 885, 692, 467, 120
MetOne, 2013-07-13 19:04:00, 6321, 1613, 1049, 787, 468, 96
MetOne, 2013-07-13 19:05:00, 13672, 5308, 4203, 3411, 2350, 597
MetOne, 2013-07-13 19:06:00, 13112, 4939, 3846, 3106, 2112, 505
MetOne, 2013-07-13 19:07:00, 5366, 904, 547, 399, 240, 54
MetOne, 2013-07-13 19:08:00, 4364, 455, 204, 124, 71, 13
MetOne, 2013-07-13 19:09:00, 8506, 3501, 2458, 1838, 1110, 193
MetOne, 2013-07-13 19:10:00, 7994, 2832, 1915, 1411, 824, 136
MetOne, 2013-07-13 19:11:00, 4957, 783, 456, 318, 193, 51
MetOne, 2013-07-13 19:12:00, 5694, 1291, 839, 635, 412, 102
MetOne, 2013-07-13 19:13:00, 5322, 876, 546, 409, 279, 74
MetOne, 2013-07-13 19:14:00, 6403, 1382, 945, 721, 475, 133
MetOne, 2013-07-13 19:15:00, 6130, 1255, 853, 656, 429, 119
MetOne, 2013-07-13 19:16:00, 6445, 1282, 867, 681, 452, 137
MetOne, 2013-07-13 19:17:00, 8983, 2808, 2176, 1790, 1252, 296
MetOne, 2013-07-13 19:18:00, 6010, 1476, 1046, 844, 557, 122
MetOne, 2013-07-13 19:19:00, 5185, 982, 655, 496, 320, 61
MetOne, 2013-07-13 19:20:00, 4682, 827, 503, 363, 228, 36
MetOne, 2013-07-13 19:21:00, 5049, 813, 498, 374, 250, 56
MetOne, 2013-07-13 19:22:00, 5056, 762, 477, 358, 242, 64
MetOne, 2013-07-13 19:23:00, 4802, 679, 398, 286, 189, 51
MetOne, 2013-07-13 19:24:00, 4911, 669, 398, 290, 191, 50
MetOne, 2013-07-13 19:25:00, 4882, 631, 341, 237, 146, 44
MetOne, 2013-07-13 19:26:00, 4634, 515, 258, 180, 104, 22
MetOne, 2013-07-13 19:27:00, 4632, 545, 276, 187, 116, 24
MetOne, 2013-07-13 19:28:00, 4446, 492, 211, 128, 72, 13
MetOne, 2013-07-13 19:29:00, 4321, 455, 198, 117, 62, 11
MetOne, 2013-07-13 19:30:00, 4364, 471, 206, 123, 64, 11
MetOne, 2013-07-13 19:31:00, 4385, 444, 191, 113, 57, 12
MetOne, 2013-07-13 19:32:00, 4327, 462, 202, 113, 54, 6
MetOne, 2013-07-13 19:33:00, 4222, 440, 181, 103, 49, 7
MetOne, 2013-07-13 19:34:00, 4305, 416, 178, 102, 53, 7
MetOne, 2013-07-13 19:35:00, 4339, 450, 184, 103, 48, 7
MetOne, 2013-07-13 19:36:00, 4296, 443, 175, 101, 44, 8
MetOne, 2013-07-13 19:37:00, 4312, 485, 205, 133, 63, 9
MetOne, 2013-07-13 19:38:00, 4232, 512, 233, 136, 64, 8
MetOne, 2013-07-13 19:39:00, 4319, 551, 274, 167, 83, 14
MetOne, 2013-07-13 19:40:00, 4564, 686, 364, 241, 115, 14
MetOne, 2013-07-13 19:41:00, 4669, 700, 359, 240, 130, 16
MetOne, 2013-07-13 19:42:00, 4523, 646, 309, 197, 103, 9
MetOne, 2013-07-13 19:43:00, 4412, 561, 258, 160, 81, 7
MetOne, 2013-07-13 19:44:00, 4524, 588, 280, 169, 82, 9
MetOne, 2013-07-13 19:45:00, 4326, 510, 226, 130, 63, 7
MetOne, 2013-07-13 19:46:00, 4336, 566, 255, 152, 74, 8
MetOne, 2013-07-13 19:47:00, 4481, 586, 282, 164, 77, 6
MetOne, 2013-07-13 19:48:00, 4519, 582, 264, 160, 79, 12
MetOne, 2013-07-13 19:49:00, 4523, 570, 262, 160, 84, 13
MetOne, 2013-07-13 19:50:00, 4518, 536, 254, 162, 75, 11
MetOne, 2013-07-13 19:51:00, 4356, 496, 224, 137, 66, 11
MetOne, 2013-07-13 19:52:00, 4404, 521, 231, 136, 68, 8
MetOne, 2013-07-13 19:53:00, 4432, 481, 205, 119, 63, 13
MetOne, 2013-07-13 19:54:00, 4364, 477, 196, 117, 59, 9
MetOne, 2013-07-13 19:55:00, 4482, 457, 178, 102, 50, 8
MetOne, 2013-07-13 19:56:00, 4359, 456, 196, 113, 48, 8
MetOne, 2013-07-13 19:57:00, 4344, 466, 185, 104, 45, 5
MetOne, 2013-07-13 19:58:00, 4338, 451, 187, 108, 48, 4
MetOne, 2013-07-13 19:59:00, 4322, 446, 188, 107, 51, 6
MetOne, 2013-07-13 20:00:00, 4310, 464, 188, 103, 47, 3
MetOne, 2013-07-13 20:01:00, 4409, 485, 213, 120, 61, 7
MetOne, 2013-07-13 20:02:00, 4409, 509, 237, 138, 65, 9
MetOne, 2013-07-13 20:03:00, 4551, 576, 269, 166, 81, 14
MetOne, 2013-07-13 20:04:00, 4632, 607, 291, 172, 88, 16
MetOne, 2013-07-13 20:05:00, 4658, 636, 314, 198, 102, 17
MetOne, 2013-07-13 20:06:00, 4763, 663, 347, 226, 124, 15
MetOne, 2013-07-13 20:07:00, 4761, 659, 320, 203, 100, 13
MetOne, 2013-07-13 20:08:00, 4716, 554, 250, 152, 78, 13
MetOne, 2013-07-13 20:09:00, 4450, 493, 212, 120, 65, 11
MetOne, 2013-07-13 20:10:00, 4531, 491, 200, 114, 53, 4
MetOne, 2013-07-13 20:11:00, 4534, 480, 180, 103, 48, 6
MetOne, 2013-07-13 20:12:00, 4455, 486, 206, 115, 51, 6
MetOne, 2013-07-13 20:13:00, 4511, 457, 185, 101, 48, 7
MetOne, 2013-07-13 20:14:00, 4516, 458, 195, 116, 58, 10
MetOne, 2013-07-13 20:15:00, 4492, 453, 178, 100, 49, 7
MetOne, 2013-07-13 20:16:00, 4445, 439, 175, 108, 50, 8
MetOne, 2013-07-13 20:17:00, 4582, 512, 228, 143, 72, 13
MetOne, 2013-07-13 20:18:00, 4545, 560, 265, 161, 85, 11
MetOne, 2013-07-13 20:19:00, 4682, 633, 320, 208, 112, 16
MetOne, 2013-07-13 20:20:00, 4713, 622, 316, 204, 104, 11
MetOne, 2013-07-13 20:21:00, 4752, 623, 314, 214, 115, 19
MetOne, 2013-07-13 20:22:00, 4592, 498, 217, 125, 61, 10
MetOne, 2013-07-13 20:23:00, 4394, 446, 182, 108, 51, 6
MetOne, 2013-07-13 20:24:00, 4364, 445, 177, 101, 47, 8
MetOne, 2013-07-13 20:25:00, 4417, 435, 162, 89, 37, 6
MetOne, 2013-07-13 20:26:00, 4452, 460, 184, 103, 49, 7
MetOne, 2013-07-13 20:27:00, 4501, 451, 183, 101, 49, 5
MetOne, 2013-07-13 20:28:00, 4468, 446, 181, 101, 45, 6
MetOne, 2013-07-13 20:29:00, 4454, 463, 193, 106, 46, 9
MetOne, 2013-07-13 20:30:00, 4513, 444, 180, 104, 45, 6
MetOne, 2013-07-13 20:31:00, 4365, 417, 168, 90, 44, 6
MetOne, 2013-07-13 20:32:00, 4500, 446, 175, 102, 47, 6
MetOne, 2013-07-13 20:33:00, 4470, 448, 183, 101, 47, 3
MetOne, 2013-07-13 20:34:00, 4608, 466, 185, 107, 46, 6
MetOne, 2013-07-13 20:35:00, 4612, 450, 184, 102, 54, 7
MetOne, 2013-07-13 20:36:00, 4687, 489, 194, 114, 51, 7
MetOne, 2013-07-13 20:37:00, 4529, 445, 176, 99, 45, 5
MetOne, 2013-07-13 20:38:00, 4533, 450, 179, 102, 56, 9
MetOne, 2013-07-13 20:39:00, 4486, 470, 186, 111, 58, 10
MetOne, 2013-07-13 20:40:00, 4540, 445, 177, 100, 49, 6
MetOne, 2013-07-13 20:41:00, 4620, 466, 185, 105, 49, 8
MetOne, 2013-07-13 20:42:00, 4699, 470, 186, 110, 53, 8
MetOne, 2013-07-13 20:43:00, 4643, 447, 175, 92, 42, 4
MetOne, 2013-07-13 20:44:00, 4619, 464, 178, 101, 48, 8
MetOne, 2013-07-13 20:45:00, 4454, 452, 167, 91, 44, 7
MetOne, 2013-07-13 20:46:00, 4504, 441, 186, 109, 48, 3
MetOne, 2013-07-13 20:47:00, 4551, 436, 181, 105, 51, 8
MetOne, 2013-07-13 20:48:00, 4558, 456, 188, 99, 46, 7
MetOne, 2013-07-13 20:49:00, 4619, 448, 171, 81, 41, 3
MetOne, 2013-07-13 20:50:00, 4724, 483, 181, 101, 43, 5
MetOne, 2013-07-13 20:51:00, 4678, 461, 187, 104, 46, 5
MetOne, 2013-07-13 20:52:00, 4650, 461, 179, 102, 48, 6
MetOne, 2013-07-13 20:53:00, 4587, 459, 178, 103, 48, 4
MetOne, 2013-07-13 20:54:00, 4656, 469, 187, 105, 40, 4
MetOne, 2013-07-13 20:55:00, 4723, 453, 172, 103, 46, 8
MetOne, 2013-07-13 20:56:00, 4800, 459, 176, 98, 40, 7
MetOne, 2013-07-13 20:57:00, 4720, 454, 190, 104, 43, 6
MetOne, 2013-07-13 20:58:00, 4650, 456, 187, 105, 43, 5
MetOne, 2013-07-13 20:59:00, 4635, 466, 199, 114, 51, 9
MetOne, 2013-07-13 21:00:00, 4673, 481, 204, 117, 58, 6
MetOne, 2013-07-13 21:01:00, 4716, 489, 207, 117, 55, 10
MetOne, 2013-07-13 21:02:00, 4667, 464, 192, 108, 51, 6
MetOne, 2013-07-13 21:03:00, 4785, 454, 196, 105, 56, 12
MetOne, 2013-07-13 21:04:00, 4813, 463, 175, 100, 49, 6
MetOne, 2013-07-13 21:05:00, 4877, 482, 190, 105, 43, 6
MetOne, 2013-07-13 21:06:00, 4820, 458, 177, 100, 44, 9
MetOne, 2013-07-13 21:07:00, 4707, 465, 176, 99, 47, 4
MetOne, 2013-07-13 21:08:00, 4655, 447, 183, 105, 51, 8
MetOne, 2013-07-13 21:09:00, 4773, 457, 190, 115, 51, 8
MetOne, 2013-07-13 21:10:00, 4693, 469, 191, 104, 45, 9
MetOne, 2013-07-13 21:11:00, 4824, 484, 182, 110, 50, 8
MetOne, 2013-07-13 21:12:00, 4747, 454, 174, 98, 40, 6
MetOne, 2013-07-13 21:13:00, 4774, 447, 174, 99, 43, 6
MetOne, 2013-07-13 21:14:00, 4787, 455, 169, 91, 42, 8
MetOne, 2013-07-13 21:15:00, 4956, 476, 191, 110, 51, 8
MetOne, 2013-07-13 21:16:00, 4918, 471, 197, 112, 48, 7
MetOne, 2013-07-13 21:17:00, 4789, 470, 189, 107, 47, 5
MetOne, 2013-07-13 21:18:00, 4851, 490, 206, 116, 61, 7
MetOne, 2013-07-13 21:19:00, 4897, 572, 251, 155, 72, 7
MetOne, 2013-07-13 21:20:00, 5055, 622, 327, 206, 121, 18
MetOne, 2013-07-13 21:21:00, 5240, 788, 440, 304, 174, 23
MetOne, 2013-07-13 21:22:00, 5549, 931, 555, 387, 221, 31
MetOne, 2013-07-13 21:23:00, 5620, 1073, 657, 461, 257, 35
MetOne, 2013-07-13 21:24:00, 5766, 1086, 660, 465, 257, 28
MetOne, 2013-07-13 21:25:00, 5550, 1034, 617, 439, 257, 26
MetOne, 2013-07-13 21:26:00, 5490, 855, 479, 333, 176, 21
MetOne, 2013-07-13 21:27:00, 5263, 789, 422, 290, 153, 16
MetOne, 2013-07-13 21:28:00, 5120, 704, 361, 233, 114, 14
MetOne, 2013-07-13 21:29:00, 5053, 635, 300, 194, 96, 12
MetOne, 2013-07-13 21:30:00, 5124, 597, 283, 175, 90, 11
MetOne, 2013-07-13 21:31:00, 5075, 580, 269, 168, 87, 14
MetOne, 2013-07-13 21:32:00, 4969, 558, 250, 154, 71, 10
MetOne, 2013-07-13 21:33:00, 4856, 522, 233, 133, 64, 9
MetOne, 2013-07-13 21:34:00, 4938, 523, 227, 129, 62, 9
MetOne, 2013-07-13 21:35:00, 4788, 515, 224, 129, 57, 7
MetOne, 2013-07-13 21:36:00, 4866, 484, 207, 122, 65, 8
MetOne, 2013-07-13 21:37:00, 4905, 481, 217, 127, 68, 8
MetOne, 2013-07-13 21:38:00, 4916, 516, 214, 127, 61, 7
MetOne, 2013-07-13 21:39:00, 4824, 493, 199, 108, 56, 6
MetOne, 2013-07-13 21:40:00, 4917, 520, 219, 130, 66, 9
MetOne, 2013-07-13 21:41:00, 5042, 513, 215, 125, 62, 10
MetOne, 2013-07-13 21:42:00, 5034, 501, 205, 120, 58, 11
MetOne, 2013-07-13 21:43:00, 5001, 514, 210, 116, 56, 6
MetOne, 2013-07-13 21:44:00, 4907, 514, 240, 130, 65, 7
MetOne, 2013-07-13 21:45:00, 4866, 506, 210, 125, 57, 8
MetOne, 2013-07-13 21:46:00, 4904, 487, 191, 112, 50, 8
MetOne, 2013-07-13 21:47:00, 4949, 515, 210, 125, 57, 10
MetOne, 2013-07-13 21:48:00, 7303, 1199, 792, 623, 421, 139
MetOne, 2013-07-13 21:49:00, 8234, 1707, 1193, 924, 620, 172
MetOne, 2013-07-13 21:50:00, 9205, 2413, 1626, 1219, 756, 174
MetOne, 2013-07-13 21:51:00, 10111, 2314, 1649, 1320, 877, 246
MetOne, 2013-07-13 21:52:00, 12945, 3443, 2602, 2103, 1450, 411
MetOne, 2013-07-13 21:53:00, 18675, 6611, 5175, 4235, 2898, 750
MetOne, 2013-07-13 21:54:00, 8666, 1895, 1329, 1045, 696, 183
MetOne, 2013-07-13 21:55:00, 7912, 1548, 1051, 825, 548, 155
MetOne, 2013-07-13 21:56:00, 10654, 2499, 1832, 1477, 1018, 297
MetOne, 2013-07-13 21:57:00, 15966, 6556, 4628, 3478, 2048, 345
MetOne, 2013-07-13 21:58:00, 17679, 8208, 5749, 4290, 2476, 326
MetOne, 2013-07-13 21:59:00, 8666, 2586, 1815, 1388, 861, 143
MetOne, 2013-07-13 22:00:00, 8799, 2713, 1948, 1527, 933, 143
MetOne, 2013-07-13 22:01:00, 11521, 4107, 3075, 2409, 1530, 278
MetOne, 2013-07-13 22:02:00, 10584, 3596, 2600, 2014, 1250, 203
MetOne, 2013-07-13 22:03:00, 12438, 4390, 3294, 2618, 1684, 314
MetOne, 2013-07-13 22:04:00, 12142, 3560, 2687, 2144, 1447, 357
MetOne, 2013-07-13 22:05:00, 7232, 1820, 1198, 892, 522, 78
MetOne, 2013-07-13 22:06:00, 7711, 1982, 1346, 996, 568, 85
MetOne, 2013-07-13 22:07:00, 9988, 2734, 2001, 1543, 958, 200
MetOne, 2013-07-13 22:08:00, 7348, 1716, 1098, 800, 447, 49
MetOne, 2013-07-13 22:09:00, 7826, 1600, 1057, 790, 485, 103
MetOne, 2013-07-13 22:10:00, 6540, 1005, 588, 417, 235, 38
MetOne, 2013-07-13 22:11:00, 6255, 859, 454, 306, 168, 27
MetOne, 2013-07-13 22:12:00, 6927, 797, 357, 216, 110, 18
MetOne, 2013-07-13 22:13:00, 7102, 786, 333, 202, 103, 18
MetOne, 2013-07-13 22:14:00, 6557, 701, 285, 162, 77, 14
MetOne, 2013-07-13 22:15:00, 6515, 713, 323, 196, 96, 13
MetOne, 2013-07-13 22:16:00, 6070, 658, 297, 183, 84, 13
MetOne, 2013-07-13 22:17:00, 5511, 586, 250, 150, 69, 9
MetOne, 2013-07-13 22:18:00, 5484, 547, 222, 129, 57, 8
MetOne, 2013-07-13 22:19:00, 5484, 570, 233, 136, 68, 6
MetOne, 2013-07-13 22:20:00, 5594, 534, 218, 123, 53, 10
MetOne, 2013-07-13 22:21:00, 5855, 646, 308, 190, 93, 15
MetOne, 2013-07-13 22:22:00, 6113, 671, 311, 189, 91, 12
MetOne, 2013-07-13 22:23:00, 6697, 701, 297, 170, 79, 8
MetOne, 2013-07-13 22:24:00, 8233, 867, 378, 228, 105, 12
MetOne, 2013-07-13 22:25:00, 9461, 999, 438, 252, 116, 15
MetOne, 2013-07-13 22:26:00, 8840, 935, 429, 252, 115, 15
MetOne, 2013-07-13 22:27:00, 7982, 831, 348, 203, 95, 13
MetOne, 2013-07-13 22:28:00, 8134, 844, 344, 197, 85, 9
MetOne, 2013-07-13 22:29:00, 8199, 851, 353, 194, 79, 12
MetOne, 2013-07-13 22:30:00, 7851, 824, 361, 206, 91, 10
MetOne, 2013-07-13 22:31:00, 7468, 778, 332, 191, 83, 9
MetOne, 2013-07-13 22:32:00, 6521, 675, 297, 170, 79, 8
MetOne, 2013-07-13 22:33:00, 6537, 658, 272, 161, 72, 10
MetOne, 2013-07-13 22:34:00, 6749, 796, 366, 239, 129, 26
MetOne, 2013-07-13 22:35:00, 7363, 1075, 610, 430, 240, 52
MetOne, 2013-07-13 22:36:00, 7801, 1224, 729, 547, 330, 72
MetOne, 2013-07-13 22:37:00, 9046, 1698, 1076, 809, 508, 137
MetOne, 2013-07-13 22:38:00, 6610, 830, 435, 302, 172, 41
MetOne, 2013-07-13 22:39:00, 6367, 762, 368, 245, 143, 24
MetOne, 2013-07-13 22:40:00, 6216, 746, 374, 246, 142, 25
MetOne, 2013-07-13 22:41:00, 7300, 1043, 650, 493, 323, 87
MetOne, 2013-07-13 22:42:00, 6198, 729, 362, 233, 127, 27
MetOne, 2013-07-13 22:43:00, 6398, 999, 533, 354, 185, 23
MetOne, 2013-07-13 22:44:00, 6269, 898, 481, 320, 172, 19
MetOne, 2013-07-13 22:45:00, 6427, 879, 466, 327, 184, 31
MetOne, 2013-07-13 22:46:00, 8903, 2503, 1575, 1129, 607, 63
MetOne, 2013-07-13 22:47:00, 11977, 4078, 2646, 1937, 1058, 109
MetOne, 2013-07-13 22:48:00, 16820, 6585, 4469, 3291, 1811, 232
MetOne, 2013-07-13 22:49:00, 18752, 7550, 4990, 3647, 1986, 202
MetOne, 2013-07-13 22:50:00, 17483, 6141, 3972, 2823, 1543, 152
MetOne, 2013-07-13 22:51:00, 15249, 4428, 2782, 1958, 1038, 95
MetOne, 2013-07-13 22:52:00, 13175, 2991, 1813, 1298, 684, 73
MetOne, 2013-07-13 22:53:00, 13324, 3223, 2001, 1434, 755, 72
MetOne, 2013-07-13 22:54:00, 11385, 2537, 1588, 1123, 611, 78
MetOne, 2013-07-13 22:55:00, 11574, 2834, 1772, 1285, 713, 87
MetOne, 2013-07-13 22:56:00, 9536, 1532, 830, 565, 299, 31
MetOne, 2013-07-13 22:57:00, 11389, 1834, 981, 666, 351, 37
MetOne, 2013-07-13 22:58:00, 12833, 1689, 873, 577, 317, 38
MetOne, 2013-07-13 22:59:00, 13191, 1755, 905, 594, 309, 57
MetOne, 2013-07-13 23:00:00, 13436, 1710, 882, 588, 329, 72
MetOne, 2013-07-13 23:01:00, 13783, 1941, 1013, 675, 371, 66
MetOne, 2013-07-13 23:02:00, 14881, 2289, 1371, 1033, 667, 158
